comparison,train_model,test_model,method,mean_target_cosine,std_target_cosine,median_target_cosine,retrieval_top1_acc,retrieval_label_acc,retrieval_label_f1,observed_raw_f1,observed_aligned_f1
cross_model_full_anchor,distilroberta-base,microsoft/deberta-v3-base,rise_then_ours_residual,0.3790927231311798,0.19573812186717987,0.39592307806015015,0.114,0.53,0.5191257028109014,0.1739566244831048,0.6093627565750064
cross_model_full_anchor,distilroberta-base,microsoft/deberta-v3-base,linear_then_residual,0.39584657549858093,0.1905934363603592,0.41167983412742615,0.106,0.524,0.5139843844042827,0.1739566244831048,0.6093627565750064
cross_model_full_anchor,distilroberta-base,microsoft/deberta-v3-base,spherical_then_residual,0.3902129530906677,0.1936872899532318,0.40786871314048767,0.102,0.488,0.480431367561855,0.1739566244831048,0.6093627565750064
cross_model_full_anchor,distilroberta-base,microsoft/deberta-v3-base,hybrid_average,0.3663484454154968,0.20319104194641113,0.3858925998210907,0.122,0.54,0.5223706827026872,0.1739566244831048,0.6093627565750064
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,linear_delta,0.5430158972740173,0.12725107371807098,0.5406836271286011,0.296,0.408,0.35670220719190626,0.3490506294462586,0.6806657552611706
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,spherical_delta,0.5418291091918945,0.12687434256076813,0.5393149256706238,0.294,0.406,0.35297253909592496,0.3490506294462586,0.6806657552611706
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,rise_only,0.5320221781730652,0.12517404556274414,0.5292341709136963,0.296,0.408,0.3519029513111001,0.3490506294462586,0.6806657552611706
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,rise_then_ours_residual,0.5385736227035522,0.12552693486213684,0.5375105738639832,0.296,0.408,0.35093497082627517,0.3490506294462586,0.6806657552611706
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,linear_then_residual,0.5416983962059021,0.12642823159694672,0.5399705171585083,0.294,0.41,0.35753208046336005,0.3490506294462586,0.6806657552611706
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,spherical_then_residual,0.5405755639076233,0.12610302865505219,0.5391263365745544,0.294,0.41,0.3552990756669977,0.3490506294462586,0.6806657552611706
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,hybrid_average,0.5375350117683411,0.1262056976556778,0.5357629060745239,0.294,0.406,0.3515917358881128,0.3490506294462586,0.6806657552611706
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,roberta-base,linear_delta,0.5089523196220398,0.2415488362312317,0.5452381372451782,0.232,0.338,0.2298052653101513,0.1254204328464616,0.6085628934661751
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,roberta-base,spherical_delta,0.5069549679756165,0.2421358823776245,0.5440793633460999,0.232,0.344,0.2331893525693952,0.1254204328464616,0.6085628934661751
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,roberta-base,rise_only,0.49438098073005676,0.24194400012493134,0.5286223292350769,0.242,0.354,0.24184169793923144,0.1254204328464616,0.6085628934661751
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,roberta-base,rise_then_ours_residual,0.5029081702232361,0.24127869307994843,0.539716362953186,0.24,0.352,0.24071611125139425,0.1254204328464616,0.6085628934661751
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,roberta-base,linear_then_residual,0.5072550773620605,0.24058209359645844,0.5443675518035889,0.24,0.352,0.23763883325319363,0.1254204328464616,0.6085628934661751
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,roberta-base,spherical_then_residual,0.5053999423980713,0.24133171141147614,0.5441177487373352,0.238,0.352,0.23763883325319363,0.1254204328464616,0.6085628934661751
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,roberta-base,hybrid_average,0.5015122890472412,0.2424677163362503,0.5359835624694824,0.244,0.354,0.2417557485661153,0.1254204328464616,0.6085628934661751
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,linear_delta,0.5613898634910583,0.21640779078006744,0.5946769714355469,0.238,0.352,0.2667686061857383,0.1319834209898403,0.5876716424014757
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,spherical_delta,0.5596230626106262,0.21707798540592194,0.5910531282424927,0.24,0.356,0.2691187999613855,0.1319834209898403,0.5876716424014757
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,rise_only,0.546104371547699,0.21765655279159546,0.5771358013153076,0.242,0.352,0.2664887459134938,0.1319834209898403,0.5876716424014757
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,rise_then_ours_residual,0.555183470249176,0.21651612222194672,0.5885383486747742,0.238,0.354,0.26535321137109646,0.1319834209898403,0.5876716424014757
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,linear_then_residual,0.5596832036972046,0.21555499732494354,0.5933418273925781,0.242,0.36,0.27151147849243396,0.1319834209898403,0.5876716424014757
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,spherical_then_residual,0.5580783486366272,0.21639184653759003,0.591498613357544,0.242,0.36,0.27151147849243396,0.1319834209898403,0.5876716424014757
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,hybrid_average,0.5539078116416931,0.2177743911743164,0.5864030122756958,0.238,0.354,0.26535321137109646,0.1319834209898403,0.5876716424014757
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,linear_delta,0.8153011798858643,0.09217377007007599,0.8291457891464233,0.382,0.382,0.33435834861148106,0.2265264356015801,0.7582615545746682
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,spherical_delta,0.8162646293640137,0.09175195544958115,0.8305575847625732,0.398,0.398,0.35035170384317343,0.2265264356015801,0.7582615545746682
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,rise_only,0.8127760291099548,0.09328515082597733,0.8277923464775085,0.426,0.426,0.37255696041608244,0.2265264356015801,0.7582615545746682
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,rise_then_ours_residual,0.8157479166984558,0.09182696789503098,0.8295795917510986,0.422,0.422,0.3710903835589506,0.2265264356015801,0.7582615545746682
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,linear_then_residual,0.816542387008667,0.09131526201963425,0.8303213119506836,0.412,0.412,0.3631332535206122,0.2265264356015801,0.7582615545746682
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,spherical_then_residual,0.8169044852256775,0.0912584513425827,0.8306711316108704,0.422,0.422,0.3717093287068589,0.2265264356015801,0.7582615545746682
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,hybrid_average,0.8153995275497437,0.09217269718647003,0.8295568823814392,0.426,0.426,0.37654416275665464,0.2265264356015801,0.7582615545746682
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,linear_delta,0.27068963646888733,0.2659609913825989,0.2870205044746399,0.08,0.36,0.278491053025835,0.1443987312422325,0.7126893132076815
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,spherical_delta,0.2686927914619446,0.2671692967414856,0.2876337170600891,0.078,0.352,0.27077864661550816,0.1443987312422325,0.7126893132076815
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,rise_only,0.2562951445579529,0.26483574509620667,0.2717887759208679,0.074,0.352,0.27000331308508857,0.1443987312422325,0.7126893132076815
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,rise_then_ours_residual,0.26532793045043945,0.26580169796943665,0.2804645895957947,0.076,0.354,0.2707565938547992,0.1443987312422325,0.7126893132076815
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,linear_then_residual,0.27047014236450195,0.26600009202957153,0.2875046730041504,0.084,0.366,0.2819223591738083,0.1443987312422325,0.7126893132076815
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,spherical_then_residual,0.2680256962776184,0.2667714059352875,0.2839650511741638,0.08,0.354,0.2720728420467056,0.1443987312422325,0.7126893132076815
cross_model_full_anchor,sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,hybrid_average,0.2630067467689514,0.2663206458091736,0.27832484245300293,0.074,0.35,0.2687149052338416,0.1443987312422325,0.7126893132076815
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,bert-base-uncased,linear_delta,0.5399932861328125,0.1217833086848259,0.5382452011108398,0.28,0.37,0.29980912576186725,0.1959279184405885,0.6090215612099256
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,bert-base-uncased,spherical_delta,0.5362199544906616,0.11933737993240356,0.5373268127441406,0.282,0.372,0.29902188858108003,0.1959279184405885,0.6090215612099256
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,bert-base-uncased,rise_only,0.5237298607826233,0.11758332699537277,0.5263928174972534,0.292,0.384,0.313445456122181,0.1959279184405885,0.6090215612099256
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,bert-base-uncased,rise_then_ours_residual,0.5319339632987976,0.1171494796872139,0.5350623726844788,0.282,0.378,0.30624485779642463,0.1959279184405885,0.6090215612099256
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,bert-base-uncased,linear_then_residual,0.537722647190094,0.12020335346460342,0.5371983647346497,0.282,0.372,0.3011712931640264,0.1959279184405885,0.6090215612099256
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,bert-base-uncased,spherical_then_residual,0.5336205363273621,0.11757109314203262,0.5360475778579712,0.284,0.38,0.3093192818114127,0.1959279184405885,0.6090215612099256
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,bert-base-uncased,hybrid_average,0.5309289693832397,0.11869942396879196,0.5332280397415161,0.288,0.382,0.31214348703921696,0.1959279184405885,0.6090215612099256
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,roberta-base,linear_delta,0.5530773997306824,0.20388135313987732,0.579473614692688,0.248,0.364,0.24913474083122616,0.3084008246165166,0.6122214404465541
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,roberta-base,spherical_delta,0.5492834448814392,0.2020786851644516,0.5772892236709595,0.242,0.364,0.24913474083122616,0.3084008246165166,0.6122214404465541
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,roberta-base,rise_only,0.5342041254043579,0.20107577741146088,0.5586087107658386,0.238,0.37,0.25647613978233696,0.3084008246165166,0.6122214404465541
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,roberta-base,rise_then_ours_residual,0.5450964570045471,0.200777068734169,0.5705583095550537,0.238,0.37,0.2531130325516142,0.3084008246165166,0.6122214404465541
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,roberta-base,linear_then_residual,0.5506414771080017,0.2018900215625763,0.5762225389480591,0.244,0.366,0.2503693087324607,0.3084008246165166,0.6122214404465541
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,roberta-base,spherical_then_residual,0.5466729998588562,0.19969521462917328,0.5746601223945618,0.234,0.368,0.2514647038715198,0.3084008246165166,0.6122214404465541
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,roberta-base,hybrid_average,0.5431596636772156,0.20221666991710663,0.5702654123306274,0.242,0.368,0.25230772092171494,0.3084008246165166,0.6122214404465541
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,distilroberta-base,linear_delta,0.5920323133468628,0.19322599470615387,0.62764972448349,0.26,0.372,0.27417383843119336,0.2738993958272756,0.5322147931313219
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,distilroberta-base,spherical_delta,0.5879128575325012,0.1918451189994812,0.6235870122909546,0.256,0.372,0.2718701109085869,0.2738993958272756,0.5322147931313219
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,distilroberta-base,rise_only,0.5718063116073608,0.19169092178344727,0.6024003028869629,0.25,0.38,0.28175046338124365,0.2738993958272756,0.5322147931313219
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,distilroberta-base,rise_then_ours_residual,0.5831563472747803,0.19082556664943695,0.6133291721343994,0.256,0.376,0.27411021948748426,0.2738993958272756,0.5322147931313219
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,distilroberta-base,linear_then_residual,0.5892044305801392,0.1913776695728302,0.6244121789932251,0.258,0.374,0.2723923389264901,0.2738993958272756,0.5322147931313219
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,distilroberta-base,spherical_then_residual,0.5849827527999878,0.18979473412036896,0.6182359457015991,0.244,0.378,0.2750680314929415,0.2738993958272756,0.5322147931313219
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,distilroberta-base,hybrid_average,0.5814443230628967,0.19228513538837433,0.6116174459457397,0.258,0.378,0.28095997922223553,0.2738993958272756,0.5322147931313219
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,linear_delta,0.8569637537002563,0.07407858222723007,0.863364577293396,0.496,0.496,0.45304424511288605,0.3468954379673927,0.6681281215989465
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,spherical_delta,0.8530338406562805,0.07605601102113724,0.8613156080245972,0.506,0.506,0.4600034717055994,0.3468954379673927,0.6681281215989465
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,rise_only,0.8473150730133057,0.08229070156812668,0.861404299736023,0.51,0.51,0.46351819570214275,0.3468954379673927,0.6681281215989465
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,rise_then_ours_residual,0.8513630032539368,0.07741738110780716,0.8590644598007202,0.51,0.51,0.4624583461789154,0.3468954379673927,0.6681281215989465
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,linear_then_residual,0.8545129895210266,0.07512883096933365,0.8618788719177246,0.506,0.506,0.45975713748325314,0.3468954379673927,0.6681281215989465
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,spherical_then_residual,0.8495797514915466,0.07783316820859909,0.8569494485855103,0.508,0.508,0.46250915750915744,0.3468954379673927,0.6681281215989465
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,hybrid_average,0.8518140912055969,0.0783022865653038,0.8617624044418335,0.51,0.51,0.46351819570214275,0.3468954379673927,0.6681281215989465
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,linear_delta,0.32056725025177,0.2650744915008545,0.3392154574394226,0.098,0.36,0.259317724573726,0.1959718520098091,0.6894125794001844
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,spherical_delta,0.3192632496356964,0.2670297622680664,0.3348812460899353,0.088,0.352,0.2541945091117611,0.1959718520098091,0.6894125794001844
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,rise_only,0.3048560321331024,0.2631460428237915,0.32321977615356445,0.092,0.358,0.2619391992624819,0.1959718520098091,0.6894125794001844
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,rise_then_ours_residual,0.31647536158561707,0.2655520439147949,0.3349807560443878,0.092,0.356,0.2550654057972451,0.1959718520098091,0.6894125794001844
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,linear_then_residual,0.32057181000709534,0.26527535915374756,0.33954113721847534,0.096,0.364,0.26678035390453786,0.1959718520098091,0.6894125794001844
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,spherical_then_residual,0.319355845451355,0.2666015923023224,0.3371361792087555,0.09,0.354,0.25561623422037266,0.1959718520098091,0.6894125794001844
cross_model_full_anchor,sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,hybrid_average,0.3130165934562683,0.2657458782196045,0.33070534467697144,0.088,0.356,0.2595465147656698,0.1959718520098091,0.6894125794001844
cross_model_full_anchor,microsoft/deberta-v3-base,bert-base-uncased,linear_delta,0.5716497898101807,0.11511378735303879,0.5740957260131836,0.404,0.524,0.4704377743277174,0.1028011513794887,0.7613906874812124
cross_model_full_anchor,microsoft/deberta-v3-base,bert-base-uncased,spherical_delta,0.5672428607940674,0.11250065267086029,0.5716804265975952,0.428,0.554,0.49402366142720683,0.1028011513794887,0.7613906874812124
cross_model_full_anchor,microsoft/deberta-v3-base,bert-base-uncased,rise_only,0.5203201770782471,0.1304083615541458,0.5315927267074585,0.46,0.616,0.5557583301626123,0.1028011513794887,0.7613906874812124
cross_model_full_anchor,microsoft/deberta-v3-base,bert-base-uncased,rise_then_ours_residual,0.5588588714599609,0.11710169166326523,0.568513035774231,0.426,0.564,0.5059925029403074,0.1028011513794887,0.7613906874812124
cross_model_full_anchor,microsoft/deberta-v3-base,bert-base-uncased,linear_then_residual,0.5717604756355286,0.11407770961523056,0.5751820802688599,0.398,0.516,0.4622740673332908,0.1028011513794887,0.7613906874812124
cross_model_full_anchor,microsoft/deberta-v3-base,bert-base-uncased,spherical_then_residual,0.5570935606956482,0.10718601197004318,0.5622341632843018,0.45,0.594,0.5333815249906299,0.1028011513794887,0.7613906874812124
cross_model_full_anchor,microsoft/deberta-v3-base,bert-base-uncased,hybrid_average,0.553001880645752,0.12271825224161148,0.5621189475059509,0.456,0.598,0.5400776035961273,0.1028011513794887,0.7613906874812124
cross_model_full_anchor,microsoft/deberta-v3-base,roberta-base,linear_delta,0.6074647307395935,0.1764792948961258,0.6332521438598633,0.34,0.498,0.4499057624339226,0.4724270980194999,0.6761937112756785
cross_model_full_anchor,microsoft/deberta-v3-base,roberta-base,spherical_delta,0.6053211688995361,0.1754545420408249,0.6346791982650757,0.334,0.486,0.43094001821763506,0.4724270980194999,0.6761937112756785
cross_model_full_anchor,microsoft/deberta-v3-base,roberta-base,rise_only,0.5362730026245117,0.20284277200698853,0.5581781268119812,0.356,0.532,0.4871711132291227,0.4724270980194999,0.6761937112756785
cross_model_full_anchor,microsoft/deberta-v3-base,roberta-base,rise_then_ours_residual,0.5907420516014099,0.1828504502773285,0.6207793354988098,0.346,0.512,0.4625944051415581,0.4724270980194999,0.6761937112756785
cross_model_full_anchor,microsoft/deberta-v3-base,roberta-base,linear_then_residual,0.6077284216880798,0.17480911314487457,0.6352336406707764,0.34,0.492,0.4445309279722003,0.4724270980194999,0.6761937112756785
cross_model_full_anchor,microsoft/deberta-v3-base,roberta-base,spherical_then_residual,0.5988221168518066,0.1651606261730194,0.6295775771141052,0.366,0.53,0.4808385561301397,0.4724270980194999,0.6761937112756785
cross_model_full_anchor,microsoft/deberta-v3-base,roberta-base,hybrid_average,0.5817708373069763,0.19190798699855804,0.6076878309249878,0.348,0.516,0.46533877263594475,0.4724270980194999,0.6761937112756785
cross_model_full_anchor,microsoft/deberta-v3-base,distilroberta-base,linear_delta,0.6498259902000427,0.16030314564704895,0.6846054196357727,0.36,0.49,0.44782414119770886,0.3539226655157761,0.5849340317091299
cross_model_full_anchor,microsoft/deberta-v3-base,distilroberta-base,spherical_delta,0.6477137207984924,0.15949709713459015,0.6818243265151978,0.358,0.488,0.4435097205582702,0.3539226655157761,0.5849340317091299
cross_model_full_anchor,microsoft/deberta-v3-base,distilroberta-base,rise_only,0.5742732286453247,0.1875276118516922,0.6009280681610107,0.36,0.542,0.4943677778470966,0.3539226655157761,0.5849340317091299
cross_model_full_anchor,microsoft/deberta-v3-base,distilroberta-base,rise_then_ours_residual,0.6317521929740906,0.16661563515663147,0.6679436564445496,0.374,0.516,0.47249049639052243,0.3539226655157761,0.5849340317091299
cross_model_full_anchor,microsoft/deberta-v3-base,distilroberta-base,linear_then_residual,0.6504549384117126,0.15920157730579376,0.6848154067993164,0.354,0.476,0.4378546712504086,0.3539226655157761,0.5849340317091299
cross_model_full_anchor,microsoft/deberta-v3-base,distilroberta-base,spherical_then_residual,0.6404578685760498,0.149496391415596,0.6735551357269287,0.412,0.566,0.5262463472114961,0.3539226655157761,0.5849340317091299
cross_model_full_anchor,microsoft/deberta-v3-base,distilroberta-base,hybrid_average,0.6229886412620544,0.1761561632156372,0.6544723510742188,0.366,0.514,0.4662984677515502,0.3539226655157761,0.5849340317091299
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,linear_delta,0.7888163328170776,0.052831973880529404,0.8052133321762085,0.598,0.598,0.5642220835130489,0.2227781579523024,0.7730443716277334
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,spherical_delta,0.7560354471206665,0.048436298966407776,0.768645167350769,0.648,0.648,0.6068207755643285,0.2227781579523024,0.7730443716277334
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,rise_only,0.7713602185249329,0.07100831717252731,0.7853744626045227,0.678,0.678,0.6397786843521026,0.2227781579523024,0.7730443716277334
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,rise_then_ours_residual,0.7648123502731323,0.04917443171143532,0.7776327729225159,0.644,0.644,0.6079841535893067,0.2227781579523024,0.7730443716277334
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,linear_then_residual,0.7881585359573364,0.05207597836852074,0.8038153648376465,0.552,0.552,0.5251837300617789,0.2227781579523024,0.7730443716277334
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,spherical_then_residual,0.7107702493667603,0.04597096890211105,0.717211127281189,0.656,0.656,0.613579850949783,0.2227781579523024,0.7730443716277334
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,hybrid_average,0.7788062691688538,0.05998971313238144,0.7941602468490601,0.66,0.66,0.6179277215633187,0.2227781579523024,0.7730443716277334
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,linear_delta,0.7623636722564697,0.06926091760396957,0.7792022228240967,0.53,0.53,0.47712909303634826,0.2289937529181781,0.8315592311574014
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,spherical_delta,0.7399117350578308,0.062195610255002975,0.7552234530448914,0.62,0.62,0.5765989343877996,0.2289937529181781,0.8315592311574014
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,rise_only,0.7355988025665283,0.08033794164657593,0.7516675591468811,0.684,0.684,0.6283709381600998,0.2289937529181781,0.8315592311574014
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,rise_then_ours_residual,0.7422592043876648,0.06456012278795242,0.7560621500015259,0.618,0.618,0.5733367299180936,0.2289937529181781,0.8315592311574014
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,linear_then_residual,0.7598546147346497,0.06925595551729202,0.7745413184165955,0.498,0.498,0.43198391987101203,0.2289937529181781,0.8315592311574014
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,spherical_then_residual,0.7135933041572571,0.0564642958343029,0.7309970855712891,0.652,0.654,0.6036189889054865,0.2289937529181781,0.8315592311574014
cross_model_full_anchor,microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,hybrid_average,0.7495908141136169,0.07107072323560715,0.7654244899749756,0.652,0.652,0.6027856822338012,0.2289937529181781,0.8315592311574014
