comparison,train_model,test_model,method,mean_target_cosine,std_target_cosine,median_target_cosine,retrieval_top1_acc,retrieval_label_acc,retrieval_label_f1,observed_raw_f1,observed_aligned_f1
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,rise_only,0.7619888782501221,0.09672842174768448,0.795928955078125,0.558,0.558,0.5338388419836515,0.1657294157379263,0.7538170115036008
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,rise_then_ours_residual,0.7762886881828308,0.08977613598108292,0.8090864419937134,0.516,0.516,0.49100530167624895,0.1657294157379263,0.7538170115036008
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,linear_then_residual,0.793366551399231,0.07698483765125275,0.8155773282051086,0.49,0.49,0.46858000170401903,0.1657294157379263,0.7538170115036008
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,spherical_then_residual,0.7646060585975647,0.08770597726106644,0.7980844974517822,0.536,0.536,0.5125412154498926,0.1657294157379263,0.7538170115036008
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,hybrid_average,0.7771587371826172,0.08975809812545776,0.808908224105835,0.534,0.534,0.5089053543748101,0.1657294157379263,0.7538170115036008
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-mpnet-base-v2,linear_delta,0.7591758966445923,0.09054233878850937,0.7830126285552979,0.41,0.41,0.344139994754403,0.151719981920688,0.8570105256098959
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-mpnet-base-v2,spherical_delta,0.7464549541473389,0.09222736954689026,0.761299729347229,0.436,0.438,0.3734393353748258,0.151719981920688,0.8570105256098959
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-mpnet-base-v2,rise_only,0.7251024842262268,0.1016475260257721,0.7388513088226318,0.488,0.49,0.41962292578956834,0.151719981920688,0.8570105256098959
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-mpnet-base-v2,rise_then_ours_residual,0.7421179413795471,0.09702853113412857,0.7519190907478333,0.456,0.458,0.3923128145712197,0.151719981920688,0.8570105256098959
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-mpnet-base-v2,linear_then_residual,0.7558122277259827,0.0920625776052475,0.7768951654434204,0.424,0.424,0.3606911135078602,0.151719981920688,0.8570105256098959
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-mpnet-base-v2,spherical_then_residual,0.735723614692688,0.09246554225683212,0.7456945180892944,0.446,0.45,0.38916111160626726,0.151719981920688,0.8570105256098959
cross_model_full_anchor,bert-base-uncased,sentence-transformers/all-mpnet-base-v2,hybrid_average,0.7415264844894409,0.09609803557395935,0.7508504390716553,0.47,0.472,0.4018878878617226,0.151719981920688,0.8570105256098959
cross_model_full_anchor,bert-base-uncased,microsoft/deberta-v3-base,linear_delta,0.35989049077033997,0.20973806083202362,0.37342438101768494,0.116,0.498,0.46940990835382984,0.1264393054103368,0.6845208126950875
cross_model_full_anchor,bert-base-uncased,microsoft/deberta-v3-base,spherical_delta,0.3525570333003998,0.21705536544322968,0.3681929111480713,0.116,0.488,0.45915698220510226,0.1264393054103368,0.6845208126950875
cross_model_full_anchor,bert-base-uncased,microsoft/deberta-v3-base,rise_only,0.31268230080604553,0.22465328872203827,0.3260089159011841,0.14,0.55,0.5123622543617435,0.1264393054103368,0.6845208126950875
cross_model_full_anchor,bert-base-uncased,microsoft/deberta-v3-base,rise_then_ours_residual,0.34570392966270447,0.21501204371452332,0.36154913902282715,0.124,0.526,0.49077185473043705,0.1264393054103368,0.6845208126950875
cross_model_full_anchor,bert-base-uncased,microsoft/deberta-v3-base,linear_then_residual,0.3603152334690094,0.20850804448127747,0.3744959831237793,0.128,0.516,0.4824638218525146,0.1264393054103368,0.6845208126950875
cross_model_full_anchor,bert-base-uncased,microsoft/deberta-v3-base,spherical_then_residual,0.3565415143966675,0.21204562485218048,0.3750615119934082,0.124,0.516,0.48385199275402935,0.1264393054103368,0.6845208126950875
cross_model_full_anchor,bert-base-uncased,microsoft/deberta-v3-base,hybrid_average,0.3359706997871399,0.22221718728542328,0.34991806745529175,0.132,0.524,0.4925878628946621,0.1264393054103368,0.6845208126950875
cross_model_full_anchor,roberta-base,bert-base-uncased,linear_delta,0.563920259475708,0.10903890430927277,0.5601626038551331,0.42,0.512,0.46955269447035075,0.1994588225604192,0.6789906125053523
cross_model_full_anchor,roberta-base,bert-base-uncased,spherical_delta,0.56168532371521,0.10958220809698105,0.5555099248886108,0.43,0.532,0.48825042958995085,0.1994588225604192,0.6789906125053523
cross_model_full_anchor,roberta-base,bert-base-uncased,rise_only,0.5237128734588623,0.11945055425167084,0.5176215171813965,0.448,0.572,0.5238335087171475,0.1994588225604192,0.6789906125053523
cross_model_full_anchor,roberta-base,bert-base-uncased,rise_then_ours_residual,0.5558979511260986,0.1104544848203659,0.5500982999801636,0.442,0.544,0.49840981855816935,0.1994588225604192,0.6789906125053523
cross_model_full_anchor,roberta-base,bert-base-uncased,linear_then_residual,0.5652918815612793,0.10805542767047882,0.5614515542984009,0.418,0.502,0.4605135430241978,0.1994588225604192,0.6789906125053523
cross_model_full_anchor,roberta-base,bert-base-uncased,spherical_then_residual,0.5582569241523743,0.10752620548009872,0.5506542921066284,0.444,0.564,0.5154887132386271,0.1994588225604192,0.6789906125053523
cross_model_full_anchor,roberta-base,bert-base-uncased,hybrid_average,0.5476171970367432,0.11439991742372513,0.5408305525779724,0.44,0.548,0.5046137349577267,0.1994588225604192,0.6789906125053523
cross_model_full_anchor,roberta-base,distilroberta-base,linear_delta,0.6695612668991089,0.1481436789035797,0.6795467138290405,0.402,0.506,0.47572523179485887,0.4373816645690323,0.6890647576915783
cross_model_full_anchor,roberta-base,distilroberta-base,spherical_delta,0.6672412157058716,0.15363208949565887,0.6861944198608398,0.366,0.452,0.4231701674044772,0.4373816645690323,0.6890647576915783
cross_model_full_anchor,roberta-base,distilroberta-base,rise_only,0.6022190451622009,0.1690586805343628,0.6148643493652344,0.4,0.5,0.4731770635885921,0.4373816645690323,0.6890647576915783
cross_model_full_anchor,roberta-base,distilroberta-base,rise_then_ours_residual,0.6548659801483154,0.15235650539398193,0.6678562164306641,0.398,0.494,0.46646001768091505,0.4373816645690323,0.6890647576915783
cross_model_full_anchor,roberta-base,distilroberta-base,linear_then_residual,0.6713677644729614,0.146560400724411,0.68135666847229,0.404,0.506,0.47589242257240166,0.4373816645690323,0.6890647576915783
cross_model_full_anchor,roberta-base,distilroberta-base,spherical_then_residual,0.6696121692657471,0.14576001465320587,0.678624153137207,0.408,0.508,0.4786889292375333,0.4373816645690323,0.6890647576915783
cross_model_full_anchor,roberta-base,distilroberta-base,hybrid_average,0.6431900858879089,0.16196714341640472,0.6643467545509338,0.388,0.482,0.4558301835961637,0.4373816645690323,0.6890647576915783
cross_model_full_anchor,roberta-base,sentence-transformers/all-MiniLM-L6-v2,linear_delta,0.8011854290962219,0.06911220401525497,0.811715304851532,0.53,0.53,0.48923922517253676,0.1511502052773171,0.768514878953126
cross_model_full_anchor,roberta-base,sentence-transformers/all-MiniLM-L6-v2,spherical_delta,0.7750486731529236,0.09133259952068329,0.7943395376205444,0.568,0.568,0.5234639941585872,0.1511502052773171,0.768514878953126
cross_model_full_anchor,roberta-base,sentence-transformers/all-MiniLM-L6-v2,rise_only,0.77202308177948,0.10115963965654373,0.7902340292930603,0.576,0.576,0.5389212465484661,0.1511502052773171,0.768514878953126
cross_model_full_anchor,roberta-base,sentence-transformers/all-MiniLM-L6-v2,rise_then_ours_residual,0.7759934067726135,0.0883006677031517,0.7966691851615906,0.576,0.576,0.5325374594282157,0.1511502052773171,0.768514878953126
cross_model_full_anchor,roberta-base,sentence-transformers/all-MiniLM-L6-v2,linear_then_residual,0.801466703414917,0.06961432844400406,0.8117389678955078,0.51,0.51,0.4651408488343879,0.1511502052773171,0.768514878953126
cross_model_full_anchor,roberta-base,sentence-transformers/all-MiniLM-L6-v2,spherical_then_residual,0.7461521029472351,0.1027306616306305,0.7692760825157166,0.582,0.582,0.5320673911093668,0.1511502052773171,0.768514878953126
cross_model_full_anchor,roberta-base,sentence-transformers/all-MiniLM-L6-v2,hybrid_average,0.7810294032096863,0.09381340444087982,0.8008439540863037,0.588,0.588,0.5453529278230211,0.1511502052773171,0.768514878953126
cross_model_full_anchor,roberta-base,sentence-transformers/all-mpnet-base-v2,linear_delta,0.761096179485321,0.07989703863859177,0.764755368232727,0.472,0.472,0.3887800704573574,0.0931444344334199,0.7804289533123703
cross_model_full_anchor,roberta-base,sentence-transformers/all-mpnet-base-v2,spherical_delta,0.7427781820297241,0.08509360253810883,0.7456626892089844,0.494,0.496,0.4137838769426979,0.0931444344334199,0.7804289533123703
cross_model_full_anchor,roberta-base,sentence-transformers/all-mpnet-base-v2,rise_only,0.7318810224533081,0.09548414498567581,0.7309912443161011,0.536,0.538,0.449595062611333,0.0931444344334199,0.7804289533123703
cross_model_full_anchor,roberta-base,sentence-transformers/all-mpnet-base-v2,rise_then_ours_residual,0.7422384023666382,0.08592251688241959,0.7459689974784851,0.51,0.512,0.42497959074464714,0.0931444344334199,0.7804289533123703
cross_model_full_anchor,roberta-base,sentence-transformers/all-mpnet-base-v2,linear_then_residual,0.7606266140937805,0.08137375861406326,0.7636409997940063,0.474,0.474,0.39273058267169947,0.0931444344334199,0.7804289533123703
cross_model_full_anchor,roberta-base,sentence-transformers/all-mpnet-base-v2,spherical_then_residual,0.7258375883102417,0.08902773261070251,0.7330750226974487,0.516,0.518,0.4354909551677311,0.0931444344334199,0.7804289533123703
cross_model_full_anchor,roberta-base,sentence-transformers/all-mpnet-base-v2,hybrid_average,0.7429001331329346,0.08873504400253296,0.7478336095809937,0.528,0.53,0.44433430791579676,0.0931444344334199,0.7804289533123703
cross_model_full_anchor,roberta-base,microsoft/deberta-v3-base,linear_delta,0.38807013630867004,0.1978953629732132,0.39314860105514526,0.116,0.526,0.5144749927264897,0.4771946514454838,0.6276559586876973
cross_model_full_anchor,roberta-base,microsoft/deberta-v3-base,spherical_delta,0.3757683336734772,0.20703838765621185,0.3916028141975403,0.112,0.48,0.46766722906455555,0.4771946514454838,0.6276559586876973
cross_model_full_anchor,roberta-base,microsoft/deberta-v3-base,rise_only,0.3365236818790436,0.21263186633586884,0.3502034544944763,0.13,0.558,0.5368580174230948,0.4771946514454838,0.6276559586876973
cross_model_full_anchor,roberta-base,microsoft/deberta-v3-base,rise_then_ours_residual,0.37274691462516785,0.2028849571943283,0.3795042634010315,0.122,0.534,0.5184649185246881,0.4771946514454838,0.6276559586876973
cross_model_full_anchor,roberta-base,microsoft/deberta-v3-base,linear_then_residual,0.389361172914505,0.19653835892677307,0.3955758810043335,0.114,0.528,0.5182439452349252,0.4771946514454838,0.6276559586876973
cross_model_full_anchor,roberta-base,microsoft/deberta-v3-base,spherical_then_residual,0.3848346471786499,0.1990428864955902,0.3954525887966156,0.11,0.504,0.49502575542520333,0.4771946514454838,0.6276559586876973
cross_model_full_anchor,roberta-base,microsoft/deberta-v3-base,hybrid_average,0.3604910671710968,0.2111346274614334,0.37716323137283325,0.122,0.536,0.518284774099546,0.4771946514454838,0.6276559586876973
cross_model_full_anchor,distilroberta-base,bert-base-uncased,linear_delta,0.5648317337036133,0.11068256944417953,0.5607724785804749,0.452,0.564,0.515747736591937,0.336865166243237,0.6137021406068748
cross_model_full_anchor,distilroberta-base,bert-base-uncased,spherical_delta,0.5612758994102478,0.11170153319835663,0.551433801651001,0.452,0.578,0.5277878301744274,0.336865166243237,0.6137021406068748
cross_model_full_anchor,distilroberta-base,bert-base-uncased,rise_only,0.5248993635177612,0.12068291008472443,0.5134913921356201,0.466,0.618,0.5612896968853758,0.336865166243237,0.6137021406068748
cross_model_full_anchor,distilroberta-base,bert-base-uncased,rise_then_ours_residual,0.5550324320793152,0.11313695460557938,0.544597864151001,0.472,0.608,0.5518127719383502,0.336865166243237,0.6137021406068748
cross_model_full_anchor,distilroberta-base,bert-base-uncased,linear_then_residual,0.5657272338867188,0.10977555811405182,0.558910071849823,0.452,0.562,0.5148845911647807,0.336865166243237,0.6137021406068748
cross_model_full_anchor,distilroberta-base,bert-base-uncased,spherical_then_residual,0.5556904673576355,0.11165617406368256,0.5476230978965759,0.464,0.622,0.5655104826983235,0.336865166243237,0.6137021406068748
cross_model_full_anchor,distilroberta-base,bert-base-uncased,hybrid_average,0.5480449795722961,0.11572909355163574,0.5359762907028198,0.456,0.594,0.5412290447425313,0.336865166243237,0.6137021406068748
cross_model_full_anchor,distilroberta-base,roberta-base,linear_delta,0.6324180960655212,0.1554887592792511,0.6371786594390869,0.374,0.508,0.4623919725836568,0.4775905048735896,0.6339397575802788
cross_model_full_anchor,distilroberta-base,roberta-base,spherical_delta,0.6279739737510681,0.16154427826404572,0.6351349353790283,0.36,0.478,0.4318195830544728,0.4775905048735896,0.6339397575802788
cross_model_full_anchor,distilroberta-base,roberta-base,rise_only,0.5679215788841248,0.17541927099227905,0.5639376640319824,0.382,0.522,0.47823665353242184,0.4775905048735896,0.6339397575802788
cross_model_full_anchor,distilroberta-base,roberta-base,rise_then_ours_residual,0.617321789264679,0.1599004566669464,0.614824652671814,0.384,0.512,0.4655806847335061,0.4775905048735896,0.6339397575802788
cross_model_full_anchor,distilroberta-base,roberta-base,linear_then_residual,0.6333473324775696,0.15461087226867676,0.6373796463012695,0.382,0.512,0.46732060594875174,0.4775905048735896,0.6339397575802788
cross_model_full_anchor,distilroberta-base,roberta-base,spherical_then_residual,0.6293890476226807,0.15477918088436127,0.6218061447143555,0.38,0.498,0.45390526534635933,0.4775905048735896,0.6339397575802788
cross_model_full_anchor,distilroberta-base,roberta-base,hybrid_average,0.6060692667961121,0.16870197653770447,0.6112180948257446,0.372,0.506,0.4609466792231884,0.4775905048735896,0.6339397575802788
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,linear_delta,0.8006516098976135,0.07478079944849014,0.8093507289886475,0.566,0.566,0.530898553123306,0.0994744602726311,0.7384064101485334
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,spherical_delta,0.7704896330833435,0.10827813297510147,0.7972769737243652,0.608,0.61,0.5630225196028305,0.0994744602726311,0.7384064101485334
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,rise_only,0.7692831754684448,0.11239006370306015,0.7909520864486694,0.626,0.626,0.5843354417761997,0.0994744602726311,0.7384064101485334
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,rise_then_ours_residual,0.7695185542106628,0.10537416487932205,0.7966358661651611,0.604,0.606,0.5605069734060322,0.0994744602726311,0.7384064101485334
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,linear_then_residual,0.8003029227256775,0.0757819265127182,0.8112614154815674,0.552,0.552,0.5115432496534245,0.0994744602726311,0.7384064101485334
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,spherical_then_residual,0.7394056916236877,0.12377560883760452,0.7715001106262207,0.608,0.614,0.5607769400544368,0.0994744602726311,0.7384064101485334
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,hybrid_average,0.7769834995269775,0.10805286467075348,0.8019037842750549,0.63,0.63,0.5827065192871645,0.0994744602726311,0.7384064101485334
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-mpnet-base-v2,linear_delta,0.7552666068077087,0.086939737200737,0.7544419765472412,0.502,0.502,0.4088662573534306,0.1983320155126322,0.7550407862758636
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-mpnet-base-v2,spherical_delta,0.7313903570175171,0.0999121144413948,0.7402036190032959,0.542,0.546,0.45071836202978127,0.1983320155126322,0.7550407862758636
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-mpnet-base-v2,rise_only,0.7223401069641113,0.10941906273365021,0.7296853065490723,0.554,0.562,0.469144961426065,0.1983320155126322,0.7550407862758636
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-mpnet-base-v2,rise_then_ours_residual,0.7284415364265442,0.10126045346260071,0.7394492626190186,0.542,0.546,0.45429569882363213,0.1983320155126322,0.7550407862758636
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-mpnet-base-v2,linear_then_residual,0.7537308931350708,0.08941289782524109,0.7499693632125854,0.502,0.502,0.40739214406366075,0.1983320155126322,0.7550407862758636
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-mpnet-base-v2,spherical_then_residual,0.7102084755897522,0.10904296487569809,0.722265362739563,0.546,0.55,0.45530176008905,0.1983320155126322,0.7550407862758636
cross_model_full_anchor,distilroberta-base,sentence-transformers/all-mpnet-base-v2,hybrid_average,0.732014536857605,0.10276272892951965,0.7416839599609375,0.548,0.552,0.4619273910683842,0.1983320155126322,0.7550407862758636
cross_model_full_anchor,distilroberta-base,microsoft/deberta-v3-base,linear_delta,0.3946470320224762,0.1918012499809265,0.4069547653198242,0.106,0.53,0.5206077237600449,0.1739566244831048,0.6093627565750064
cross_model_full_anchor,distilroberta-base,microsoft/deberta-v3-base,spherical_delta,0.38098442554473877,0.20170031487941742,0.3956179618835449,0.116,0.492,0.4828663780308527,0.1739566244831048,0.6093627565750064
cross_model_full_anchor,distilroberta-base,microsoft/deberta-v3-base,rise_only,0.34222322702407837,0.20202650129795074,0.3584795296192169,0.138,0.572,0.545881461132385,0.1739566244831048,0.6093627565750064
