alignment_size,mean_f1,std_f1,mean_acc,mean_full_anchor_f1,mean_raw_f1,mean_gap_to_full_anchor,mean_gain_over_raw,n
25,0.45204579133095335,0.10398774308306426,0.49860666666666664,0.6846506543865406,0.24152416566984225,-0.2326048630555872,0.21052162566111113,300
50,0.573243154826684,0.09434834194317687,0.6072133333333333,0.6846506543865406,0.24152416566984225,-0.11140749955985661,0.33171898915684167,300
100,0.629405471113833,0.0743830956474311,0.6602466666666668,0.6846506543865406,0.24152416566984225,-0.055245183272707506,0.3878813054439908,300
250,0.6536849148396754,0.07331548472460454,0.6841266666666667,0.6846506543865406,0.24152416566984225,-0.030965739546865188,0.41216074916983314,300
500,0.6590975045913539,0.07204432308616833,0.6907933333333334,0.6846506543865406,0.24152416566984225,-0.025553149795186775,0.4175733389215115,300
1000,0.661928454238513,0.07527113079219028,0.6933733333333333,0.6846506543865406,0.24152416566984225,-0.022722200148027564,0.42040428856867074,300
