train_model,test_model,alignment_size,repeat,heldout_anchor_pool_size,observed_full_anchor_f1,observed_raw_f1,heldout_acc,heldout_f1,heldout_minus_raw_f1,heldout_minus_full_anchor_f1
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,100,9,1200,0.7538170115036008,0.1657294157379263,0.798,0.7910389723560234,0.6253095566180971,0.037221960852422575
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,0,1200,0.7538170115036008,0.1657294157379263,0.804,0.7971492983886804,0.6314198826507541,0.04333228688507962
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,1,1200,0.7538170115036008,0.1657294157379263,0.756,0.7411326780636244,0.575403262325698,-0.012684333439976436
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,2,1200,0.7538170115036008,0.1657294157379263,0.726,0.7083456490317682,0.5426162332938419,-0.04547136247183259
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,3,1200,0.7538170115036008,0.1657294157379263,0.816,0.8128643101989255,0.6471348944609991,0.05904729869532466
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,4,1200,0.7538170115036008,0.1657294157379263,0.75,0.7354097160425178,0.5696803003045915,-0.018407295461082995
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,5,1200,0.7538170115036008,0.1657294157379263,0.79,0.7774756728954797,0.6117462571575534,0.023658661391878888
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,6,1200,0.7538170115036008,0.1657294157379263,0.84,0.8330485493198869,0.6673191335819606,0.07923153781628611
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,7,1200,0.7538170115036008,0.1657294157379263,0.81,0.7990208354387255,0.6332914197007992,0.045203823935124676
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,8,1200,0.7538170115036008,0.1657294157379263,0.82,0.8131599536491197,0.6474305379111934,0.05934294214551894
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,250,9,1200,0.7538170115036008,0.1657294157379263,0.762,0.7514788875761313,0.585749471838205,-0.00233812392746946
bert-base-uncased,sentence-transformers/all-MiniLM-L6-v2,500,0,1200,0.7538170115036008,0.1657294157379263,0.796,0.7843075697144734,0.618578153976547,0.030490558210872543
