model,feature,heldout_language,accuracy,macro_f1,chance,n_train,n_test
sentence-transformers/LaBSE,source_only,en,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,endpoint_mean,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,cyclic_endpoint_mean,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,anticyclic_endpoint_mean,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,endpoint_concat,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,delta_concat,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,signed_endpoint_sum,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,signed_delta_sum,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,source_only,es,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,endpoint_mean,es,0.9973958333333334,0.997395762688875,0.25,2304,384
sentence-transformers/LaBSE,cyclic_endpoint_mean,es,0.9947916666666666,0.9947911014650027,0.25,2304,384
sentence-transformers/LaBSE,anticyclic_endpoint_mean,es,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,endpoint_concat,es,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,delta_concat,es,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,signed_endpoint_sum,es,0.9895833333333334,0.9895788102475032,0.25,2304,384
sentence-transformers/LaBSE,signed_delta_sum,es,0.9895833333333334,0.9895788102475032,0.25,2304,384
sentence-transformers/LaBSE,source_only,fr,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,endpoint_mean,fr,0.9869791666666666,0.9869703303564158,0.25,2304,384
sentence-transformers/LaBSE,cyclic_endpoint_mean,fr,0.9921875,0.9921855921855922,0.25,2304,384
sentence-transformers/LaBSE,anticyclic_endpoint_mean,fr,0.9765625,0.9765108881820406,0.25,2304,384
sentence-transformers/LaBSE,endpoint_concat,fr,0.9973958333333334,0.997395762688875,0.25,2304,384
sentence-transformers/LaBSE,delta_concat,fr,0.9947916666666666,0.9947911014650027,0.25,2304,384
sentence-transformers/LaBSE,signed_endpoint_sum,fr,0.9947916666666666,0.9947911014650027,0.25,2304,384
sentence-transformers/LaBSE,signed_delta_sum,fr,0.9947916666666666,0.9947911014650027,0.25,2304,384
sentence-transformers/LaBSE,source_only,de,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,endpoint_mean,de,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,cyclic_endpoint_mean,de,0.9869791666666666,0.9869703303564158,0.25,2304,384
sentence-transformers/LaBSE,anticyclic_endpoint_mean,de,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,endpoint_concat,de,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,delta_concat,de,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,signed_endpoint_sum,de,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,signed_delta_sum,de,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,source_only,ru,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,endpoint_mean,ru,0.8255208333333334,0.79847071793573,0.25,2304,384
sentence-transformers/LaBSE,cyclic_endpoint_mean,ru,0.8020833333333334,0.7603227449778195,0.25,2304,384
sentence-transformers/LaBSE,anticyclic_endpoint_mean,ru,0.84375,0.8269919792277683,0.25,2304,384
sentence-transformers/LaBSE,endpoint_concat,ru,0.8229166666666666,0.7975186104218362,0.25,2304,384
sentence-transformers/LaBSE,delta_concat,ru,0.7838541666666666,0.7341784820683903,0.25,2304,384
sentence-transformers/LaBSE,signed_endpoint_sum,ru,0.9479166666666666,0.9483218822146273,0.25,2304,384
sentence-transformers/LaBSE,signed_delta_sum,ru,0.9479166666666666,0.9483218822146273,0.25,2304,384
sentence-transformers/LaBSE,source_only,zh,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,endpoint_mean,zh,0.9895833333333334,0.9895788102475033,0.25,2304,384
sentence-transformers/LaBSE,cyclic_endpoint_mean,zh,0.9791666666666666,0.9789391032714803,0.25,2304,384
sentence-transformers/LaBSE,anticyclic_endpoint_mean,zh,0.9661458333333334,0.9663213923503003,0.25,2304,384
sentence-transformers/LaBSE,endpoint_concat,zh,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,delta_concat,zh,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,signed_endpoint_sum,zh,0.8671875,0.8571053322826372,0.25,2304,384
sentence-transformers/LaBSE,signed_delta_sum,zh,0.8671875,0.8571053322826372,0.25,2304,384
sentence-transformers/LaBSE,source_only,ar,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,endpoint_mean,ar,0.5,0.375,0.25,2304,384
sentence-transformers/LaBSE,cyclic_endpoint_mean,ar,0.5,0.375,0.25,2304,384
sentence-transformers/LaBSE,anticyclic_endpoint_mean,ar,0.5,0.375,0.25,2304,384
sentence-transformers/LaBSE,endpoint_concat,ar,0.5989583333333334,0.5133910904153401,0.25,2304,384
sentence-transformers/LaBSE,delta_concat,ar,0.7473958333333334,0.6647810648743637,0.25,2304,384
sentence-transformers/LaBSE,signed_endpoint_sum,ar,0.4661458333333333,0.33590728881900755,0.25,2304,384
sentence-transformers/LaBSE,signed_delta_sum,ar,0.4661458333333333,0.33590728881900755,0.25,2304,384
