model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
BAAI/bge-m3,10.0,en,linear,N,8.447982705778742,3.2381442528511655,-42.30722552537918
BAAI/bge-m3,10.0,en,linear,Q,7.699025762230343,2.4823308401328887,-29.77344834804535
BAAI/bge-m3,10.0,en,linear,M,5.733956448143696,1.7439163328533636,-32.01795411109924
BAAI/bge-m3,10.0,en,linear,T,7.341545487890404,2.657599447018555,-37.58863162994385
BAAI/bge-m3,10.0,en,affine,N,8.407980062857296,3.2315143414719607,-42.10719087719917
BAAI/bge-m3,10.0,en,affine,Q,7.625564840038643,2.425746426698607,-29.834883600473404
BAAI/bge-m3,10.0,en,affine,M,5.755111652548348,1.74615504570692,-32.462971687316895
BAAI/bge-m3,10.0,en,affine,T,7.312793049093661,2.63639522864442,-38.097982972860336
BAAI/bge-m3,10.0,es,linear,N,8.478546241570399,3.149650323119534,-41.39557030797005
BAAI/bge-m3,10.0,es,linear,Q,8.078865578572229,2.8074370103563093,-28.998425602912903
BAAI/bge-m3,10.0,es,linear,M,5.64478500407485,1.8104823363919815,-31.85774600505829
BAAI/bge-m3,10.0,es,linear,T,7.299169243843253,2.79282081220025,-37.211695820093155
BAAI/bge-m3,10.0,es,affine,N,8.444245982819085,3.147515976224129,-41.20247921347618
BAAI/bge-m3,10.0,es,affine,Q,7.996677632856084,2.7432150530602546,-28.99856188893318
BAAI/bge-m3,10.0,es,affine,M,5.665933079649998,1.808785088502194,-32.27722030878067
BAAI/bge-m3,10.0,es,affine,T,7.286239854511905,2.780228123845344,-37.619822680950165
BAAI/bge-m3,10.0,fr,linear,N,8.683587150626112,3.1371731422129803,-42.97087350487709
BAAI/bge-m3,10.0,fr,linear,Q,7.883374901065499,2.659226051298378,-29.403016418218613
BAAI/bge-m3,10.0,fr,linear,M,5.578827583633499,1.6672504821677572,-32.816659688949585
BAAI/bge-m3,10.0,fr,linear,T,7.43768815155073,2.7068754228642837,-38.267148941755295
BAAI/bge-m3,10.0,fr,affine,N,8.63443458776162,3.1253544447628547,-42.85783267021179
BAAI/bge-m3,10.0,fr,affine,Q,7.798241583120253,2.657684245582125,-29.42521780729294
BAAI/bge-m3,10.0,fr,affine,M,5.608564960959614,1.666189841596737,-33.24042046070099
BAAI/bge-m3,10.0,fr,affine,T,7.444285102583871,2.6686515600157064,-38.81821531057358
BAAI/bge-m3,10.0,de,linear,N,8.421677790752657,3.0864456796199757,-43.22379030287266
BAAI/bge-m3,10.0,de,linear,Q,7.909951039193987,2.7545010412769484,-28.994508862495422
BAAI/bge-m3,10.0,de,linear,M,5.6084062280271505,1.6131666861401,-32.72845941781998
BAAI/bge-m3,10.0,de,linear,T,7.2858074308386245,2.558604433785196,-37.987882167100906
BAAI/bge-m3,10.0,de,affine,N,8.35825031784778,3.0791313085897847,-43.29589104652405
BAAI/bge-m3,10.0,de,affine,Q,7.857372921927402,2.746564556218659,-29.122714698314667
BAAI/bge-m3,10.0,de,affine,M,5.619214708007807,1.5885288622006077,-33.146729826927185
BAAI/bge-m3,10.0,de,affine,T,7.283338204419091,2.546763389788563,-38.58217737078667
BAAI/bge-m3,10.0,ru,linear,N,8.227933602955373,3.0098076023392184,-45.693147242069244
BAAI/bge-m3,10.0,ru,linear,Q,7.866513792545766,2.8887473221089985,-32.12441658973694
BAAI/bge-m3,10.0,ru,linear,M,5.790263528693518,1.7401997354269456,-34.48085433244705
BAAI/bge-m3,10.0,ru,linear,T,7.2891677412732605,2.4263015269596435,-40.918161153793335
BAAI/bge-m3,10.0,ru,affine,N,8.159435883717302,3.076597607437797,-45.59838616847992
BAAI/bge-m3,10.0,ru,affine,Q,7.787165286585584,2.796337759373652,-32.14730724692345
BAAI/bge-m3,10.0,ru,affine,M,5.822027429125505,1.741077812647301,-34.921649634838104
BAAI/bge-m3,10.0,ru,affine,T,7.283203012087234,2.400591057119715,-41.399172216653824
BAAI/bge-m3,10.0,zh,linear,N,8.575034442662613,3.149573226781227,-44.5973806977272
BAAI/bge-m3,10.0,zh,linear,Q,7.965772446189012,2.671822622924935,-29.710635006427765
BAAI/bge-m3,10.0,zh,linear,M,5.8733543872351,1.8056552064393416,-32.86276018619537
BAAI/bge-m3,10.0,zh,linear,T,7.44231412809074,2.749203396232812,-39.45627918839455
BAAI/bge-m3,10.0,zh,affine,N,8.489468444045434,3.1377544791125813,-44.41143220663071
BAAI/bge-m3,10.0,zh,affine,Q,7.913648076481187,2.701441136202023,-29.705957770347595
BAAI/bge-m3,10.0,zh,affine,M,5.88501654172054,1.806082380939184,-33.218606889247894
BAAI/bge-m3,10.0,zh,affine,T,7.408525532100692,2.7442183313554835,-39.914671152830124
BAAI/bge-m3,10.0,ar,linear,N,8.968389340538744,3.553541241708339,-46.14509403705597
BAAI/bge-m3,10.0,ar,linear,Q,7.94642406882697,2.88716902252624,-30.923809587955475
BAAI/bge-m3,10.0,ar,linear,M,6.025401934700336,1.8518807027880408,-35.683000445365906
BAAI/bge-m3,10.0,ar,linear,T,7.461708755116056,2.7966119444396047,-39.469952404499054
BAAI/bge-m3,10.0,ar,affine,N,8.87916635563593,3.547573758743864,-45.911542505025864
BAAI/bge-m3,10.0,ar,affine,Q,7.893422557284877,2.882084455188904,-31.10181051492691
BAAI/bge-m3,10.0,ar,affine,M,6.050321211630242,1.837889302676199,-36.13556224107742
BAAI/bge-m3,10.0,ar,affine,T,7.409680171093428,2.7656466274982594,-40.016942232847214
