model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test
distilbert-base-multilingual-cased,10.0,en,linear,N,0.6316218821704117,0.1706676673271675,160
distilbert-base-multilingual-cased,10.0,en,affine,N,0.613296389579773,0.1784452646970749,160
distilbert-base-multilingual-cased,10.0,en,linear,Q,0.5897829894882927,0.15820015935569373,160
distilbert-base-multilingual-cased,10.0,en,affine,Q,0.5833005905151367,0.16285540163516998,160
distilbert-base-multilingual-cased,10.0,en,linear,M,0.735649733451754,0.1357293602645553,160
distilbert-base-multilingual-cased,10.0,en,affine,M,0.7124541997909546,0.14381971955299377,160
distilbert-base-multilingual-cased,10.0,en,linear,T,0.6363613697908547,0.1658560305257188,160
distilbert-base-multilingual-cased,10.0,en,affine,T,0.6244893074035645,0.17266838252544403,160
distilbert-base-multilingual-cased,10.0,es,linear,N,0.6398228898502258,0.13566573947064425,160
distilbert-base-multilingual-cased,10.0,es,affine,N,0.5726960897445679,0.15726201236248016,160
distilbert-base-multilingual-cased,10.0,es,linear,Q,0.5362177116404242,0.14892785962420702,160
distilbert-base-multilingual-cased,10.0,es,affine,Q,0.5159986615180969,0.15418897569179535,160
distilbert-base-multilingual-cased,10.0,es,linear,M,0.6924938633183184,0.11698158270744585,160
distilbert-base-multilingual-cased,10.0,es,affine,M,0.6366811990737915,0.13264520466327667,160
distilbert-base-multilingual-cased,10.0,es,linear,T,0.6553311470534077,0.13304669627583796,160
distilbert-base-multilingual-cased,10.0,es,affine,T,0.5993431210517883,0.15160974860191345,160
distilbert-base-multilingual-cased,10.0,fr,linear,N,0.6056664429257416,0.1366300020922157,160
distilbert-base-multilingual-cased,10.0,fr,affine,N,0.5462024807929993,0.15404704213142395,160
distilbert-base-multilingual-cased,10.0,fr,linear,Q,0.5291425308268423,0.14931108705688217,160
distilbert-base-multilingual-cased,10.0,fr,affine,Q,0.5070458650588989,0.15690448880195618,160
distilbert-base-multilingual-cased,10.0,fr,linear,M,0.6991639727333513,0.11243871450319672,160
distilbert-base-multilingual-cased,10.0,fr,affine,M,0.6190298795700073,0.1343611776828766,160
distilbert-base-multilingual-cased,10.0,fr,linear,T,0.6725781607060337,0.12138625287908704,160
distilbert-base-multilingual-cased,10.0,fr,affine,T,0.6197683215141296,0.13708171248435974,160
distilbert-base-multilingual-cased,10.0,de,linear,N,0.5872023960287425,0.1419726997999613,160
distilbert-base-multilingual-cased,10.0,de,affine,N,0.499411404132843,0.170399010181427,160
distilbert-base-multilingual-cased,10.0,de,linear,Q,0.42931700217314894,0.173671935378712,160
distilbert-base-multilingual-cased,10.0,de,affine,Q,0.4465791583061218,0.16814693808555603,160
distilbert-base-multilingual-cased,10.0,de,linear,M,0.6824026634266154,0.12062854853213596,160
distilbert-base-multilingual-cased,10.0,de,affine,M,0.5985536575317383,0.14335839450359344,160
distilbert-base-multilingual-cased,10.0,de,linear,T,0.5974633410190401,0.14644679217094309,160
distilbert-base-multilingual-cased,10.0,de,affine,T,0.5418781042098999,0.16540880501270294,160
distilbert-base-multilingual-cased,10.0,ru,linear,N,0.6024424080486457,0.13881834927539138,160
distilbert-base-multilingual-cased,10.0,ru,affine,N,0.5684146881103516,0.14693088829517365,160
distilbert-base-multilingual-cased,10.0,ru,linear,Q,0.5816485741378147,0.12414711033867791,160
distilbert-base-multilingual-cased,10.0,ru,affine,Q,0.49192744493484497,0.14401791989803314,160
distilbert-base-multilingual-cased,10.0,ru,linear,M,0.7089394287822794,0.10160536762651846,160
distilbert-base-multilingual-cased,10.0,ru,affine,M,0.6674356460571289,0.10991480201482773,160
distilbert-base-multilingual-cased,10.0,ru,linear,T,0.6417719152816093,0.12328386901489932,160
distilbert-base-multilingual-cased,10.0,ru,affine,T,0.6152693629264832,0.130076065659523,160
distilbert-base-multilingual-cased,10.0,zh,linear,N,0.6095220029165772,0.20763069859487798,160
distilbert-base-multilingual-cased,10.0,zh,affine,N,0.564664363861084,0.22609762847423553,160
distilbert-base-multilingual-cased,10.0,zh,linear,Q,0.5093137676089462,0.23160893748773845,160
distilbert-base-multilingual-cased,10.0,zh,affine,Q,0.5318625569343567,0.22442634403705597,160
distilbert-base-multilingual-cased,10.0,zh,linear,M,0.7215380497105577,0.1676769508141012,160
distilbert-base-multilingual-cased,10.0,zh,affine,M,0.6422696113586426,0.19991353154182434,160
distilbert-base-multilingual-cased,10.0,zh,linear,T,0.6211459253597147,0.20481558021396026,160
distilbert-base-multilingual-cased,10.0,zh,affine,T,0.5883151292800903,0.21847477555274963,160
distilbert-base-multilingual-cased,10.0,ar,linear,N,0.6797942499954551,0.20627046117806844,160
distilbert-base-multilingual-cased,10.0,ar,affine,N,0.38727647066116333,0.337430477142334,160
distilbert-base-multilingual-cased,10.0,ar,linear,Q,0.46733889493944786,0.34126147552734043,160
distilbert-base-multilingual-cased,10.0,ar,affine,Q,0.3928687274456024,0.34738224744796753,160
distilbert-base-multilingual-cased,10.0,ar,linear,M,0.7539560006620114,0.18643725738259811,160
distilbert-base-multilingual-cased,10.0,ar,affine,M,0.46303805708885193,0.3374548554420471,160
distilbert-base-multilingual-cased,10.0,ar,linear,T,0.6522577055810499,0.21246038874707543,160
distilbert-base-multilingual-cased,10.0,ar,affine,T,0.40770798921585083,0.31713876128196716,160
