model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
xlm-roberta-base,10.0,en,linear,N,9.758781218811947,1.287867875746927,-104.96958749741316
xlm-roberta-base,10.0,en,linear,Q,9.795375360887865,1.6264583295522397,-104.16574385762215
xlm-roberta-base,10.0,en,linear,M,9.60541082494214,1.091626860681807,-104.01939655467868
xlm-roberta-base,10.0,en,linear,T,9.652781424069467,1.1178859554521277,-103.84295944683254
xlm-roberta-base,10.0,en,affine,N,9.765293414341919,1.1485518989325665,-105.40054831840098
xlm-roberta-base,10.0,en,affine,Q,9.751280816001517,1.2413794842985824,-104.43365674652159
xlm-roberta-base,10.0,en,affine,M,9.624258302924593,1.0471388886154378,-104.51882480829954
xlm-roberta-base,10.0,en,affine,T,9.681609636325698,1.1172211018363447,-104.42893937602639
xlm-roberta-base,10.0,es,linear,N,9.799581468568608,1.2631109393525477,-105.61731128767133
xlm-roberta-base,10.0,es,linear,Q,9.825006927471005,1.4660600395183,-105.14658142253757
xlm-roberta-base,10.0,es,linear,M,9.657466670148162,1.0803248929815945,-104.65433660149574
xlm-roberta-base,10.0,es,linear,T,9.708181734793014,1.1216493972731807,-104.60962716117501
xlm-roberta-base,10.0,es,affine,N,9.810067292614331,1.1482449620305992,-106.07569184154272
xlm-roberta-base,10.0,es,affine,Q,9.799394377096593,1.1928755820610841,-105.40836682543159
xlm-roberta-base,10.0,es,affine,M,9.677368073058357,1.0547632021272306,-105.14771741256118
xlm-roberta-base,10.0,es,affine,T,9.735190693321412,1.1214078359106252,-105.18744689784944
xlm-roberta-base,10.0,fr,linear,N,9.76760938688078,1.2228812484892573,-105.24589007720351
xlm-roberta-base,10.0,fr,linear,Q,9.795976946611153,1.6225594573932787,-104.19968469068408
xlm-roberta-base,10.0,fr,linear,M,9.652663503170121,1.0836532889571249,-104.63249480165541
xlm-roberta-base,10.0,fr,linear,T,9.709668060126146,1.1316093207907794,-104.59484530240297
xlm-roberta-base,10.0,fr,affine,N,9.784852265394736,1.1512456990386934,-105.7092269975692
xlm-roberta-base,10.0,fr,affine,Q,9.753161810465569,1.219192499041733,-104.53170149959624
xlm-roberta-base,10.0,fr,affine,M,9.673222264381785,1.0549139095354076,-105.09404963999987
xlm-roberta-base,10.0,fr,affine,T,9.738099900862945,1.1337165980654407,-105.1304131615907
xlm-roberta-base,10.0,de,linear,N,9.792119952627557,1.2138391969080344,-105.54165025800467
xlm-roberta-base,10.0,de,linear,Q,9.84906818139174,1.5675317246489433,-104.88188096322119
xlm-roberta-base,10.0,de,linear,M,9.682281315053332,1.0709131198672721,-105.00770961493254
xlm-roberta-base,10.0,de,linear,T,9.719860477566746,1.1247769016033957,-104.73323719576001
xlm-roberta-base,10.0,de,affine,N,9.811597267317714,1.1509647301636274,-106.03347547724843
xlm-roberta-base,10.0,de,affine,Q,9.820137643388339,1.282686553696184,-105.26866780221462
xlm-roberta-base,10.0,de,affine,M,9.704943104061549,1.0522255841248007,-105.49322536587715
xlm-roberta-base,10.0,de,affine,T,9.749043392933661,1.1235595936856295,-105.29409773088992
xlm-roberta-base,10.0,ru,linear,N,9.89230952750039,1.3268211662478666,-106.46114444360137
xlm-roberta-base,10.0,ru,linear,Q,9.925546166837092,1.5656557536691655,-106.09858517162502
xlm-roberta-base,10.0,ru,linear,M,9.679851720959434,1.0619436562032094,-104.85393048077822
xlm-roberta-base,10.0,ru,linear,T,9.795467913858225,1.148068327685089,-105.41040126420557
xlm-roberta-base,10.0,ru,affine,N,9.893769197019104,1.156867975329643,-106.94214766658843
xlm-roberta-base,10.0,ru,affine,Q,9.894697668939195,1.2833967387406409,-106.3612531144172
xlm-roberta-base,10.0,ru,affine,M,9.70142933397091,1.0205071262762602,-105.36954969540238
xlm-roberta-base,10.0,ru,affine,T,9.821830511890369,1.1394313945089987,-106.00269329920411
xlm-roberta-base,10.0,zh,linear,N,9.843449198345535,1.2997023606030125,-106.16986951977015
xlm-roberta-base,10.0,zh,linear,Q,9.856817465422493,1.6355210589803775,-105.02034938149154
xlm-roberta-base,10.0,zh,linear,M,9.680475051371335,1.0643722636690336,-105.00415120273829
xlm-roberta-base,10.0,zh,linear,T,9.739247509553431,1.1373396301922272,-105.04867611452937
xlm-roberta-base,10.0,zh,affine,N,9.850044014740018,1.1673646839012763,-106.59047901071608
xlm-roberta-base,10.0,zh,affine,Q,9.814731796264484,1.2673415102474457,-105.35371780768037
xlm-roberta-base,10.0,zh,affine,M,9.70004674004892,1.0504923278792604,-105.47436307743192
xlm-roberta-base,10.0,zh,affine,T,9.766480051022755,1.134792692856704,-105.59235520288348
xlm-roberta-base,10.0,ar,linear,N,9.810617818091323,1.2346930603538877,-105.8837089408189
xlm-roberta-base,10.0,ar,linear,Q,9.831961950155822,1.4806651241012174,-105.0090687610209
xlm-roberta-base,10.0,ar,linear,M,9.741692311266602,1.071423395330086,-105.74899272061884
xlm-roberta-base,10.0,ar,linear,T,9.707377003621508,1.1071718714545795,-104.61553579196334
xlm-roberta-base,10.0,ar,affine,N,9.83093079896271,1.1591776691251479,-106.42987027205527
xlm-roberta-base,10.0,ar,affine,Q,9.817406881547871,1.2452072991959982,-105.56522818654776
xlm-roberta-base,10.0,ar,affine,M,9.770605459194995,1.0631544804139605,-106.30635371431708
xlm-roberta-base,10.0,ar,affine,T,9.74071992749648,1.1058014717673887,-105.26179523579776
