model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
intfloat/multilingual-e5-large,100.0,en,linear,N,8.24921584465814,1.6800885328890458,-76.46913023293018
intfloat/multilingual-e5-large,100.0,en,linear,Q,7.929212343460572,1.7230825010697235,-66.40205408632755
intfloat/multilingual-e5-large,100.0,en,linear,M,7.468357056779377,1.2118582840847376,-69.84893390536308
intfloat/multilingual-e5-large,100.0,en,linear,T,7.658295749088359,1.358600035685456,-70.03192245960236
intfloat/multilingual-e5-large,100.0,en,affine,N,8.252088852185254,1.6172518989880258,-76.91531802713871
intfloat/multilingual-e5-large,100.0,en,affine,Q,7.8804171684892825,1.558379489425883,-66.43623405694962
intfloat/multilingual-e5-large,100.0,en,affine,M,7.509624887247021,1.188440815377857,-70.51612330973148
intfloat/multilingual-e5-large,100.0,en,affine,T,7.68232634064538,1.2399705231560416,-70.67697161436081
intfloat/multilingual-e5-large,100.0,es,linear,N,8.238923092022983,1.6569464907228995,-75.9868448227644
intfloat/multilingual-e5-large,100.0,es,linear,Q,7.8445525466415305,1.6774695569154545,-64.72370266914368
intfloat/multilingual-e5-large,100.0,es,linear,M,7.442217798585681,1.19390664163598,-69.59917315840721
intfloat/multilingual-e5-large,100.0,es,linear,T,7.611266539870632,1.3620886788260467,-69.49182729423046
intfloat/multilingual-e5-large,100.0,es,affine,N,8.241896916339998,1.6558390453783352,-76.4243396371603
intfloat/multilingual-e5-large,100.0,es,affine,Q,7.7980574747250975,1.4751320967438082,-64.76024344563484
intfloat/multilingual-e5-large,100.0,es,affine,M,7.4847027387138905,1.1895566761348055,-70.28178772330284
intfloat/multilingual-e5-large,100.0,es,affine,T,7.634089493477851,1.2339415499960393,-70.13228826224804
intfloat/multilingual-e5-large,100.0,fr,linear,N,8.223072253440543,1.6876313937377247,-75.62173965573311
intfloat/multilingual-e5-large,100.0,fr,linear,Q,7.835012337552575,1.5954790207451355,-65.52626337110996
intfloat/multilingual-e5-large,100.0,fr,linear,M,7.452018309714576,1.2071573366570414,-69.70810489356518
intfloat/multilingual-e5-large,100.0,fr,linear,T,7.641666882193593,1.354870311410545,-69.4792262762785
intfloat/multilingual-e5-large,100.0,fr,affine,N,8.224012411064601,1.6431751153574168,-76.0470231026411
intfloat/multilingual-e5-large,100.0,fr,affine,Q,7.801003761351247,1.4983511013163577,-65.58581805229187
intfloat/multilingual-e5-large,100.0,fr,affine,M,7.491000369617585,1.1837265510078216,-70.37632738053799
intfloat/multilingual-e5-large,100.0,fr,affine,T,7.662095023756709,1.2221133948952074,-70.11248750984669
intfloat/multilingual-e5-large,100.0,de,linear,N,8.250884200216476,1.6654723649692489,-76.53534097969532
intfloat/multilingual-e5-large,100.0,de,linear,Q,7.910711136634656,1.7071712446112726,-65.73230537772179
intfloat/multilingual-e5-large,100.0,de,linear,M,7.492992366957346,1.177590279997952,-70.57269443571568
intfloat/multilingual-e5-large,100.0,de,linear,T,7.684404722601316,1.333629569820875,-70.49271537363529
intfloat/multilingual-e5-large,100.0,de,affine,N,8.253225978108945,1.5933953772886171,-76.94050803780556
intfloat/multilingual-e5-large,100.0,de,affine,Q,7.874545388143247,1.5931478965070025,-65.78957484662533
intfloat/multilingual-e5-large,100.0,de,affine,M,7.534962487616174,1.1607040790426562,-71.27152608335018
intfloat/multilingual-e5-large,100.0,de,affine,T,7.709459745755627,1.2215940852414853,-71.15550237894058
intfloat/multilingual-e5-large,100.0,ru,linear,N,8.399415280653862,1.67949612663838,-78.52061878144741
intfloat/multilingual-e5-large,100.0,ru,linear,Q,8.0367224322615,1.6535576267252468,-67.83168959617615
intfloat/multilingual-e5-large,100.0,ru,linear,M,7.635957225806466,1.186630861174542,-72.36538887023926
intfloat/multilingual-e5-large,100.0,ru,linear,T,7.784972193993427,1.296989330393197,-72.1061531752348
intfloat/multilingual-e5-large,100.0,ru,affine,N,8.396038127128646,1.669973741695888,-78.94992991536856
intfloat/multilingual-e5-large,100.0,ru,affine,Q,8.00362606732447,1.536162428106195,-67.87698793411255
intfloat/multilingual-e5-large,100.0,ru,affine,M,7.674988602496165,1.1435173118870738,-73.02293410897255
intfloat/multilingual-e5-large,100.0,ru,affine,T,7.809599746642812,1.1864489691364222,-72.74252507090569
intfloat/multilingual-e5-large,100.0,zh,linear,N,8.381057241159258,1.6861196519027,-77.48172999173403
intfloat/multilingual-e5-large,100.0,zh,linear,Q,8.029688331834405,1.7542150226112005,-67.04537929594517
intfloat/multilingual-e5-large,100.0,zh,linear,M,7.579523957538499,1.2163016384114742,-71.06596241891384
intfloat/multilingual-e5-large,100.0,zh,linear,T,7.79308167430629,1.3637150555508404,-71.431172311306
intfloat/multilingual-e5-large,100.0,zh,affine,N,8.382837627981136,1.6603110965816839,-77.89634451270103
intfloat/multilingual-e5-large,100.0,zh,affine,Q,7.991719322144666,1.648592911194354,-67.07874999940395
intfloat/multilingual-e5-large,100.0,zh,affine,M,7.619821463662997,1.1904241213124973,-71.73739114403725
intfloat/multilingual-e5-large,100.0,zh,affine,T,7.812493673699752,1.2352726469927773,-72.06902986764908
intfloat/multilingual-e5-large,100.0,ar,linear,N,8.520969393298872,1.684174441741142,-80.32248491048813
intfloat/multilingual-e5-large,100.0,ar,linear,Q,8.097494632774008,1.7804598225954307,-70.51984038949013
intfloat/multilingual-e5-large,100.0,ar,linear,M,7.715264333235098,1.2021878596951363,-72.72600999474525
intfloat/multilingual-e5-large,100.0,ar,linear,T,7.861253185161951,1.3281094497855959,-72.99603037536144
intfloat/multilingual-e5-large,100.0,ar,affine,N,8.512371344280243,1.685602232792433,-80.71451619267464
intfloat/multilingual-e5-large,100.0,ar,affine,Q,8.062093227542883,1.6250267898033426,-70.62701742351055
intfloat/multilingual-e5-large,100.0,ar,affine,M,7.752713784218049,1.184675607440213,-73.42934519052505
intfloat/multilingual-e5-large,100.0,ar,affine,T,7.876591295489821,1.1682470698732985,-73.62810751795769
