model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace_null,gaussian_norm_matched_null_mean,gaussian_norm_matched_null_std,empirical_p_below_gaussian_norm_matched_null,signed_permutation_matched_null_mean,signed_permutation_matched_null_std,empirical_p_below_signed_permutation_matched_null,coef_N,coef_Q,coef_M,coef_T
BAAI/bge-m3,100.0,en,linear,NQ_minus_QN,4,2.602206065652943,0.9513285718402493,0.9998726140562701,9.010544301951535e-05,0.000999000999000999,0.9998778297012922,8.565350728890232e-05,0.000999000999000999,0.9998554227782438,0.00010399055194556679,0.000999000999000999,-0.21377204914621029,0.13185461934644824,0.055051273594139194,0.03448410365146973
BAAI/bge-m3,100.0,en,linear,NM_minus_MN,4,2.2283969398134427,0.9113947004777608,0.9998789283974683,8.422627741377757e-05,0.000999000999000999,0.9998776763523549,8.598977186252434e-05,0.000999000999000999,0.9998644755722089,0.00010346860974321838,0.000999000999000999,-0.20158047168513374,0.0020363782618585263,0.2178205277419324,-0.006705642030712934
BAAI/bge-m3,100.0,en,linear,NT_minus_TN,4,2.25930205935051,0.9162752198307806,0.9998778890400208,8.861785077223225e-05,0.000999000999000999,0.9998801621175639,8.257734289316127e-05,0.000999000999000999,0.9998637125832373,0.0001042892198786557,0.000999000999000999,-0.2508044393889275,0.0334279307732602,0.03957733768376113,0.18725964051016433
BAAI/bge-m3,100.0,en,linear,QM_minus_MQ,4,2.2540612516548553,0.9354772066696454,0.9998804794214223,8.647383763403005e-05,0.000999000999000999,0.9998724835689229,8.43874169641016e-05,0.000999000999000999,0.9998697117202684,9.805942750404332e-05,0.000999000999000999,-0.030889856678492953,-0.14917707681794518,0.18975104984295263,-0.007777736733603505
BAAI/bge-m3,100.0,en,linear,QT_minus_TQ,4,2.0201130527739943,0.9635863659029459,0.9998748456047956,8.905398898127582e-05,0.000999000999000999,0.9998759296694807,8.785066980476014e-05,0.000999000999000999,0.9998702459156678,9.810895169854787e-05,0.000999000999000999,-0.0007420777490699455,-0.14193363278776477,-0.014169197762874156,0.1561266366142114
BAAI/bge-m3,100.0,en,linear,MT_minus_TM,4,1.7663539303779878,0.9467557754996917,0.9998796103637119,8.788357700847296e-05,0.000999000999000999,0.9998741969409072,8.940303782297665e-05,0.000999000999000999,0.9998696120006407,9.717135118788716e-05,0.000999000999000999,0.02696859528731389,0.021683937014666994,-0.16487717404247634,0.11390463610041468
BAAI/bge-m3,100.0,en,affine,NQ_minus_QN,4,2.5137643560493927,0.9250605890326372,0.9998779852273376,8.671628913005575e-05,0.000999000999000999,0.9998790527754873,8.489055933155736e-05,0.000999000999000999,0.9998697016114747,9.806265537211515e-05,0.000999000999000999,-0.275930813081281,0.15258079303547126,0.07066277701971961,0.062112829401474334
BAAI/bge-m3,100.0,en,affine,NM_minus_MN,4,2.144144886648234,0.9049499509883699,0.9998816009600378,8.119677666311495e-05,0.000999000999000999,0.9998781504804475,8.554942482210371e-05,0.000999000999000999,0.9998678647210071,0.0001010197695131507,0.000999000999000999,-0.2116502609017361,-0.015689255123881668,0.22227734163385113,0.01433221557095078
BAAI/bge-m3,100.0,en,affine,NT_minus_TN,4,2.097121075653832,0.9051966900824969,0.999877701840079,9.215961447227434e-05,0.000999000999000999,0.999873372090238,9.317950817257932e-05,0.000999000999000999,0.9998665588622102,9.632459728287096e-05,0.000999000999000999,-0.2594200425142087,0.006676187124720484,0.02954315586198689,0.230177127765138
BAAI/bge-m3,100.0,en,affine,QM_minus_MQ,4,2.1860948606248964,0.932275435689637,0.9998768548288852,8.931471328220041e-05,0.000999000999000999,0.9998759983343529,8.205750994990021e-05,0.000999000999000999,0.9998653833397655,9.563358566554408e-05,0.000999000999000999,-0.0356438548369649,-0.14630557531168675,0.2010759007505838,-0.017314643571861733
