model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
distilbert-base-multilingual-cased,10.0,en,linear,N,7.3839268016207384,1.4255637967039116,-63.986666947603226
distilbert-base-multilingual-cased,10.0,en,linear,Q,7.759122549836568,1.916764668662461,-67.36312160640955
distilbert-base-multilingual-cased,10.0,en,linear,M,6.806153378081133,1.1029228420706503,-62.158569261431694
distilbert-base-multilingual-cased,10.0,en,linear,T,7.244833667209591,1.4230833525753965,-61.046382665634155
distilbert-base-multilingual-cased,10.0,en,affine,N,7.4076907652748245,1.3947704375809633,-64.55619104206562
distilbert-base-multilingual-cased,10.0,en,affine,Q,7.628037900299908,1.4212486103302806,-67.08115449547768
distilbert-base-multilingual-cased,10.0,en,affine,M,6.853137913979965,1.1029809795163112,-62.88703492283821
distilbert-base-multilingual-cased,10.0,en,affine,T,7.277951466939361,1.4070890615673644,-61.71839702129364
distilbert-base-multilingual-cased,10.0,es,linear,N,7.39901881314679,1.4496140742711223,-63.343735471367836
distilbert-base-multilingual-cased,10.0,es,linear,Q,7.835627745965826,1.9105701948698355,-67.81896515376866
distilbert-base-multilingual-cased,10.0,es,linear,M,6.773118924835852,1.1311166726054982,-61.07040719687939
distilbert-base-multilingual-cased,10.0,es,linear,T,7.315267961223234,1.4245028769430044,-61.167669519782066
distilbert-base-multilingual-cased,10.0,es,affine,N,7.430010600902144,1.428576716815431,-64.00629477202892
distilbert-base-multilingual-cased,10.0,es,affine,Q,7.711002074772477,1.435083541933282,-67.61814683675766
distilbert-base-multilingual-cased,10.0,es,affine,M,6.819612575713609,1.137982075383631,-61.79698631167412
distilbert-base-multilingual-cased,10.0,es,affine,T,7.348182359557359,1.4128289752730183,-61.88815551996231
distilbert-base-multilingual-cased,10.0,fr,linear,N,7.501557173260985,1.4784213685954792,-63.57522331178188
distilbert-base-multilingual-cased,10.0,fr,linear,Q,7.872734939870512,1.863258215746571,-67.45191291719675
