model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
distilbert-base-multilingual-cased,10.0,fr,linear,M,6.791238678564107,1.10654066788728,-61.49894466996193
distilbert-base-multilingual-cased,10.0,fr,linear,T,7.463768135783459,1.467208110042324,-62.07369762659073
distilbert-base-multilingual-cased,10.0,fr,affine,N,7.534473552986326,1.4768482850562468,-64.2362239509821
distilbert-base-multilingual-cased,10.0,fr,affine,Q,7.764053281762886,1.4527842740561105,-67.25013409554958
distilbert-base-multilingual-cased,10.0,fr,affine,M,6.837904689494269,1.1067330011186316,-62.221357598900795
distilbert-base-multilingual-cased,10.0,fr,affine,T,7.497511978365524,1.4632937251374023,-62.79686410725117
distilbert-base-multilingual-cased,10.0,de,linear,N,7.459854231359864,1.48330174691755,-63.58064392209053
distilbert-base-multilingual-cased,10.0,de,linear,Q,7.824991489899503,1.8811384054327107,-67.28917749971151
distilbert-base-multilingual-cased,10.0,de,linear,M,6.77746909634596,1.1174624254436742,-61.2921255081892
distilbert-base-multilingual-cased,10.0,de,linear,T,7.370765323761431,1.4258402427717347,-61.459231704473495
distilbert-base-multilingual-cased,10.0,de,affine,N,7.493702021866272,1.4662343126341808,-64.22115360200405
distilbert-base-multilingual-cased,10.0,de,affine,Q,7.704784999751377,1.4097901583148211,-67.05221100151539
distilbert-base-multilingual-cased,10.0,de,affine,M,6.827645720249106,1.1165578831828247,-62.011243402957916
distilbert-base-multilingual-cased,10.0,de,affine,T,7.4071057279698325,1.4227112962894921,-62.15136361122131
distilbert-base-multilingual-cased,10.0,ru,linear,N,7.620359231255872,1.467147625583334,-65.85742676258087
distilbert-base-multilingual-cased,10.0,ru,linear,Q,8.029978416834394,1.9821310536236625,-69.79203350841999
distilbert-base-multilingual-cased,10.0,ru,linear,M,6.7914316761363756,1.1044370194978705,-61.29737210273743
distilbert-base-multilingual-cased,10.0,ru,linear,T,7.578220948421059,1.4895858312632067,-63.49963669478893
distilbert-base-multilingual-cased,10.0,ru,affine,N,7.64571018075483,1.4624834451102893,-66.46173207461834
distilbert-base-multilingual-cased,10.0,ru,affine,Q,7.884854792502528,1.4397729616651342,-69.43905597925186
distilbert-base-multilingual-cased,10.0,ru,affine,M,6.835981493785751,1.1026358639143086,-62.00766794383526
distilbert-base-multilingual-cased,10.0,ru,affine,T,7.607519534771418,1.489359883230524,-64.1872858852148
distilbert-base-multilingual-cased,10.0,zh,linear,N,7.665727407990129,1.4895510906853675,-66.67443524301052
distilbert-base-multilingual-cased,10.0,zh,linear,Q,7.98653164284263,1.8755266442758147,-69.72882877290249
distilbert-base-multilingual-cased,10.0,zh,linear,M,6.890172840659147,1.0973206029329823,-63.122319132089615
distilbert-base-multilingual-cased,10.0,zh,linear,T,7.601903222375942,1.454765334119852,-64.49797113239765
distilbert-base-multilingual-cased,10.0,zh,affine,N,7.695461126615517,1.4668737899700373,-67.27761514484882
distilbert-base-multilingual-cased,10.0,zh,affine,Q,7.873193919540996,1.4328774827490882,-69.5325033813715
distilbert-base-multilingual-cased,10.0,zh,affine,M,6.938684313441689,1.095199593575552,-63.85486841201782
distilbert-base-multilingual-cased,10.0,zh,affine,T,7.633847278366678,1.4541558674165804,-65.18645991384983
distilbert-base-multilingual-cased,10.0,ar,linear,N,7.269375001449795,1.4347318440144747,-62.663999766111374
distilbert-base-multilingual-cased,10.0,ar,linear,Q,7.637944644608348,1.6751642777677462,-66.49537405371666
distilbert-base-multilingual-cased,10.0,ar,linear,M,6.708781332339814,1.1106377524359845,-60.158339127898216
distilbert-base-multilingual-cased,10.0,ar,linear,T,7.176411738373343,1.4272674018548068,-59.911470383405685
distilbert-base-multilingual-cased,10.0,ar,affine,N,7.30192142380953,1.419854871501346,-63.30078734457493
distilbert-base-multilingual-cased,10.0,ar,affine,Q,7.565770086659728,1.306340362946502,-66.48934334516525
distilbert-base-multilingual-cased,10.0,ar,affine,M,6.758733336598665,1.110283271921423,-60.9277124106884
distilbert-base-multilingual-cased,10.0,ar,affine,T,7.215265885529098,1.4188819431058548,-60.63789348304272
