model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
Qwen/Qwen3-Embedding-0.6B,100.0,en,linear,N,7.14149345623426,2.3936098645959967,-42.478539288043976
Qwen/Qwen3-Embedding-0.6B,100.0,en,linear,Q,5.852705201601429,1.5379719168304635,-32.47157323360443
Qwen/Qwen3-Embedding-0.6B,100.0,en,linear,M,6.026186319010336,1.6267190529414288,-39.92886558175087
Qwen/Qwen3-Embedding-0.6B,100.0,en,linear,T,6.269129160878351,1.8117664558955264,-37.54684895277023
Qwen/Qwen3-Embedding-0.6B,100.0,en,affine,N,7.081251770356757,2.3950715654588706,-42.51157206296921
Qwen/Qwen3-Embedding-0.6B,100.0,en,affine,Q,5.79572167818256,1.4373183684491886,-32.692722618579865
Qwen/Qwen3-Embedding-0.6B,100.0,en,affine,M,6.032080609012555,1.623199890362737,-40.29805651307106
Qwen/Qwen3-Embedding-0.6B,100.0,en,affine,T,6.221946919382621,1.6665779285870534,-37.8559045791626
Qwen/Qwen3-Embedding-0.6B,100.0,es,linear,N,7.084185794819575,2.4191639410560133,-42.1399482190609
Qwen/Qwen3-Embedding-0.6B,100.0,es,linear,Q,6.060425526343554,1.5496125952985573,-34.43731081485748
Qwen/Qwen3-Embedding-0.6B,100.0,es,linear,M,5.842705987369694,1.5417477477795825,-38.31000775098801
Qwen/Qwen3-Embedding-0.6B,100.0,es,linear,T,6.260653378353119,1.701413095063854,-38.23750185966492
Qwen/Qwen3-Embedding-0.6B,100.0,es,affine,N,7.041307511243057,2.426635426107831,-42.32185351848602
Qwen/Qwen3-Embedding-0.6B,100.0,es,affine,Q,6.00710604122372,1.4592357072878757,-34.757511258125305
Qwen/Qwen3-Embedding-0.6B,100.0,es,affine,M,5.877134755213281,1.5428794416067226,-38.696749329566956
Qwen/Qwen3-Embedding-0.6B,100.0,es,affine,T,6.2166349082274195,1.4961983263896355,-38.59236192703247
Qwen/Qwen3-Embedding-0.6B,100.0,fr,linear,N,7.201191733263949,2.6759802445997667,-42.627429366111755
Qwen/Qwen3-Embedding-0.6B,100.0,fr,linear,Q,6.042154359155035,1.60615268813777,-33.870548486709595
Qwen/Qwen3-Embedding-0.6B,100.0,fr,linear,M,5.999781915461292,1.6499625446817228,-38.918325662612915
Qwen/Qwen3-Embedding-0.6B,100.0,fr,linear,T,6.46390896528541,1.769284193979516,-38.82010540366173
Qwen/Qwen3-Embedding-0.6B,100.0,fr,affine,N,7.187274065652347,2.6806117365507225,-43.038863837718964
Qwen/Qwen3-Embedding-0.6B,100.0,fr,affine,Q,6.044586018917146,1.5854869410040409,-34.43530049920082
Qwen/Qwen3-Embedding-0.6B,100.0,fr,affine,M,6.051548416815083,1.7139305688613546,-39.5494781434536
Qwen/Qwen3-Embedding-0.6B,100.0,fr,affine,T,6.446744677887088,1.6076709019751725,-39.354267567396164
Qwen/Qwen3-Embedding-0.6B,100.0,de,linear,N,7.041294828894889,2.3564390177220567,-42.064841240644455
Qwen/Qwen3-Embedding-0.6B,100.0,de,linear,Q,5.958065392995477,1.4944505073552743,-33.12244671583176
Qwen/Qwen3-Embedding-0.6B,100.0,de,linear,M,5.947625230855042,1.5746078985812844,-38.41534912586212
Qwen/Qwen3-Embedding-0.6B,100.0,de,linear,T,6.453809697057231,1.6996380139542755,-39.13285404443741
