model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace_null,gaussian_norm_matched_null_mean,gaussian_norm_matched_null_std,empirical_p_below_gaussian_norm_matched_null,signed_permutation_matched_null_mean,signed_permutation_matched_null_std,empirical_p_below_signed_permutation_matched_null,coef_N,coef_Q,coef_M,coef_T
xlm-roberta-base,100.0,en,linear,NQ_minus_QN,4,0.5025741640856306,0.9930732362333908,0.9998753950329913,8.853981548367908e-05,0.000999000999000999,0.999875489265418,8.872833449472941e-05,0.000999000999000999,0.9999355673600625,6.766728137765227e-05,0.000999000999000999,0.013581673178079248,0.05869041030426507,-0.019664836111247037,-0.05243826712378905
xlm-roberta-base,100.0,en,linear,NM_minus_MN,4,0.29462224602696746,0.760127009663986,0.9998750141908288,9.016502213970747e-05,0.000999000999000999,0.9998787094184497,8.177903418550667e-05,0.000999000999000999,0.9999356614165502,6.819548063727639e-05,0.000999000999000999,-0.2762014939199705,-0.01130409463875498,0.29724835641043185,-0.009317259197794192
xlm-roberta-base,100.0,en,linear,NT_minus_TN,4,0.23736870602763477,0.7498827406654478,0.9998774063140365,8.494986556675895e-05,0.000999000999000999,0.9998762514983048,8.906960715682926e-05,0.000999000999000999,0.9999398027808875,6.502892259542988e-05,0.000999000999000999,-0.285933061240977,-0.03387478481478581,0.0018047204776910426,0.3186488575798594
xlm-roberta-base,100.0,en,linear,QM_minus_MQ,4,0.4543723456336387,0.9068550918861868,0.9998777369861548,8.808567028925111e-05,0.000999000999000999,0.9998819057852049,8.153906940337373e-05,0.000999000999000999,0.9999366438535376,6.747485818797068e-05,0.000999000999000999,-0.14616058172366583,-0.12982639445347327,0.27211196434169405,0.004003436924229368
xlm-roberta-base,100.0,en,linear,QT_minus_TQ,4,0.4225802890013433,0.9027865207870363,0.9998783895200208,8.040690067545269e-05,0.000999000999000999,0.9998781277476627,8.429668367455707e-05,0.000999000999000999,0.9999377081902372,6.420475351792218e-05,0.000999000999000999,-0.15275343900298194,-0.16886986393249437,0.012250014826134156,0.3096790104911644
xlm-roberta-base,100.0,en,linear,MT_minus_TM,4,0.27300979965736777,0.7127978997233804,0.9998763698068245,8.57574771767102e-05,0.000999000999000999,0.9998803583118564,7.903024816321661e-05,0.000999000999000999,0.9999358764595774,6.670527735469305e-05,0.000999000999000999,0.007901388277798233,-0.016209651462483855,-0.3301026788603669,0.3385922969270343
xlm-roberta-base,100.0,en,affine,NQ_minus_QN,4,0.3759090416573579,0.742279536172073,0.9998795097836253,8.663707356815372e-05,0.000999000999000999,0.9998748841285144,8.639982694741184e-05,0.000999000999000999,0.9999372118181341,6.856617875072683e-05,0.000999000999000999,-0.37443847895303983,0.32155320637611146,0.0004908213093575337,0.05282536564397339
xlm-roberta-base,100.0,en,affine,NM_minus_MN,4,0.2772138259199717,0.6966571303683864,0.9998765915609392,8.919304508869401e-05,0.000999000999000999,0.9998754414824839,9.088284330583471e-05,0.000999000999000999,0.9999390958644435,6.59870697695192e-05,0.000999000999000999,-0.36630543849777225,0.005590789306783639,0.3467346971007616,0.014473447978257468
xlm-roberta-base,100.0,en,affine,NT_minus_TN,4,0.21824465365363618,0.6497203941492554,0.9998741169298272,8.705212630159756e-05,0.000999000999000999,0.9998792667180346,8.207162818880496e-05,0.000999000999000999,0.9999382506387792,6.933161181307159e-05,0.000999000999000999,-0.39787664138955664,-0.007491678870945706,-0.002615249709633455,0.40851872739144135
xlm-roberta-base,100.0,en,affine,QM_minus_MQ,4,0.36752013740163714,0.751269473211917,0.9998759113346449,8.623857377089943e-05,0.000999000999000999,0.9998797280657823,8.406478349754511e-05,0.000999000999000999,0.9999375002518056,6.54321550045293e-05,0.000999000999000999,0.022488266341273398,-0.32133643316885563,0.3244868422338212,-0.025609797400344737
xlm-roberta-base,100.0,en,affine,QT_minus_TQ,4,0.33396973739311875,0.7476107907523055,0.9998745646792417,9.150773512039094e-05,0.000999000999000999,0.9998810294853475,7.995754492830319e-05,0.000999000999000999,0.9999388410304603,6.328904574992538e-05,0.000999000999000999,-0.010676792793334515,-0.33105974494100227,-0.0009460714828123526,0.34276012073981854
xlm-roberta-base,100.0,en,affine,MT_minus_TM,4,0.25055807478505127,0.6957863856414073,0.9998807014317566,8.401621133247969e-05,0.000999000999000999,0.9998768559045572,8.723347352635674e-05,0.000999000999000999,0.9999380143566141,6.861728568832542e-05,0.000999000999000999,-0.028579496750090028,-0.007343188539403722,-0.35732507522848467,0.3932871604986353
xlm-roberta-base,100.0,es,linear,NQ_minus_QN,4,0.46465937533795265,0.9631293481584537,0.9998784622717589,8.449999667098749e-05,0.000999000999000999,0.9998834623470857,7.854128279937308e-05,0.000999000999000999,0.999933940325598,7.189066172946657e-05,0.000999000999000999,-0.04291255801919286,0.1314605130835682,-0.011384341937811397,-0.07698238596245313
xlm-roberta-base,100.0,es,linear,NM_minus_MN,4,0.3044207139703686,0.7382209428697378,0.9998796156697632,8.698461497357233e-05,0.000999000999000999,0.9998773151056016,8.306861324191679e-05,0.000999000999000999,0.9999351171933221,7.476391595014279e-05,0.000999000999000999,-0.2906024487357567,-0.0018341180978123095,0.32010117749387434,-0.027206382366470515
xlm-roberta-base,100.0,es,linear,NT_minus_TN,4,0.2484561582497493,0.7186729680225461,0.9998782128301632,8.393126601199454e-05,0.000999000999000999,0.9998782006645064,8.986351855716287e-05,0.000999000999000999,0.9999358946334587,6.767502874569074e-05,0.000999000999000999,-0.308311136664063,-0.02517616971516029,-0.00683306833179137,0.34090082684103207
xlm-roberta-base,100.0,es,linear,QM_minus_MQ,4,0.4504769022034788,0.8564707815422387,0.9998809754196079,8.450061480619976e-05,0.000999000999000999,0.9998787592417204,8.3663625211304e-05,0.000999000999000999,0.9999369147437603,6.70996236520298e-05,0.000999000999000999,-0.11342047268804903,-0.19119129972891502,0.29539151582405765,0.009432231195793813
xlm-roberta-base,100.0,es,linear,QT_minus_TQ,4,0.4153053889362517,0.8233422415413935,0.9998807999978907,8.509108681715595e-05,0.000999000999000999,0.9998782612397472,8.33904411033252e-05,0.000999000999000999,0.9999372201429851,6.544645769525395e-05,0.000999000999000999,-0.12511262744502713,-0.2406128535650056,0.00810515068062646,0.35795181720293034
xlm-roberta-base,100.0,es,linear,MT_minus_TM,4,0.29093768319748686,0.6766102835976018,0.9998807738938768,8.638855539466633e-05,0.000999000999000999,0.9998768629980707,8.55936518120356e-05,0.000999000999000999,0.9999399222535299,6.776797233026345e-05,0.000999000999000999,0.002270713941021589,-0.014747540983437828,-0.3568081955132316,0.3693611833146367
xlm-roberta-base,100.0,es,affine,NQ_minus_QN,4,0.3704475122232536,0.6604353602455185,0.999880190416161,8.631613625272523e-05,0.000999000999000999,0.9998793816553798,8.375362710990259e-05,0.000999000999000999,0.9999393509636764,6.666360331338637e-05,0.000999000999000999,-0.3793427554598194,0.41768546514170873,-0.0130746285844092,-0.025084640144243366
