model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,en,linear,N,10.070639029151865,2.209178390775101,-104.66130479238927
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,en,linear,Q,9.541668735709898,1.4596389569529766,-99.36918695643544
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,en,linear,M,9.12164411272083,1.066226510329426,-95.21612999215722
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,en,linear,T,9.331146049190213,1.3620234958138282,-97.20300048217177
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,en,affine,N,9.979161432799105,1.698537922454002,-104.58553117141128
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,en,affine,Q,9.53948239572513,1.384866445765357,-99.68054875358939
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,en,affine,M,9.152797615864422,1.0671490493479436,-95.80663585290313
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,en,affine,T,9.344839382224485,1.2284331583063355,-97.87392864376307
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,es,linear,N,10.061161136648126,2.1473746023786022,-104.5229266807437
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,es,linear,Q,9.589578050227203,1.724131236458984,-99.01810188964009
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,es,linear,M,9.115518065499593,1.0611936866928051,-94.91204241290689
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,es,linear,T,9.286124129532231,1.3573111003720757,-96.43183407559991
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,es,affine,N,9.979173367133777,1.6612637528219327,-104.49192139320076
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,es,affine,Q,9.576665736629806,1.6284007825195332,-99.32285295054317
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,es,affine,M,9.149489995853491,1.0667299942272817,-95.53912711516023
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,es,affine,T,9.294158059123564,1.1700322238168641,-97.06939564272761
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,fr,linear,N,10.099101177871795,2.17702254266836,-104.77779588289559
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,fr,linear,Q,9.567007477351256,1.5550062257720836,-99.03389302641153
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,fr,linear,M,9.117104766304998,1.059097909080131,-94.737384557724
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,fr,linear,T,9.359089227465,1.4077919189388388,-97.14754320308566
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,fr,affine,N,10.012334275448008,1.6810088663504699,-104.70729978382587
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,fr,affine,Q,9.560392255580949,1.483728628041593,-99.39258859679103
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,fr,affine,M,9.149118140443827,1.0576679612349342,-95.34688637033105
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,fr,affine,T,9.374167223411154,1.300992476677431,-97.82988484203815
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,de,linear,N,10.005725572516885,2.059489676356336,-104.07743421755731
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,de,linear,Q,9.508269708333897,1.4455384351881861,-98.37882427126169
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,de,linear,M,9.094685497600269,1.0603251717905466,-94.5296971052885
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,de,linear,T,9.303326607757649,1.3562227967515788,-96.60899894684553
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,de,affine,N,9.947851961685771,1.7167268753374503,-104.0553829651326
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,de,affine,Q,9.515814843670595,1.4379172965081422,-98.77764572575688
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,de,affine,M,9.131562174790021,1.0604665963926903,-95.28135584294796
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,de,affine,T,9.32676108893609,1.2847140214883588,-97.30457985028625
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ru,linear,N,10.197969924790671,2.2029497547105685,-106.11778905242682
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ru,linear,Q,9.632538716397809,1.70442690036504,-99.61840807646513
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ru,linear,M,9.234518155276326,1.0595998119210082,-96.47544663026929
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ru,linear,T,9.41715316102685,1.3825937615794897,-98.01944611221552
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ru,affine,N,10.065684035731904,1.6256510570851335,-105.91783677786589
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ru,affine,Q,9.618384856467998,1.5946694001972774,-99.9426203891635
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ru,affine,M,9.26405877172754,1.060130785604284,-97.01411247253418
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ru,affine,T,9.433585788330676,1.286135561078461,-98.67909394949675
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,zh,linear,N,10.075259535723228,2.2203517203153043,-104.39304704777896
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,zh,linear,Q,9.538402213393482,1.6830555253209947,-98.15661990642548
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,zh,linear,M,9.075311704085575,1.0638014928076065,-94.35004284232855
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,zh,linear,T,9.32380879773652,1.4018079929149139,-96.74360279738903
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,zh,affine,N,9.981298761242366,1.6820079797573362,-104.34433005936444
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,zh,affine,Q,9.530195362441116,1.5924492571736661,-98.51961855962873
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,zh,affine,M,9.10810111948397,1.0650506341602537,-94.94303361326456
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,zh,affine,T,9.339673664574974,1.2882159230653423,-97.42820785567164
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ar,linear,N,10.149774815147179,2.1157082108343164,-105.4190472047776
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ar,linear,Q,9.55414242286019,1.6558224665735668,-98.39381149038672
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ar,linear,M,9.119565248198102,1.0608215719611136,-94.75778510794044
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ar,linear,T,9.344728845845374,1.3748374700964914,-97.05939464643598
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ar,affine,N,10.079790486045233,1.716675068836395,-105.50246297754347
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ar,affine,Q,9.556051341859739,1.5922310753497448,-98.844825591892
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ar,affine,M,9.155009571685682,1.0621662951513042,-95.41231524944305
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,10.0,ar,affine,T,9.365084600158985,1.2871021940282152,-97.76510354876518
