model,heldout_language,probe,subspace_rank,accuracy,macro_f1,chance,n_train,n_test
BAAI/bge-m3,ar,triple_label_from_single_endpoint_delta,4,0.4496527777777778,0.3686388559968092,0.25,13824,2304
BAAI/bge-m3,ar,endpoint_position_from_endpoint_delta,6,0.1032986111111111,0.07686153525524382,0.16666666666666666,13824,2304
BAAI/bge-m3,ar,cyclic_vs_anticyclic_from_endpoint_delta,1,0.4991319444444444,0.335242819425554,0.5,13824,2304
BAAI/bge-m3,de,triple_label_from_single_endpoint_delta,4,0.9752604166666666,0.9753382717270384,0.25,13824,2304
BAAI/bge-m3,de,endpoint_position_from_endpoint_delta,6,0.4019097222222222,0.3676771004123589,0.16666666666666666,13824,2304
BAAI/bge-m3,de,cyclic_vs_anticyclic_from_endpoint_delta,1,0.6141493055555556,0.6140387175551806,0.5,13824,2304
BAAI/bge-m3,en,triple_label_from_single_endpoint_delta,4,0.9830729166666666,0.9830606503220242,0.25,13824,2304
BAAI/bge-m3,en,endpoint_position_from_endpoint_delta,6,0.4049479166666667,0.41377897436510863,0.16666666666666666,13824,2304
BAAI/bge-m3,en,cyclic_vs_anticyclic_from_endpoint_delta,1,0.6223958333333334,0.6200769671661345,0.5,13824,2304
BAAI/bge-m3,es,triple_label_from_single_endpoint_delta,4,0.8467881944444444,0.8492453822303689,0.25,13824,2304
BAAI/bge-m3,es,endpoint_position_from_endpoint_delta,6,0.3654513888888889,0.35298897780852584,0.16666666666666666,13824,2304
BAAI/bge-m3,es,cyclic_vs_anticyclic_from_endpoint_delta,1,0.6197916666666666,0.6196882139193498,0.5,13824,2304
BAAI/bge-m3,fr,triple_label_from_single_endpoint_delta,4,0.9652777777777778,0.9651341812146752,0.25,13824,2304
BAAI/bge-m3,fr,endpoint_position_from_endpoint_delta,6,0.41796875,0.4135333223720829,0.16666666666666666,13824,2304
BAAI/bge-m3,fr,cyclic_vs_anticyclic_from_endpoint_delta,1,0.60546875,0.6050722909128212,0.5,13824,2304
BAAI/bge-m3,ru,triple_label_from_single_endpoint_delta,4,0.828125,0.8245600277777911,0.25,13824,2304
BAAI/bge-m3,ru,endpoint_position_from_endpoint_delta,6,0.2526041666666667,0.22932889303587986,0.16666666666666666,13824,2304
BAAI/bge-m3,ru,cyclic_vs_anticyclic_from_endpoint_delta,1,0.5447048611111112,0.4924934301633981,0.5,13824,2304
BAAI/bge-m3,zh,triple_label_from_single_endpoint_delta,4,0.9587673611111112,0.9591261794399036,0.25,13824,2304
BAAI/bge-m3,zh,endpoint_position_from_endpoint_delta,6,0.4140625,0.3901969917629488,0.16666666666666666,13824,2304
BAAI/bge-m3,zh,cyclic_vs_anticyclic_from_endpoint_delta,1,0.5954861111111112,0.5949730765197223,0.5,13824,2304
