model,template_id,triple,a,b,c,jacobi_norm,relative_jacobi_norm,null_mean_relative_jacobi_norm,null_std_relative_jacobi_norm,jacobi_to_null_mean_ratio,null_percentile_smaller_is_better
distilgpt2,0,NQM,N,Q,M,9.446685791015625,0.22868995368480682,0.2869768739938736,0.07953938036440822,0.7968933193163572,0.392
distilgpt2,0,NQT,N,Q,T,15.033049583435059,0.36158016324043274,0.26817233983427285,0.1032174365746953,1.3483126688700873,0.8
distilgpt2,0,NMT,N,M,T,12.859352111816406,0.3031902015209198,0.26261396369338036,0.05091670973150978,1.154509064391414,0.82
distilgpt2,0,QMT,Q,M,T,9.035719871520996,0.2618863582611084,0.39189080347120764,0.13925297456204716,0.6682635977694767,0.218
distilgpt2,1,NQM,N,Q,M,9.343796730041504,0.19669117033481598,0.21794099657237528,0.061235556622977014,0.9024973429842741,0.505
distilgpt2,1,NQT,N,Q,T,18.184886932373047,0.36854296922683716,0.23380015513300895,0.10545872979435668,1.5763161877099554,0.896
distilgpt2,1,NMT,N,M,T,7.598869800567627,0.14528685808181763,0.201066593170166,0.053541773212745274,0.7225807917187732,0.296
distilgpt2,1,QMT,Q,M,T,12.807212829589844,0.2861056625843048,0.2743000435978174,0.08491079011158562,1.043039070758421,0.513
distilgpt2,2,NQM,N,Q,M,7.594747543334961,0.13510645925998688,0.1951708788946271,0.05258905122379503,0.6922470197628137,0.202
distilgpt2,2,NQT,N,Q,T,12.028199195861816,0.19478289783000946,0.18040044251084328,0.06196208196171793,1.0797251665123935,0.602
distilgpt2,2,NMT,N,M,T,11.975805282592773,0.19008894264698029,0.1746463374197483,0.042322319771498196,1.08842215333167,0.712
distilgpt2,2,QMT,Q,M,T,10.3937349319458,0.20338444411754608,0.2568142937272787,0.08213277491221485,0.7919514181431667,0.404
distilgpt2,3,NQM,N,Q,M,9.827962875366211,0.23978710174560547,0.29999406234920023,0.10607359767485627,0.7993061591522045,0.393
