model,language,pair,basis_rank,commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
bert-base-multilingual-cased,ar,NQ_minus_QN,4,2.7011234760284424,0.8953452110290527,0.9837971642247033,0.010971999002018049,0.000999000999000999,0.3313905894756317,0.00343981827609241,-0.18386834859848022,0.34738123416900635
bert-base-multilingual-cased,ar,NM_minus_MN,4,0.33427780866622925,0.9183782935142517,0.9847309314888153,0.010042309894891301,0.000999000999000999,0.03654012456536293,0.015502787195146084,-0.06852270662784576,0.024019012227654457
bert-base-multilingual-cased,ar,NT_minus_TN,4,1.9763271808624268,0.8375842571258545,0.9841350084781939,0.01114671101392793,0.000999000999000999,-0.7303276062011719,0.1196361780166626,0.2859800457954407,0.7575129270553589
bert-base-multilingual-cased,ar,QM_minus_MQ,4,2.323521614074707,0.9253694415092468,0.984330061203678,0.010906311854564447,0.001998001998001998,0.7454953193664551,-0.08840523660182953,-0.10172337293624878,-0.724133312702179
bert-base-multilingual-cased,ar,QT_minus_TQ,4,3.1589999198913574,0.9531750082969666,0.9838716115295585,0.011237663467307821,0.01998001998001998,0.01554451510310173,-0.023878024891018867,-0.6053975820541382,0.3884100019931793
bert-base-multilingual-cased,ar,MT_minus_TM,4,0.3193941116333008,0.9371663928031921,0.9836693331902802,0.011745236457572,0.008991008991008992,0.004981810227036476,-0.013038565404713154,0.044703420251607895,-0.05205540359020233
bert-base-multilingual-cased,de,NQ_minus_QN,4,3.8234057426452637,0.9512216448783875,0.9841753910480857,0.010548552349270114,0.00999000999000999,0.3053404986858368,0.10675687342882156,-0.45460429787635803,0.04262353852391243
bert-base-multilingual-cased,de,NM_minus_MN,4,1.2346440553665161,0.9526423811912537,0.984501103697027,0.010984498893570392,0.022977022977022976,-0.005334250163286924,-0.06000533327460289,0.12479487806558609,-0.015061943791806698
bert-base-multilingual-cased,de,NT_minus_TN,4,2.9782824516296387,0.9545831084251404,0.9847356048880603,0.010257665513999427,0.016983016983016984,0.10655155777931213,0.0173408854752779,-0.2402162104845047,0.25839951634407043
bert-base-multilingual-cased,de,QM_minus_MQ,4,3.4045395851135254,0.9433931708335876,0.984209700136027,0.011125090296747285,0.005994005994005994,0.37085771560668945,0.016497405245900154,-0.10755004733800888,-0.3739514946937561
bert-base-multilingual-cased,de,QT_minus_TQ,4,3.5093374252319336,0.9570842385292053,0.9850186707407854,0.010478574086569397,0.01998001998001998,0.3249998390674591,0.07481468468904495,0.15626616775989532,-0.1996469795703888
bert-base-multilingual-cased,de,MT_minus_TM,4,0.8222792744636536,0.9707221388816833,0.983689803416087,0.01082022398013181,0.12887112887112886,0.03586561977863312,0.03483835980296135,-0.016652125865221024,-0.05969016253948212
bert-base-multilingual-cased,en,NQ_minus_QN,4,5.3839850425720215,0.9341120719909668,0.9841760650292548,0.011078797208664967,0.000999000999000999,0.5291972160339355,0.02906752936542034,-0.5076771378517151,0.24278530478477478
bert-base-multilingual-cased,en,NM_minus_MN,4,1.8833731412887573,0.9648089408874512,0.9843460109058366,0.010730635733696944,0.06593406593406594,0.04195375740528107,-0.003833291819319129,-0.16497831046581268,-0.037274714559316635
bert-base-multilingual-cased,en,NT_minus_TN,4,4.0170464515686035,0.9113964438438416,0.9842561039126388,0.010774612041296146,0.000999000999000999,-0.2738330364227295,-0.024483636021614075,0.32993215322494507,0.35264042019844055
bert-base-multilingual-cased,en,QM_minus_MQ,4,4.315725803375244,0.9670020341873169,0.9840598826315373,0.011260822657986936,0.07892107892107893,-0.3122917413711548,-0.07358381152153015,0.16870519518852234,0.09718117117881775
bert-base-multilingual-cased,en,QT_minus_TQ,4,3.7561612129211426,0.9568843245506287,0.9844788014464975,0.011283737996686685,0.023976023976023976,0.1794312447309494,0.00805544015020132,0.2872749865055084,-0.06936708837747574
bert-base-multilingual-cased,en,MT_minus_TM,4,1.869204044342041,0.9013667106628418,0.9844443265034066,0.010604554076476574,0.001998001998001998,0.029185740277171135,-0.021109426394104958,0.28872185945510864,-0.08276638388633728
bert-base-multilingual-cased,es,NQ_minus_QN,4,3.874333143234253,0.881997287273407,0.9840667838444728,0.010770615672968274,0.000999000999000999,0.8514429330825806,0.05083957687020302,-0.5140615105628967,-0.048541534692049026
bert-base-multilingual-cased,es,NM_minus_MN,4,0.9239711761474609,0.8449482321739197,0.9845890592241044,0.010863350501880689,0.000999000999000999,0.0318412221968174,-0.0027302594389766455,-0.2571873664855957,0.0038730292581021786
bert-base-multilingual-cased,es,NT_minus_TN,4,2.644179344177246,0.9151233434677124,0.9842714644834382,0.010681342042374501,0.000999000999000999,-0.34811219573020935,0.03984047472476959,-0.012056557461619377,0.5182823538780212
bert-base-multilingual-cased,es,QM_minus_MQ,4,3.651682138442993,0.9916114211082458,0.984595573531323,0.010493563530180753,0.7092907092907093,-0.027190623804926872,-0.04423430189490318,0.03240441530942917,-0.15206460654735565
bert-base-multilingual-cased,es,QT_minus_TQ,4,3.9805872440338135,0.9728244543075562,0.9846755001695928,0.01049467690587459,0.13986013986013987,0.12131323665380478,-0.055398084223270416,0.3372088372707367,-0.40973687171936035
bert-base-multilingual-cased,es,MT_minus_TM,4,0.9982011914253235,0.8994309306144714,0.9841841284444545,0.011437605031246873,0.000999000999000999,0.043749794363975525,-0.006970548070967197,0.22864465415477753,-0.1047155112028122
bert-base-multilingual-cased,fr,NQ_minus_QN,4,4.827706813812256,0.858821451663971,0.9841098570591005,0.010884062260066208,0.000999000999000999,0.9920563101768494,-0.07371431589126587,-0.6182274222373962,-0.17609263956546783
bert-base-multilingual-cased,fr,NM_minus_MN,4,0.6501513123512268,0.9219396710395813,0.9840334431731929,0.011231483839429674,0.000999000999000999,0.06678595393896103,-0.01080253254622221,-0.17705537378787994,0.03710094466805458
bert-base-multilingual-cased,fr,NT_minus_TN,4,3.6435647010803223,0.9270649552345276,0.9846757555753403,0.010313619620980607,0.000999000999000999,-0.46937239170074463,-0.028188228607177734,0.06672470271587372,-0.12405148893594742
bert-base-multilingual-cased,fr,QM_minus_MQ,4,3.467205286026001,0.9433665871620178,0.9841285719624836,0.011261072489040123,0.006993006993006993,-0.20733383297920227,-0.10640604794025421,0.34095126390457153,-0.17719992995262146
bert-base-multilingual-cased,fr,QT_minus_TQ,4,3.9672012329101562,0.9822803735733032,0.9840976156860827,0.011561994418869691,0.34065934065934067,-0.012758719734847546,-0.050838224589824677,0.1730276346206665,-0.2420232892036438
bert-base-multilingual-cased,fr,MT_minus_TM,4,0.650071382522583,0.904255747795105,0.9841689747642024,0.011218426433550666,0.000999000999000999,-0.012009881436824799,0.009149471297860146,0.17969508469104767,-0.08990886807441711
bert-base-multilingual-cased,ru,NQ_minus_QN,4,3.193197250366211,0.9438607096672058,0.9844478147574068,0.011107020644864109,0.006993006993006993,0.44651687145233154,0.052965085953474045,-0.13463154435157776,0.1711113452911377
bert-base-multilingual-cased,ru,NM_minus_MN,4,0.4162282943725586,0.9919672608375549,0.9840508906619142,0.011598729481569344,0.7322677322677322,-0.016865834593772888,-0.006044597830623388,0.0243605338037014,0.015802260488271713
bert-base-multilingual-cased,ru,NT_minus_TN,4,3.7436976432800293,0.9067808985710144,0.9842995189989084,0.011228479932900434,0.000999000999000999,-0.16628716886043549,-0.12960366904735565,-0.2278653234243393,0.908876359462738
bert-base-multilingual-cased,ru,QM_minus_MQ,4,2.9183437824249268,0.9812058210372925,0.9835600148417761,0.012018221426791886,0.3336663336663337,0.08754641562700272,-0.02137967012822628,0.19807399809360504,-0.2491980344057083
bert-base-multilingual-cased,ru,QT_minus_TQ,4,2.4546048641204834,0.9835637807846069,0.9838618839859302,0.010607365482715347,0.41858141858141856,0.2679763734340668,-0.04150234907865524,-0.005770938005298376,-0.13634103536605835
bert-base-multilingual-cased,ru,MT_minus_TM,4,0.4149879217147827,0.9817233085632324,0.9843942406872247,0.01019965873292971,0.3336663336663337,0.002979709068313241,0.011575927957892418,0.002219748217612505,-0.042987484484910965
bert-base-multilingual-cased,zh,NQ_minus_QN,4,4.458256244659424,0.8492071628570557,0.9840092989211917,0.011530407268228507,0.000999000999000999,0.7876043319702148,-0.0009102670010179281,-0.19085371494293213,0.04761870950460434
bert-base-multilingual-cased,zh,NM_minus_MN,4,0.0,0.0,1.0,0.0,0.000999000999000999,0.0,0.0,0.0,0.0
