model,language,triple,basis_rank,jacobi_coeff_norm,jacobi_embedding_norm,relative_jacobi_embedding_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T
intfloat/multilingual-e5-large,ar,NQM,4,0.07727107640984308,0.1880591480131326,0.11869605382890076,-0.0007835039577912539,-0.005562483420362696,0.06941431481391191,-0.03348009928595275
intfloat/multilingual-e5-large,ar,NQT,4,0.6549483081841956,3.1383151454054983,1.6983765831110735,-0.06705800048075616,0.01612557645421475,-0.3099786629900336,-0.5728121029096656
intfloat/multilingual-e5-large,ar,NMT,4,0.13373949508637342,0.2638094811944913,0.4036991053789549,0.08661194145679474,0.0013620701556646964,-0.06487594789359719,-0.07857404337846674
intfloat/multilingual-e5-large,ar,QMT,4,0.2185858339665438,0.3482421832203382,0.2779258980984885,-0.13851763610728085,-0.011809474934125319,0.03999353316612542,0.16387093978119083
intfloat/multilingual-e5-large,de,NQM,4,0.08533978929852158,0.3688087140490604,0.2604629539027546,0.017897827245178632,0.017351883347146213,0.03705447865650058,-0.07272155920509249
intfloat/multilingual-e5-large,de,NQT,4,0.10330202464748844,0.5404420681304842,0.302796415769844,-0.03056873951572925,0.01574150542728603,-0.06437611253932118,-0.07310801325365901
intfloat/multilingual-e5-large,de,NMT,4,0.01622127423630182,0.07942227376957313,0.13982659227525648,0.003523862575093517,-0.0027630989461613353,-0.010697695455746725,-0.011341813195031136
intfloat/multilingual-e5-large,de,QMT,4,0.03918465543263552,0.15897657803462018,0.13702293876816715,-0.003374413150595501,0.010321728203052771,-0.035363329167012125,0.012920813998789527
intfloat/multilingual-e5-large,en,NQM,4,0.055142274374043516,0.2751014132947074,0.15410349824814648,-0.020152914148638956,-0.008082936925347894,0.05006885924376547,0.007893411122495309
intfloat/multilingual-e5-large,en,NQT,4,0.1572964110209518,0.6761435026123991,0.2600283778325856,-0.009912742651067674,0.04189778980799019,-0.14333978481590748,-0.04839607165195048
intfloat/multilingual-e5-large,en,NMT,4,0.01822026686361216,0.11230155102320681,0.1932240058172455,-0.010778331372421235,0.007559925870737061,-0.0010700420243665576,0.012550228217151016
intfloat/multilingual-e5-large,en,QMT,4,0.04750874906051073,0.19969270491005545,0.1483200606643487,0.001115456958359573,-0.017322886822512373,0.0441279771621339,-0.0029113943019183353
intfloat/multilingual-e5-large,es,NQM,4,0.029395128969715124,0.12376053450250235,0.08175005494831633,0.007760346110444516,0.009274817115510814,0.013805485446937382,-0.02296164137078449
intfloat/multilingual-e5-large,es,NQT,4,0.204835009168786,0.9595491652728012,0.4264123456488362,0.07945471769198775,0.040395977383013815,-0.08434096409473568,-0.16400943754706532
intfloat/multilingual-e5-large,es,NMT,4,0.01940561555232004,0.08357240786772573,0.09693552309199639,0.004992063775716815,0.00436511893349234,-0.015761604474391788,-0.009174681210424751
intfloat/multilingual-e5-large,es,QMT,4,0.034507295132759165,0.15973399165096813,0.16822999328499721,-0.012519735289970413,0.0013090947977616452,0.014194665127433836,0.028823729779105633
intfloat/multilingual-e5-large,fr,NQM,4,0.2620588549985352,0.9561828091877554,0.4814531538023569,0.05919409710622858,0.016972067693131976,0.04815172322560102,-0.2501284926183871
intfloat/multilingual-e5-large,fr,NQT,4,0.33253054768116147,1.417717470149776,0.541792906006925,0.13523796410299838,0.04680699668824673,-0.13047555834054947,-0.27031924079346936
intfloat/multilingual-e5-large,fr,NMT,4,0.01313920400410742,0.03888155812385727,0.05124388857579647,0.0017794741434045136,0.0016900472328416072,0.012052981182932854,-0.004619690313120373
intfloat/multilingual-e5-large,fr,QMT,4,0.10701964928174192,0.43162536446633004,0.29222560148830207,-0.032372495043091476,0.009462651622015983,-0.016877091256901622,0.10015412578650285
intfloat/multilingual-e5-large,ru,NQM,4,0.41868171901664586,2.372890256027915,0.8773529974705313,-0.34934095708013047,-0.020925238517520484,0.19936036271974444,-0.1143365983152762
intfloat/multilingual-e5-large,ru,NQT,4,0.4964086496680295,2.8909637494017,0.672621890332024,-0.21470917316764826,-0.05837527867697645,-0.4074356770142913,-0.17581244085158687
intfloat/multilingual-e5-large,ru,NMT,4,0.06023526392634739,0.23862578958951902,0.10558721223099068,-0.004297736221019477,0.004140286462018139,-0.05066886309941765,0.032020943519455614
intfloat/multilingual-e5-large,ru,QMT,4,0.10978386714012901,0.5111603649335158,0.24091493150513094,-0.05535142868757248,0.004052529468140165,0.07489491972955875,-0.05799176519212779
intfloat/multilingual-e5-large,zh,NQM,4,0.08825622318503618,0.30038302902769076,0.24485861866043293,-0.005627992330119014,0.02940221130847931,-0.002673315815627575,-0.08298102184198797
intfloat/multilingual-e5-large,zh,NQT,4,0.1758476462255105,0.5875451764527101,0.32124335727609843,-0.05065066582756117,0.08633254421874881,-0.10249847266823053,-0.10196891508530825
intfloat/multilingual-e5-large,zh,NMT,4,0.03897357458364669,0.12819861060530194,0.32577002226286444,0.001572303008288145,-0.003458844032138586,-0.02529849298298359,0.02940221130847931
intfloat/multilingual-e5-large,zh,QMT,4,0.04164055729615876,0.13287908643234855,0.16923105742584682,0.0016552221786696464,-0.001572303008288145,-0.03168233687756583,0.026924963225610554
