model,language,triple,basis_rank,jacobi_coeff_norm,jacobi_embedding_norm,relative_jacobi_embedding_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T
BAAI/bge-m3,ar,NQM,4,0.3615460223562755,1.5276703735697537,0.4848639507290849,0.0522155002690851,-0.0163920299964956,0.1936335540376603,-0.3003771228250116
BAAI/bge-m3,ar,NQT,4,1.2722732687516465,7.69216063840787,2.452571380921689,-0.2901702167000621,0.0853342147893272,-0.399632170330733,-1.1693984419107435
BAAI/bge-m3,ar,NMT,4,0.2286967175185512,0.4510812367539951,0.3051323124917865,0.1334116046782583,0.0329933020184398,0.0134137706481851,-0.1823048137594014
BAAI/bge-m3,ar,QMT,4,0.7026330008426716,1.234526868845952,0.647234718771301,-0.52376818517223,-0.0393386770738288,-0.0053606971632689,0.4666730691678822
BAAI/bge-m3,de,NQM,4,0.1211287379953332,0.5930651578586826,0.3130693587198283,0.0382423998962622,0.0255452599958516,0.0017862510867416,-0.1120443618274293
BAAI/bge-m3,de,NQT,4,0.2293415820512743,1.3880069201688512,0.5080267576945146,-0.1045510425465181,0.049153669620864,-0.0383710856549441,-0.1943661938421428
BAAI/bge-m3,de,NMT,4,0.0149832616523235,0.1117532615399134,0.1780380548598183,-0.0013588025758508,-0.0107274503316148,-0.006595047423616,-0.0080049324897117
BAAI/bge-m3,de,QMT,4,0.1398486831267832,0.6507785601444516,0.4093739622176013,0.0039301542565226,0.0254620260093361,-0.1002064787026029,0.0940880168636795
BAAI/bge-m3,en,NQM,4,0.0910606771701895,0.5812002468495434,0.2834756279553714,0.0502205320353823,0.0175489462053519,-0.0712738466863811,-0.0195452898260555
BAAI/bge-m3,en,NQT,4,0.4549982997864145,1.4668204767512774,0.4455629578071249,0.0627940153935924,0.0836461986182257,-0.3891594491433352,-0.2112784916607779
BAAI/bge-m3,en,NMT,4,0.0206375890650152,0.1093946679872388,0.1558709047425534,0.0116480062388291,-0.0151519307073613,-0.0055032655509421,-0.0055106349173001
BAAI/bge-m3,en,QMT,4,0.0804512648117482,0.3575951807461326,0.3050144685621782,0.0063100937695708,-0.0062009637476876,-0.0508603068301454,0.0617038569635042
BAAI/bge-m3,es,NQM,4,0.3780546947681587,1.2540804592070027,0.4815150388351213,0.0860350276343524,0.0332494137692265,0.2152777281589806,-0.2967714651022106
BAAI/bge-m3,es,NQT,4,0.4827424997075411,1.4582481597352044,0.4906293097659713,0.0424392795539461,0.0739375702105462,0.2175327688455581,-0.4224357451312244
BAAI/bge-m3,es,NMT,4,0.0373865024996294,0.0976519531928389,0.1438211054590384,-0.00012243182573,-0.0021027500042691,-0.0362776526308152,0.0087889670394361
BAAI/bge-m3,es,QMT,4,0.0300020405031282,0.1055559470324085,0.090916241628174,-0.0023919706072774,0.013458629429806,0.010614723607432,-0.0245070162927731
BAAI/bge-m3,fr,NQM,4,0.1374560713142064,0.4722005124400248,0.2090210589207671,0.0074835209306911,0.026405826492919,0.0586805206257849,-0.121233235055115
