gain_sweep,layer,source_set,prompt_style,control,target_marker_rate,question_mark_rate,mean_content_preservation,target_and_preserved_rate,other_marker_rate,rows
1.0,3,in_template_test,repeat_sentence,negative_target,0.325,0.0,0.7583333333333333,0.0,0.325,40
1.0,3,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.0,3,in_template_test,repeat_sentence,random_norm,0.225,0.0,0.775,0.0,0.25,40
1.0,3,in_template_test,repeat_sentence,target,0.125,0.05,0.7666666666666666,0.0,0.2,40
1.0,3,in_template_test,repeat_sentence,wrong_class,0.2,0.0,0.8583333333333334,0.0,0.2,40
1.0,3,in_template_test,same_sentence,negative_target,0.2,0.0,0.8333333333333334,0.0,0.2,40
1.0,3,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.0,3,in_template_test,same_sentence,random_norm,0.1,0.0,0.8583333333333334,0.0,0.125,40
1.0,3,in_template_test,same_sentence,target,0.025,0.025,0.9666666666666666,0.0,0.0,40
1.0,3,in_template_test,same_sentence,wrong_class,0.075,0.0,0.9583333333333334,0.0,0.075,40
1.0,3,out_of_template_freeform,copy_sentence,negative_target,0.475,0.0,0.6166666666666667,0.0,0.475,40
1.0,3,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.0,3,out_of_template_freeform,copy_sentence,random_norm,0.225,0.0,0.5416666666666667,0.0,0.3,40
1.0,3,out_of_template_freeform,copy_sentence,target,0.7,0.7,0.225,0.0,0.35,40
1.0,3,out_of_template_freeform,copy_sentence,wrong_class,0.15,0.0,0.8083333333333333,0.0,0.175,40
1.0,3,out_of_template_freeform,repeat_sentence,negative_target,0.325,0.0,0.7,0.0,0.35,40
1.0,3,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.0,3,out_of_template_freeform,repeat_sentence,random_norm,0.175,0.0,0.75,0.0,0.175,40
1.0,3,out_of_template_freeform,repeat_sentence,target,0.15,0.1,0.7083333333333333,0.0,0.1,40
1.0,3,out_of_template_freeform,repeat_sentence,wrong_class,0.1,0.0,0.9333333333333333,0.0,0.1,40
1.0,3,out_of_template_freeform,same_sentence,negative_target,0.2,0.0,0.7916666666666667,0.0,0.2,40
1.0,3,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.0,3,out_of_template_freeform,same_sentence,random_norm,0.1,0.0,0.9,0.0,0.1,40
1.0,3,out_of_template_freeform,same_sentence,target,0.025,0.025,0.9,0.025,0.1,40
1.0,3,out_of_template_freeform,same_sentence,wrong_class,0.0,0.0,1.0,0.0,0.0,40
1.0,4,in_template_test,copy_sentence,negative_target,0.225,0.0,0.8333333333333334,0.0,0.225,40
1.0,4,in_template_test,copy_sentence,none,0.05,0.0,0.825,0.0,0.05,40
1.0,4,in_template_test,copy_sentence,random_norm,0.15,0.0,0.7833333333333333,0.0,0.15,40
1.0,4,in_template_test,copy_sentence,target,0.125,0.05,0.175,0.0,0.45,40
1.0,4,in_template_test,copy_sentence,wrong_class,0.125,0.0,0.8166666666666667,0.0,0.125,40
1.0,4,in_template_test,repeat_sentence,negative_target,0.3,0.0,0.8166666666666667,0.0,0.3,40
1.0,4,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.0,4,in_template_test,repeat_sentence,random_norm,0.2,0.0,0.875,0.0,0.2,40
1.0,4,in_template_test,repeat_sentence,target,0.175,0.0,0.6833333333333333,0.0,0.225,40
1.0,4,in_template_test,repeat_sentence,wrong_class,0.125,0.0,0.8916666666666666,0.0,0.15,40
1.0,4,in_template_test,same_sentence,negative_target,0.175,0.0,0.8833333333333334,0.0,0.175,40
1.0,4,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.0,4,in_template_test,same_sentence,random_norm,0.0,0.0,0.975,0.0,0.0,40
1.0,4,in_template_test,same_sentence,target,0.05,0.0,0.925,0.0,0.05,40
1.0,4,in_template_test,same_sentence,wrong_class,0.025,0.0,0.9833333333333334,0.0,0.025,40
1.0,4,out_of_template_freeform,copy_sentence,negative_target,0.375,0.0,0.725,0.0,0.375,40
1.0,4,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.0,4,out_of_template_freeform,copy_sentence,random_norm,0.25,0.0,0.6416666666666667,0.0,0.3,40
1.0,4,out_of_template_freeform,copy_sentence,target,0.0,0.0,0.36666666666666664,0.0,0.05,40
1.0,4,out_of_template_freeform,copy_sentence,wrong_class,0.125,0.0,0.725,0.0,0.15,40
1.0,4,out_of_template_freeform,repeat_sentence,negative_target,0.325,0.0,0.7666666666666667,0.025,0.325,40
1.0,4,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.0,4,out_of_template_freeform,repeat_sentence,random_norm,0.2,0.0,0.7916666666666667,0.0,0.225,40
1.0,4,out_of_template_freeform,repeat_sentence,target,0.1,0.0,0.775,0.0,0.1,40
1.0,4,out_of_template_freeform,repeat_sentence,wrong_class,0.075,0.0,0.9416666666666667,0.0,0.075,40
1.0,4,out_of_template_freeform,same_sentence,negative_target,0.275,0.0,0.7833333333333333,0.0,0.275,40
1.0,4,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.0,4,out_of_template_freeform,same_sentence,random_norm,0.1,0.0,0.9416666666666667,0.0,0.1,40
1.0,4,out_of_template_freeform,same_sentence,target,0.05,0.0,0.9416666666666667,0.0,0.05,40
1.0,4,out_of_template_freeform,same_sentence,wrong_class,0.025,0.0,0.9916666666666666,0.0,0.025,40
1.0,5,in_template_test,copy_sentence,negative_target,0.125,0.0,0.7083333333333333,0.0,0.125,40
1.0,5,in_template_test,copy_sentence,none,0.05,0.0,0.825,0.0,0.05,40
1.0,5,in_template_test,copy_sentence,random_norm,0.025,0.0,0.7833333333333333,0.0,0.025,40
1.0,5,in_template_test,copy_sentence,target,0.025,0.0,0.8916666666666666,0.0,0.025,40
1.0,5,in_template_test,copy_sentence,wrong_class,0.125,0.0,0.8166666666666667,0.0,0.125,40
1.0,5,in_template_test,repeat_sentence,negative_target,0.15,0.0,0.9,0.0,0.15,40
1.0,5,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.0,5,in_template_test,repeat_sentence,random_norm,0.1,0.0,0.9333333333333333,0.0,0.1,40
1.0,5,in_template_test,repeat_sentence,target,0.075,0.0,0.9416666666666667,0.0,0.075,40
1.0,5,in_template_test,repeat_sentence,wrong_class,0.125,0.0,0.8916666666666666,0.0,0.125,40
1.0,5,in_template_test,same_sentence,negative_target,0.0,0.0,0.9833333333333334,0.0,0.0,40
1.0,5,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.0,5,in_template_test,same_sentence,random_norm,0.0,0.0,1.0,0.0,0.0,40
1.0,5,in_template_test,same_sentence,target,0.0,0.0,1.0,0.0,0.0,40
1.0,5,in_template_test,same_sentence,wrong_class,0.025,0.0,0.9833333333333334,0.0,0.025,40
1.0,5,out_of_template_freeform,copy_sentence,negative_target,0.175,0.0,0.7416666666666667,0.025,0.175,40
1.0,5,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.0,5,out_of_template_freeform,copy_sentence,random_norm,0.15,0.0,0.7083333333333333,0.025,0.15,40
1.0,5,out_of_template_freeform,copy_sentence,target,0.1,0.0,0.7416666666666667,0.0,0.1,40
1.0,5,out_of_template_freeform,copy_sentence,wrong_class,0.15,0.0,0.7166666666666667,0.0,0.15,40
1.0,5,out_of_template_freeform,repeat_sentence,negative_target,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.0,5,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.0,5,out_of_template_freeform,repeat_sentence,random_norm,0.1,0.0,0.9166666666666666,0.0,0.1,40
1.0,5,out_of_template_freeform,repeat_sentence,target,0.075,0.0,0.925,0.0,0.075,40
1.0,5,out_of_template_freeform,repeat_sentence,wrong_class,0.1,0.0,0.9083333333333334,0.0,0.125,40
1.0,5,out_of_template_freeform,same_sentence,negative_target,0.0,0.0,1.0,0.0,0.0,40
1.0,5,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.0,5,out_of_template_freeform,same_sentence,random_norm,0.0,0.0,1.0,0.0,0.0,40
1.0,5,out_of_template_freeform,same_sentence,target,0.0,0.0,1.0,0.0,0.0,40
1.0,5,out_of_template_freeform,same_sentence,wrong_class,0.0,0.0,1.0,0.0,0.0,40
1.5,0,in_template_test,copy_sentence,negative_target,0.0,0.0,0.09166666666666666,0.0,0.0,40
1.5,0,in_template_test,copy_sentence,none,0.05,0.0,0.825,0.0,0.05,40
1.5,0,in_template_test,copy_sentence,random_norm,0.075,0.0,0.35,0.0,0.075,40
1.5,0,in_template_test,copy_sentence,target,0.275,0.275,0.0,0.0,0.0,40
1.5,0,in_template_test,copy_sentence,wrong_class,0.05,0.0,0.85,0.0,0.05,40
1.5,0,in_template_test,repeat_sentence,negative_target,0.2,0.0,0.6166666666666667,0.0,0.2,40
1.5,0,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.5,0,in_template_test,repeat_sentence,random_norm,0.1,0.0,0.7083333333333333,0.0,0.125,40
1.5,0,in_template_test,repeat_sentence,target,0.25,0.25,0.0,0.0,0.0,40
1.5,0,in_template_test,repeat_sentence,wrong_class,0.1,0.0,0.9083333333333334,0.0,0.1,40
1.5,0,in_template_test,same_sentence,negative_target,0.1,0.0,0.7416666666666667,0.0,0.1,40
1.5,0,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,0,in_template_test,same_sentence,random_norm,0.05,0.0,0.7083333333333333,0.025,0.075,40
1.5,0,in_template_test,same_sentence,target,0.0,0.0,0.0,0.0,0.0,40
1.5,0,in_template_test,same_sentence,wrong_class,0.0,0.0,1.0,0.0,0.0,40
1.5,0,out_of_template_freeform,copy_sentence,negative_target,0.025,0.0,0.13333333333333333,0.0,0.025,40
1.5,0,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.5,0,out_of_template_freeform,copy_sentence,random_norm,0.125,0.0,0.2,0.0,0.175,40
1.5,0,out_of_template_freeform,copy_sentence,target,0.85,0.85,0.0,0.0,0.0,40
1.5,0,out_of_template_freeform,copy_sentence,wrong_class,0.175,0.0,0.7333333333333333,0.025,0.175,40
1.5,0,out_of_template_freeform,repeat_sentence,negative_target,0.225,0.0,0.5083333333333333,0.0,0.225,40
1.5,0,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.5,0,out_of_template_freeform,repeat_sentence,random_norm,0.125,0.0,0.5583333333333333,0.0,0.125,40
1.5,0,out_of_template_freeform,repeat_sentence,target,0.8,0.8,0.0,0.0,0.0,40
1.5,0,out_of_template_freeform,repeat_sentence,wrong_class,0.075,0.0,0.925,0.0,0.1,40
1.5,0,out_of_template_freeform,same_sentence,negative_target,0.125,0.0,0.6,0.025,0.125,40
1.5,0,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,0,out_of_template_freeform,same_sentence,random_norm,0.175,0.0,0.5583333333333333,0.025,0.175,40
1.5,0,out_of_template_freeform,same_sentence,target,0.025,0.025,0.0,0.0,0.0,40
1.5,0,out_of_template_freeform,same_sentence,wrong_class,0.0,0.0,1.0,0.0,0.0,40
1.5,1,in_template_test,copy_sentence,negative_target,0.3,0.0,0.4,0.025,0.3,40
1.5,1,in_template_test,copy_sentence,none,0.05,0.0,0.825,0.0,0.05,40
1.5,1,in_template_test,copy_sentence,random_norm,0.1,0.0,0.175,0.0,0.1,40
1.5,1,in_template_test,copy_sentence,target,0.0,0.0,0.0,0.0,0.0,40
1.5,1,in_template_test,copy_sentence,wrong_class,0.1,0.0,0.825,0.0,0.1,40
1.5,1,in_template_test,repeat_sentence,negative_target,0.575,0.0,0.5666666666666667,0.15,0.575,40
1.5,1,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.5,1,in_template_test,repeat_sentence,random_norm,0.175,0.0,0.19166666666666665,0.025,0.275,40
1.5,1,in_template_test,repeat_sentence,target,0.0,0.0,0.0,0.0,0.0,40
1.5,1,in_template_test,repeat_sentence,wrong_class,0.125,0.0,0.8916666666666666,0.0,0.125,40
1.5,1,in_template_test,same_sentence,negative_target,0.425,0.0,0.625,0.225,0.425,40
1.5,1,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,1,in_template_test,same_sentence,random_norm,0.1,0.025,0.275,0.0,0.1,40
1.5,1,in_template_test,same_sentence,target,0.0,0.0,0.0,0.0,0.0,40
1.5,1,in_template_test,same_sentence,wrong_class,0.0,0.0,1.0,0.0,0.0,40
1.5,1,out_of_template_freeform,copy_sentence,negative_target,0.5,0.0,0.36666666666666664,0.025,0.5,40
1.5,1,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.5,1,out_of_template_freeform,copy_sentence,random_norm,0.1,0.0,0.15833333333333333,0.0,0.125,40
1.5,1,out_of_template_freeform,copy_sentence,target,0.0,0.0,0.0,0.0,0.0,40
1.5,1,out_of_template_freeform,copy_sentence,wrong_class,0.175,0.0,0.725,0.025,0.175,40
1.5,1,out_of_template_freeform,repeat_sentence,negative_target,0.7,0.0,0.5333333333333333,0.125,0.7,40
1.5,1,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.5,1,out_of_template_freeform,repeat_sentence,random_norm,0.15,0.0,0.18333333333333332,0.0,0.2,40
1.5,1,out_of_template_freeform,repeat_sentence,target,0.0,0.0,0.0,0.0,0.0,40
1.5,1,out_of_template_freeform,repeat_sentence,wrong_class,0.075,0.0,0.9583333333333334,0.0,0.075,40
1.5,1,out_of_template_freeform,same_sentence,negative_target,0.55,0.0,0.5083333333333333,0.1,0.55,40
1.5,1,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,1,out_of_template_freeform,same_sentence,random_norm,0.075,0.0,0.16666666666666666,0.0,0.125,40
1.5,1,out_of_template_freeform,same_sentence,target,0.025,0.025,0.008333333333333333,0.0,0.025,40
1.5,1,out_of_template_freeform,same_sentence,wrong_class,0.025,0.0,0.9916666666666666,0.0,0.025,40
1.5,2,in_template_test,copy_sentence,negative_target,0.425,0.0,0.425,0.025,0.425,40
1.5,2,in_template_test,copy_sentence,none,0.05,0.0,0.825,0.0,0.05,40
1.5,2,in_template_test,copy_sentence,random_norm,0.1,0.05,0.125,0.0,0.125,40
1.5,2,in_template_test,copy_sentence,target,0.1,0.1,0.0,0.0,0.1,40
1.5,2,in_template_test,copy_sentence,wrong_class,0.05,0.0,0.8,0.0,0.05,40
1.5,2,in_template_test,repeat_sentence,negative_target,0.475,0.0,0.4833333333333333,0.075,0.475,40
1.5,2,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.5,2,in_template_test,repeat_sentence,random_norm,0.275,0.0,0.15833333333333333,0.0,0.3,40
1.5,2,in_template_test,repeat_sentence,target,0.85,0.85,0.10833333333333332,0.075,0.15,40
1.5,2,in_template_test,repeat_sentence,wrong_class,0.15,0.0,0.9,0.0,0.15,40
1.5,2,in_template_test,same_sentence,negative_target,0.475,0.0,0.65,0.1,0.475,40
1.5,2,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,2,in_template_test,same_sentence,random_norm,0.1,0.0,0.2333333333333333,0.0,0.1,40
1.5,2,in_template_test,same_sentence,target,0.975,0.975,0.0,0.0,0.0,40
1.5,2,in_template_test,same_sentence,wrong_class,0.05,0.0,0.9833333333333334,0.0,0.05,40
1.5,2,out_of_template_freeform,copy_sentence,negative_target,0.4,0.0,0.29166666666666663,0.05,0.4,40
1.5,2,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.5,2,out_of_template_freeform,copy_sentence,random_norm,0.1,0.025,0.09166666666666666,0.0,0.1,40
1.5,2,out_of_template_freeform,copy_sentence,target,0.025,0.025,0.0,0.0,0.025,40
1.5,2,out_of_template_freeform,copy_sentence,wrong_class,0.175,0.0,0.6916666666666667,0.0,0.2,40
1.5,2,out_of_template_freeform,repeat_sentence,negative_target,0.175,0.0,0.3333333333333333,0.025,0.175,40
1.5,2,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.5,2,out_of_template_freeform,repeat_sentence,random_norm,0.1,0.0,0.125,0.05,0.1,40
1.5,2,out_of_template_freeform,repeat_sentence,target,0.7,0.7,0.0,0.0,0.275,40
1.5,2,out_of_template_freeform,repeat_sentence,wrong_class,0.125,0.0,0.9083333333333334,0.0,0.125,40
1.5,2,out_of_template_freeform,same_sentence,negative_target,0.4,0.0,0.4666666666666667,0.075,0.4,40
1.5,2,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,2,out_of_template_freeform,same_sentence,random_norm,0.175,0.0,0.16666666666666666,0.0,0.175,40
1.5,2,out_of_template_freeform,same_sentence,target,0.55,0.55,0.0,0.0,0.0,40
1.5,2,out_of_template_freeform,same_sentence,wrong_class,0.025,0.0,0.9916666666666666,0.0,0.025,40
1.5,3,in_template_test,copy_sentence,negative_target,0.375,0.0,0.525,0.025,0.375,40
1.5,3,in_template_test,copy_sentence,none,0.05,0.0,0.825,0.0,0.05,40
1.5,3,in_template_test,copy_sentence,random_norm,0.125,0.0,0.4416666666666667,0.0,0.15,40
1.5,3,in_template_test,copy_sentence,target,0.0,0.0,0.0,0.0,0.05,40
1.5,3,in_template_test,copy_sentence,wrong_class,0.25,0.0,0.8166666666666667,0.0,0.25,40
1.5,3,in_template_test,repeat_sentence,negative_target,0.375,0.0,0.5583333333333333,0.025,0.375,40
1.5,3,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.5,3,in_template_test,repeat_sentence,random_norm,0.225,0.0,0.5333333333333333,0.025,0.25,40
1.5,3,in_template_test,repeat_sentence,target,0.0,0.0,0.0,0.0,0.3,40
1.5,3,in_template_test,repeat_sentence,wrong_class,0.275,0.0,0.7916666666666667,0.025,0.3,40
1.5,3,in_template_test,same_sentence,negative_target,0.3,0.0,0.6166666666666666,0.0,0.3,40
1.5,3,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,3,in_template_test,same_sentence,random_norm,0.2,0.0,0.5083333333333333,0.0,0.2,40
1.5,3,in_template_test,same_sentence,target,0.025,0.025,0.425,0.0,0.15,40
1.5,3,in_template_test,same_sentence,wrong_class,0.05,0.0,0.9416666666666667,0.0,0.05,40
1.5,3,out_of_template_freeform,copy_sentence,negative_target,0.525,0.0,0.3833333333333333,0.025,0.525,40
1.5,3,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.5,3,out_of_template_freeform,copy_sentence,random_norm,0.175,0.0,0.3,0.0,0.275,40
1.5,3,out_of_template_freeform,copy_sentence,target,0.0,0.0,0.0,0.0,0.125,40
1.5,3,out_of_template_freeform,copy_sentence,wrong_class,0.25,0.0,0.75,0.0,0.3,40
1.5,3,out_of_template_freeform,repeat_sentence,negative_target,0.525,0.0,0.4666666666666667,0.0,0.525,40
1.5,3,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.5,3,out_of_template_freeform,repeat_sentence,random_norm,0.25,0.0,0.425,0.0,0.3,40
1.5,3,out_of_template_freeform,repeat_sentence,target,0.1,0.1,0.13333333333333333,0.0,0.45,40
1.5,3,out_of_template_freeform,repeat_sentence,wrong_class,0.15,0.0,0.8666666666666666,0.0,0.175,40
1.5,3,out_of_template_freeform,same_sentence,negative_target,0.35,0.0,0.5916666666666667,0.025,0.35,40
1.5,3,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,3,out_of_template_freeform,same_sentence,random_norm,0.2,0.0,0.5916666666666667,0.0,0.25,40
1.5,3,out_of_template_freeform,same_sentence,target,0.025,0.025,0.26666666666666666,0.0,0.175,40
1.5,3,out_of_template_freeform,same_sentence,wrong_class,0.025,0.0,0.9666666666666666,0.0,0.025,40
1.5,4,in_template_test,copy_sentence,negative_target,0.275,0.0,0.4833333333333333,0.0,0.275,40
1.5,4,in_template_test,copy_sentence,none,0.05,0.0,0.825,0.0,0.05,40
1.5,4,in_template_test,copy_sentence,random_norm,0.2,0.0,0.6,0.0,0.2,40
1.5,4,in_template_test,copy_sentence,target,0.0,0.0,0.016666666666666666,0.0,0.05,40
1.5,4,in_template_test,copy_sentence,wrong_class,0.125,0.0,0.7666666666666667,0.0,0.125,40
1.5,4,in_template_test,repeat_sentence,negative_target,0.3,0.0,0.5916666666666666,0.0,0.3,40
1.5,4,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.5,4,in_template_test,repeat_sentence,random_norm,0.225,0.0,0.6916666666666667,0.0,0.225,40
1.5,4,in_template_test,repeat_sentence,target,0.0,0.0,0.025,0.0,0.1,40
1.5,4,in_template_test,repeat_sentence,wrong_class,0.125,0.0,0.9083333333333334,0.0,0.125,40
1.5,4,in_template_test,same_sentence,negative_target,0.3,0.0,0.6416666666666667,0.0,0.3,40
1.5,4,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,4,in_template_test,same_sentence,random_norm,0.125,0.0,0.825,0.0,0.15,40
1.5,4,in_template_test,same_sentence,target,0.075,0.0,0.21666666666666665,0.0,0.125,40
1.5,4,in_template_test,same_sentence,wrong_class,0.05,0.0,0.9666666666666666,0.0,0.05,40
1.5,4,out_of_template_freeform,copy_sentence,negative_target,0.425,0.0,0.4,0.0,0.425,40
1.5,4,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.5,4,out_of_template_freeform,copy_sentence,random_norm,0.375,0.0,0.4416666666666666,0.0,0.4,40
1.5,4,out_of_template_freeform,copy_sentence,target,0.05,0.05,0.075,0.0,0.075,40
1.5,4,out_of_template_freeform,copy_sentence,wrong_class,0.175,0.0,0.6833333333333333,0.0,0.25,40
1.5,4,out_of_template_freeform,repeat_sentence,negative_target,0.4,0.0,0.4833333333333333,0.0,0.4,40
1.5,4,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.5,4,out_of_template_freeform,repeat_sentence,random_norm,0.325,0.0,0.5,0.025,0.375,40
1.5,4,out_of_template_freeform,repeat_sentence,target,0.075,0.075,0.19166666666666665,0.0,0.15,40
1.5,4,out_of_template_freeform,repeat_sentence,wrong_class,0.075,0.0,0.9416666666666667,0.0,0.1,40
1.5,4,out_of_template_freeform,same_sentence,negative_target,0.35,0.0,0.5416666666666666,0.025,0.35,40
1.5,4,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,4,out_of_template_freeform,same_sentence,random_norm,0.25,0.0,0.7,0.0,0.25,40
1.5,4,out_of_template_freeform,same_sentence,target,0.025,0.025,0.4666666666666667,0.0,0.15,40
1.5,4,out_of_template_freeform,same_sentence,wrong_class,0.025,0.0,0.9916666666666666,0.0,0.025,40
1.5,5,in_template_test,copy_sentence,negative_target,0.125,0.0,0.6833333333333333,0.0,0.125,40
1.5,5,in_template_test,copy_sentence,none,0.05,0.0,0.825,0.0,0.05,40
1.5,5,in_template_test,copy_sentence,random_norm,0.025,0.0,0.7583333333333333,0.0,0.025,40
1.5,5,in_template_test,copy_sentence,target,0.025,0.0,0.8916666666666666,0.0,0.025,40
1.5,5,in_template_test,copy_sentence,wrong_class,0.125,0.0,0.8583333333333334,0.0,0.125,40
1.5,5,in_template_test,repeat_sentence,negative_target,0.125,0.0,0.8916666666666666,0.0,0.125,40
1.5,5,in_template_test,repeat_sentence,none,0.125,0.0,0.9166666666666666,0.0,0.125,40
1.5,5,in_template_test,repeat_sentence,random_norm,0.1,0.0,0.925,0.0,0.1,40
1.5,5,in_template_test,repeat_sentence,target,0.075,0.0,0.95,0.0,0.075,40
1.5,5,in_template_test,repeat_sentence,wrong_class,0.125,0.0,0.8916666666666666,0.0,0.125,40
1.5,5,in_template_test,same_sentence,negative_target,0.05,0.0,0.9583333333333334,0.0,0.05,40
1.5,5,in_template_test,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,5,in_template_test,same_sentence,random_norm,0.0,0.0,0.9833333333333334,0.0,0.0,40
1.5,5,in_template_test,same_sentence,target,0.0,0.0,1.0,0.0,0.0,40
1.5,5,in_template_test,same_sentence,wrong_class,0.05,0.0,0.95,0.0,0.05,40
1.5,5,out_of_template_freeform,copy_sentence,negative_target,0.2,0.0,0.675,0.025,0.2,40
1.5,5,out_of_template_freeform,copy_sentence,none,0.175,0.0,0.75,0.025,0.175,40
1.5,5,out_of_template_freeform,copy_sentence,random_norm,0.125,0.0,0.675,0.025,0.125,40
1.5,5,out_of_template_freeform,copy_sentence,target,0.075,0.0,0.7583333333333333,0.0,0.075,40
1.5,5,out_of_template_freeform,copy_sentence,wrong_class,0.175,0.0,0.7,0.0,0.175,40
1.5,5,out_of_template_freeform,repeat_sentence,negative_target,0.125,0.0,0.8916666666666666,0.0,0.125,40
1.5,5,out_of_template_freeform,repeat_sentence,none,0.075,0.0,0.9166666666666666,0.0,0.1,40
1.5,5,out_of_template_freeform,repeat_sentence,random_norm,0.075,0.0,0.9333333333333333,0.0,0.075,40
1.5,5,out_of_template_freeform,repeat_sentence,target,0.05,0.0,0.925,0.0,0.05,40
1.5,5,out_of_template_freeform,repeat_sentence,wrong_class,0.125,0.0,0.925,0.0,0.125,40
1.5,5,out_of_template_freeform,same_sentence,negative_target,0.025,0.0,0.9916666666666666,0.0,0.025,40
1.5,5,out_of_template_freeform,same_sentence,none,0.0,0.0,1.0,0.0,0.0,40
1.5,5,out_of_template_freeform,same_sentence,random_norm,0.0,0.0,0.975,0.0,0.025,40
1.5,5,out_of_template_freeform,same_sentence,target,0.0,0.0,1.0,0.0,0.0,40
1.5,5,out_of_template_freeform,same_sentence,wrong_class,0.0,0.0,1.0,0.0,0.0,40
