model,template_id,triple,a,b,c,jacobi_norm,relative_jacobi_norm,null_mean_relative_jacobi_norm,null_std_relative_jacobi_norm,jacobi_to_null_mean_ratio,null_percentile_smaller_is_better
bert-base-uncased,93,NMT,N,M,T,5.074625015258789,0.3042227327823639,0.38840852305293083,0.12559304584964562,0.7832545238460752,0.509
bert-base-uncased,93,QMT,Q,M,T,5.152832508087158,0.2628551721572876,0.38114354252815247,0.07699326307404375,0.689648761758,0.098
bert-base-uncased,94,NQM,N,Q,M,4.864624500274658,0.24748165905475616,0.3053560122400522,0.07084962342551318,0.8104692527206269,0.319
bert-base-uncased,94,NQT,N,Q,T,6.966859340667725,0.36657676100730896,0.3216248050779104,0.07244493599334616,1.1397652022435572,0.699
bert-base-uncased,94,NMT,N,M,T,5.499003887176514,0.29290175437927246,0.3870417717248201,0.12218230738875638,0.7567703947644279,0.296
bert-base-uncased,94,QMT,Q,M,T,5.1154866218566895,0.2741098701953888,0.4117313923537731,0.09234471226375153,0.6657492610114093,0.103
bert-base-uncased,95,NQM,N,Q,M,4.492828845977783,0.2842831313610077,0.3603812974393368,0.0889017746769831,0.788839857617951,0.189
bert-base-uncased,95,NQT,N,Q,T,6.200270175933838,0.39527609944343567,0.38155600664019584,0.07915482645412115,1.0359582671047867,0.601
bert-base-uncased,95,NMT,N,M,T,4.82553768157959,0.3342307507991791,0.45281646025180816,0.14878309696749542,0.7381152854129409,0.325
bert-base-uncased,95,QMT,Q,M,T,5.006306171417236,0.3290359377861023,0.4724138516783714,0.09875554313221246,0.6964993439892189,0.113
bert-base-uncased,96,NQM,N,Q,M,5.433840751647949,0.2944650948047638,0.32410615383088587,0.06840761041312869,0.9085452137311256,0.393
bert-base-uncased,96,NQT,N,Q,T,6.92988395690918,0.3751707673072815,0.3329589427411556,0.07864304778088757,1.12677786701712,0.798
bert-base-uncased,96,NMT,N,M,T,5.292693614959717,0.3202800750732422,0.41946313112974165,0.14316673897298668,0.7635476190955498,0.411
bert-base-uncased,96,QMT,Q,M,T,4.8431315422058105,0.27415135502815247,0.4191134413480759,0.09346650525425945,0.6541220776544225,0.106
