model,language,path,direct,mean_residual_norm,mean_direct_norm,relative_residual_norm,mean_cosine_composed_direct,note
bert-base-multilingual-cased,ar,-2->-1->0,-2->0,1.932927204961743e-07,4.3108439445495605,4.483871762772651e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ar,-1->0->1,-1->1,1.701366585393771e-07,2.0670175552368164,8.231021553228857e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ar,0->1->2,0->2,1.876244652976311e-07,4.078860282897949,4.5999236419902445e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ar,-2->0->2,-2->2,1.5993794022506336e-07,2.787137269973755,5.7384305307550676e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,de,-2->-1->0,-2->0,2.258038165336984e-07,5.62758731842041,4.0124444211642185e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,de,-1->0->1,-1->1,2.132339886884438e-07,3.153022050857544,6.762844861896156e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,de,0->1->2,0->2,2.279281545725098e-07,5.550897121429443,4.106149731342157e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,de,-2->0->2,-2->2,2.1433797314784897e-07,3.303234577178955,6.488730264209153e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,en,-2->-1->0,-2->0,2.010619510883771e-07,5.527435779571533,3.6375265466404016e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,en,-1->0->1,-1->1,2.0171955839032307e-07,3.763704299926758,5.359601829013627e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,en,0->1->2,0->2,2.177978757345045e-07,6.1615986824035645,3.534762527124258e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,en,-2->0->2,-2->2,2.2499929741570668e-07,3.753279209136963,5.994738927483922e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,es,-2->-1->0,-2->0,1.9343092105827964e-07,4.537510871887207,4.262930275444887e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,es,-1->0->1,-1->1,1.8369003385032556e-07,2.5861682891845703,7.102787691337653e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,es,0->1->2,0->2,2.1102266600792063e-07,5.198645114898682,4.059185698679357e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,es,-2->0->2,-2->2,1.922637977713748e-07,3.3517441749572754,5.73623140098789e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,fr,-2->-1->0,-2->0,2.3910038748908846e-07,5.114495277404785,4.6749555338010396e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,fr,-1->0->1,-1->1,1.9841547782561975e-07,2.981407642364502,6.65509389818908e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,fr,0->1->2,0->2,2.0588068139204552e-07,5.004193305969238,4.114163232316059e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,fr,-2->0->2,-2->2,2.0855308946465811e-07,3.9540019035339355,5.274481296169142e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ru,-2->-1->0,-2->0,1.591074010320881e-07,3.764692783355713,4.226304994858765e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ru,-1->0->1,-1->1,1.8314992189516488e-07,4.140840530395508,4.4230130669120626e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ru,0->1->2,0->2,1.860220208982355e-07,4.159272193908691,4.472465775506862e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ru,-2->0->2,-2->2,1.6471121000449784e-07,3.4563210010528564,4.765506744774939e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,zh,-2->-1->0,-2->0,1.8867464746108453e-07,4.273367404937744,4.415128174173333e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,zh,-1->0->1,-1->1,1.789591408396518e-07,3.0803184509277344,5.8097608501839204e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,zh,0->1->2,0->2,1.7294271970058617e-07,3.7836945056915283,4.570737033304795e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,zh,-2->0->2,-2->2,1.5619801274624479e-07,3.285402774810791,4.7543032621888415e-08,1.0,sanity_identity_for_same_endpoint_path
