model,language,path,direct,mean_residual_norm,mean_direct_norm,relative_residual_norm,mean_cosine_composed_direct,note
intfloat/multilingual-e5-large,ar,-2->-1->0,-2->0,1.9685857921558636e-07,5.366917610168457,3.668000658763049e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ar,-1->0->1,-1->1,1.5873153813572571e-07,1.9099605083465576,8.310723842441803e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ar,0->1->2,0->2,1.9716958377102856e-07,5.719605922698975,3.447258123401298e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ar,-2->0->2,-2->2,2.011240241017731e-07,3.991544246673584,5.038752348696107e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,de,-2->-1->0,-2->0,3.6847868045697396e-07,9.221105575561523,3.9960358577673105e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,de,-1->0->1,-1->1,3.6214510146237444e-07,8.783708572387695,4.1229178293633595e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,de,0->1->2,0->2,2.9152272418286884e-07,9.389323234558105,3.1048323023696867e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,de,-2->0->2,-2->2,3.8380585465347394e-07,9.445178985595703,4.063510772311929e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,en,-2->-1->0,-2->0,3.0064211387070827e-07,9.188562393188477,3.271916781955042e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,en,-1->0->1,-1->1,4.818338084078277e-07,11.435625076293945,4.213445237155611e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,en,0->1->2,0->2,4.711824601599801e-07,13.27820873260498,3.5485392402279103e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,en,-2->0->2,-2->2,4.975481715518981e-07,12.472295761108398,3.9892267267305215e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,es,-2->-1->0,-2->0,3.3322723425044387e-07,9.037698745727539,3.687080507575047e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,es,-1->0->1,-1->1,3.7368926086855936e-07,8.631680488586426,4.329275782311015e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,es,0->1->2,0->2,3.5517706464816e-07,10.780078887939453,3.2947539807537396e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,es,-2->0->2,-2->2,4.1573017028895265e-07,9.296475410461426,4.471911552172969e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,fr,-2->-1->0,-2->0,3.3652770525804954e-07,8.04374885559082,4.183717194905512e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,fr,-1->0->1,-1->1,3.529807486302161e-07,8.631827354431152,4.08929352602172e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,fr,0->1->2,0->2,3.179787029239378e-07,9.965948104858398,3.1906516539947916e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,fr,-2->0->2,-2->2,3.537696215971664e-07,8.818384170532227,4.01172854935794e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ru,-2->-1->0,-2->0,3.0369693604370696e-07,8.571200370788574,3.5432250911071606e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ru,-1->0->1,-1->1,2.772495975023048e-07,7.016071319580078,3.951635818566501e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ru,0->1->2,0->2,3.0073744028413785e-07,7.174017429351807,4.192036584527159e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ru,-2->0->2,-2->2,3.6618448007175175e-07,8.91516399383545,4.107434037337043e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,zh,-2->-1->0,-2->0,2.518648614113772e-07,6.353161811828613,3.964401784628535e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,zh,-1->0->1,-1->1,2.0667054911882587e-07,3.2561912536621094,6.3470025679635e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,zh,0->1->2,0->2,2.2834642265934235e-07,5.942422866821289,3.8426485104992025e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,zh,-2->0->2,-2->2,2.465606030455092e-07,4.893008232116699,5.0390390526899864e-08,1.0,sanity_identity_for_same_endpoint_path
