model,language,mean_adjacent_norm,std_adjacent_norm_across_steps,cv_adjacent_norm_across_steps,cos_hate_dislike_to_dislike_neutral,cos_dislike_neutral_to_neutral_like,cos_neutral_like_to_like_love,cos_hate_dislike_to_neutral_like,cos_dislike_neutral_to_like_love
bert-base-multilingual-cased,ar,4.167724132537842,0.4908096492290497,0.1177644282579422,-0.5482247471809387,-0.8870450854301453,-0.5421009063720703,0.23699180781841278,0.5961969494819641
bert-base-multilingual-cased,de,4.7717509269714355,1.01494300365448,0.21269823610782623,-0.36165863275527954,-0.8675336837768555,-0.32890135049819946,0.0717337355017662,0.15712663531303406
bert-base-multilingual-cased,en,4.411756992340088,1.1483227014541626,0.26028692722320557,-0.15789411962032318,-0.7978752851486206,-0.12212788313627243,-0.11507019400596619,-0.07311023771762848
bert-base-multilingual-cased,es,4.356970310211182,0.7140721082687378,0.16389189660549164,-0.5342149138450623,-0.8632173538208008,-0.321856826543808,0.31552204489707947,0.270446240901947
bert-base-multilingual-cased,fr,5.0769124031066895,0.9653875231742859,0.19015248119831085,-0.5960813760757446,-0.8606746792793274,-0.40457138419151306,0.3532426357269287,0.3313491642475128
bert-base-multilingual-cased,ru,3.9215080738067627,0.35355454683303833,0.09015779942274094,-0.5359477400779724,-0.4778975248336792,-0.5380622744560242,-0.007595147006213665,-0.13853977620601654
bert-base-multilingual-cased,zh,4.448859214782715,0.47458016872406006,0.10667457431554794,-0.6222581267356873,-0.8344969749450684,-0.6696993708610535,0.21471036970615387,0.5963318943977356
