model,language,path,direct,mean_residual_norm,mean_direct_norm,relative_residual_norm,mean_cosine_composed_direct,note
xlm-roberta-base,ar,-2->-1->0,-2->0,3.250343638683262e-08,0.7739262580871582,4.19981063259911e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ar,-1->0->1,-1->1,2.776429219863985e-08,0.28995010256767273,9.575541781714492e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ar,0->1->2,0->2,3.0115170801536806e-08,0.7751070261001587,3.885292088057213e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ar,-2->0->2,-2->2,2.9547795321605008e-08,0.6699264049530029,4.4106030827606446e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,de,-2->-1->0,-2->0,4.43771739355725e-08,1.1398000717163086,3.8934174995119974e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,de,-1->0->1,-1->1,4.031481282140703e-08,0.4365958273410797,9.233897912963585e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,de,0->1->2,0->2,4.6380925766698056e-08,1.038079857826233,4.4679534738634175e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,de,-2->0->2,-2->2,4.003801024055065e-08,0.5540016293525696,7.227056642022944e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,en,-2->-1->0,-2->0,3.015396643490931e-08,1.0114952325820923,2.981127877887957e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,en,-1->0->1,-1->1,2.9961043424009404e-08,0.4792906641960144,6.251121931200032e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,en,0->1->2,0->2,3.357390099267832e-08,0.9378100633621216,3.5800319153622695e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,en,-2->0->2,-2->2,3.377977364493745e-08,0.44293928146362305,7.626276499195228e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,es,-2->-1->0,-2->0,3.3140118205210456e-08,0.9280892610549927,3.570789885998238e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,es,-1->0->1,-1->1,3.156316807917392e-08,0.48648566007614136,6.487995563020377e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,es,0->1->2,0->2,3.602594489393596e-08,1.0481518507003784,3.43709203320941e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,es,-2->0->2,-2->2,3.638747969603173e-08,0.5807715654373169,6.265369023594758e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,fr,-2->-1->0,-2->0,4.705585610054186e-08,1.2499444484710693,3.764635891911894e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,fr,-1->0->1,-1->1,3.537466142233825e-08,0.6756598949432373,5.235572331230287e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,fr,0->1->2,0->2,3.365619960504773e-08,0.9648408889770508,3.488264255224749e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,fr,-2->0->2,-2->2,4.50596466805564e-08,0.7585927248001099,5.939899594409326e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ru,-2->-1->0,-2->0,2.868497617214416e-08,0.6814735531806946,4.209257298271041e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ru,-1->0->1,-1->1,2.8766629966980872e-08,0.6084142923355103,4.72813184160259e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ru,0->1->2,0->2,3.0434073039486975e-08,0.7881357073783875,3.8615269204456126e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ru,-2->0->2,-2->2,2.8908280214068327e-08,0.5683623552322388,5.0862411171692656e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,zh,-2->-1->0,-2->0,3.821405769599551e-08,0.8438283801078796,4.5286526528798277e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,zh,-1->0->1,-1->1,3.5698938916084444e-08,0.5294361114501953,6.742822478145172e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,zh,0->1->2,0->2,3.661862990611553e-08,0.7927771210670471,4.619032267783041e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,zh,-2->0->2,-2->2,3.13736663315467e-08,0.5571370720863342,5.63122952712547e-08,1.0,sanity_identity_for_same_endpoint_path
