model,language,path,direct,mean_residual_norm,mean_direct_norm,relative_residual_norm,mean_cosine_composed_direct,note
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-2->-1->0,-2->0,2.855850844696306e-08,0.713078498840332,4.0049599192570895e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-1->0->1,-1->1,2.516087249659904e-08,0.1722375601530075,1.4608238529945083e-07,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,0->1->2,0->2,2.854124581119777e-08,0.7293902635574341,3.9130281237476083e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-2->0->2,-2->2,2.7752014020165916e-08,0.47943025827407837,5.788540491380445e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-2->-1->0,-2->0,7.187064454683423e-08,1.9831784963607788,3.62401273434898e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-1->0->1,-1->1,7.310531913162777e-08,2.1508564949035645,3.398893255734947e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,0->1->2,0->2,5.5630550832574954e-08,1.7001644372940063,3.272068838100495e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-2->0->2,-2->2,8.551997154881974e-08,2.6927967071533203,3.175879115246971e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-2->-1->0,-2->0,7.132551615995908e-08,2.912216901779175,2.449182900932101e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-1->0->1,-1->1,9.729400574087776e-08,3.3361167907714844,2.916384822526652e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,0->1->2,0->2,1.016824597854793e-07,3.2317938804626465,3.1463162741829365e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-2->0->2,-2->2,1.2813087835183978e-07,3.5692665576934814,3.589837760387127e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-2->-1->0,-2->0,7.622732312029257e-08,2.311965227127075,3.2970792318565145e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-1->0->1,-1->1,9.141682255631167e-08,2.401005268096924,3.80743934158545e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,0->1->2,0->2,7.541481750195089e-08,2.537479877471924,2.9720361283125385e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-2->0->2,-2->2,9.666293721011243e-08,3.034153699874878,3.185828489904452e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-2->-1->0,-2->0,8.080392888132337e-08,2.16579008102417,3.730921704914181e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-1->0->1,-1->1,8.583454302879545e-08,2.405189275741577,3.568722917179912e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,0->1->2,0->2,6.827068688153304e-08,2.5225157737731934,2.7064523067110713e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-2->0->2,-2->2,1.106437039766206e-07,2.760714292526245,4.007792497873197e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-2->-1->0,-2->0,4.0780193444334145e-08,1.0713125467300415,3.806563597663626e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-1->0->1,-1->1,4.805188424938933e-08,1.0829427242279053,4.437158551695575e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,0->1->2,0->2,4.5222940059375105e-08,1.098120927810669,4.1182111942816846e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-2->0->2,-2->2,4.701890077285498e-08,0.990805983543396,4.745520598703479e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-2->-1->0,-2->0,4.136365205908987e-08,0.9691845178604126,4.2678820477703994e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-1->0->1,-1->1,3.4392058978482964e-08,0.43973931670188904,7.821010683528584e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,0->1->2,0->2,3.767707568158585e-08,0.9913089871406555,3.800739989401336e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-2->0->2,-2->2,4.142778919913326e-08,1.0974833965301514,3.7747987846614706e-08,1.0,sanity_identity_for_same_endpoint_path
