model,heldout_language,method,operator,target_cosine,mse,n_test
Qwen/Qwen3-Embedding-0.6B,en,additive,N,0.9309245944023132,2.6212635040283203,160
Qwen/Qwen3-Embedding-0.6B,en,linear,N,0.7247582895336769,9.910702699968743,160
Qwen/Qwen3-Embedding-0.6B,en,affine,N,0.7011216282844543,11.064882278442383,160
Qwen/Qwen3-Embedding-0.6B,en,additive,Q,0.9538220167160034,1.7006471157073975,160
Qwen/Qwen3-Embedding-0.6B,en,linear,Q,0.8732702743233667,4.431773750619398,160
Qwen/Qwen3-Embedding-0.6B,en,affine,Q,0.8584359884262085,4.9137959480285645,160
Qwen/Qwen3-Embedding-0.6B,en,additive,M,0.9741888046264648,0.9755443334579468,160
Qwen/Qwen3-Embedding-0.6B,en,linear,M,0.8569660356881652,5.028946826799616,160
Qwen/Qwen3-Embedding-0.6B,en,affine,M,0.8268032073974609,6.054575443267822,160
Qwen/Qwen3-Embedding-0.6B,en,additive,T,0.9349937438964844,2.3907909393310547,160
Qwen/Qwen3-Embedding-0.6B,en,linear,T,0.8575528064913049,4.8662127971208005,160
Qwen/Qwen3-Embedding-0.6B,en,affine,T,0.8448535799980164,5.33900785446167,160
Qwen/Qwen3-Embedding-0.6B,es,additive,N,0.9271858930587769,2.0647146701812744,160
Qwen/Qwen3-Embedding-0.6B,es,linear,N,0.650992281280005,10.010111747327661,160
Qwen/Qwen3-Embedding-0.6B,es,affine,N,0.5926939249038696,13.174774169921875,160
Qwen/Qwen3-Embedding-0.6B,es,additive,Q,0.9737340807914734,0.7551247477531433,160
Qwen/Qwen3-Embedding-0.6B,es,linear,Q,0.794243397536688,5.947244340931677,160
Qwen/Qwen3-Embedding-0.6B,es,affine,Q,0.7201137542724609,7.959936618804932,160
Qwen/Qwen3-Embedding-0.6B,es,additive,M,0.9441947937011719,1.5698961019515991,160
Qwen/Qwen3-Embedding-0.6B,es,linear,M,0.7764037615804554,6.178368012308579,160
Qwen/Qwen3-Embedding-0.6B,es,affine,M,0.6686696410179138,11.03674030303955,160
Qwen/Qwen3-Embedding-0.6B,es,additive,T,0.9357321858406067,1.8893883228302002,160
Qwen/Qwen3-Embedding-0.6B,es,linear,T,0.7025790188841258,8.864151657560187,160
Qwen/Qwen3-Embedding-0.6B,es,affine,T,0.7177982330322266,8.2376708984375,160
Qwen/Qwen3-Embedding-0.6B,fr,additive,N,0.9497231245040894,1.7739512920379639,160
Qwen/Qwen3-Embedding-0.6B,fr,linear,N,0.563642140056143,17.597526418990846,160
Qwen/Qwen3-Embedding-0.6B,fr,affine,N,0.4065737724304199,28.89468765258789,160
Qwen/Qwen3-Embedding-0.6B,fr,additive,Q,0.976335883140564,0.7960008382797241,160
Qwen/Qwen3-Embedding-0.6B,fr,linear,Q,0.7226552450688922,10.507497775826707,160
Qwen/Qwen3-Embedding-0.6B,fr,affine,Q,0.5896557569503784,15.05072021484375,160
Qwen/Qwen3-Embedding-0.6B,fr,additive,M,0.9629051089286804,1.2388051748275757,160
Qwen/Qwen3-Embedding-0.6B,fr,linear,M,0.6562481643061611,13.367450950237133,160
Qwen/Qwen3-Embedding-0.6B,fr,affine,M,0.3258192837238312,47.344791412353516,160
Qwen/Qwen3-Embedding-0.6B,fr,additive,T,0.9640710949897766,1.2172362804412842,160
Qwen/Qwen3-Embedding-0.6B,fr,linear,T,0.5675671438049157,16.84867098313417,160
Qwen/Qwen3-Embedding-0.6B,fr,affine,T,0.34560805559158325,32.31262969970703,160
Qwen/Qwen3-Embedding-0.6B,de,additive,N,0.9096649289131165,2.6448307037353516,160
Qwen/Qwen3-Embedding-0.6B,de,linear,N,0.6121222385839893,11.519058529396204,160
Qwen/Qwen3-Embedding-0.6B,de,affine,N,0.5108617544174194,15.906171798706055,160
Qwen/Qwen3-Embedding-0.6B,de,additive,Q,0.9533885717391968,1.348398208618164,160
Qwen/Qwen3-Embedding-0.6B,de,linear,Q,0.746890531331991,7.274672374062211,160
Qwen/Qwen3-Embedding-0.6B,de,affine,Q,0.6338372826576233,11.530631065368652,160
Qwen/Qwen3-Embedding-0.6B,de,additive,M,0.9546593427658081,1.3012816905975342,160
Qwen/Qwen3-Embedding-0.6B,de,linear,M,0.713599196212614,7.908953809045246,160
Qwen/Qwen3-Embedding-0.6B,de,affine,M,0.5272248983383179,14.71270751953125,160
Qwen/Qwen3-Embedding-0.6B,de,additive,T,0.9622403979301453,1.1154484748840332,160
Qwen/Qwen3-Embedding-0.6B,de,linear,T,0.5854188823379955,14.166173403264912,160
Qwen/Qwen3-Embedding-0.6B,de,affine,T,0.5434783697128296,14.40882396697998,160
Qwen/Qwen3-Embedding-0.6B,ru,additive,N,0.8797541856765747,3.2176527976989746,160
Qwen/Qwen3-Embedding-0.6B,ru,linear,N,0.5708135832758054,13.718491836825464,160
Qwen/Qwen3-Embedding-0.6B,ru,affine,N,0.4437515139579773,16.53872299194336,160
Qwen/Qwen3-Embedding-0.6B,ru,additive,Q,0.9493005871772766,1.32956862449646,160
Qwen/Qwen3-Embedding-0.6B,ru,linear,Q,0.7419661201809911,6.534900035093901,160
Qwen/Qwen3-Embedding-0.6B,ru,affine,Q,0.6363111734390259,9.372299194335938,160
Qwen/Qwen3-Embedding-0.6B,ru,additive,M,0.8828107118606567,3.198439598083496,160
Qwen/Qwen3-Embedding-0.6B,ru,linear,M,0.6770033197026203,8.994643920589283,160
Qwen/Qwen3-Embedding-0.6B,ru,affine,M,0.522518515586853,13.23365306854248,160
Qwen/Qwen3-Embedding-0.6B,ru,additive,T,0.9248131513595581,1.988074541091919,160
Qwen/Qwen3-Embedding-0.6B,ru,linear,T,0.4745594226909544,15.091257182654669,160
Qwen/Qwen3-Embedding-0.6B,ru,affine,T,0.542453408241272,11.864057540893555,160
Qwen/Qwen3-Embedding-0.6B,zh,additive,N,0.9595996141433716,1.6706628799438477,160
Qwen/Qwen3-Embedding-0.6B,zh,linear,N,0.7317948587323604,11.151965990075698,160
Qwen/Qwen3-Embedding-0.6B,zh,affine,N,0.7262094020843506,11.466501235961914,160
Qwen/Qwen3-Embedding-0.6B,zh,additive,Q,0.9838617444038391,0.713767409324646,160
Qwen/Qwen3-Embedding-0.6B,zh,linear,Q,0.8182162469663947,7.293693932214561,160
Qwen/Qwen3-Embedding-0.6B,zh,affine,Q,0.7977849245071411,7.982647895812988,160
Qwen/Qwen3-Embedding-0.6B,zh,additive,M,0.9784742593765259,0.8604695200920105,160
Qwen/Qwen3-Embedding-0.6B,zh,linear,M,0.7861226231785361,9.004538366433597,160
Qwen/Qwen3-Embedding-0.6B,zh,affine,M,0.7617886066436768,9.887870788574219,160
Qwen/Qwen3-Embedding-0.6B,zh,additive,T,0.9756708145141602,0.9964414834976196,160
Qwen/Qwen3-Embedding-0.6B,zh,linear,T,0.6898109219715207,13.51088140014195,160
Qwen/Qwen3-Embedding-0.6B,zh,affine,T,0.7204688191413879,11.671487808227539,160
Qwen/Qwen3-Embedding-0.6B,ar,additive,N,0.9097604751586914,2.8117756843566895,160
Qwen/Qwen3-Embedding-0.6B,ar,linear,N,0.635531527357324,14.153486904488648,160
Qwen/Qwen3-Embedding-0.6B,ar,affine,N,0.5359631776809692,18.617734909057617,160
Qwen/Qwen3-Embedding-0.6B,ar,additive,Q,0.9471591711044312,1.8018051385879517,160
Qwen/Qwen3-Embedding-0.6B,ar,linear,Q,0.7310299559563662,8.760664308495471,160
Qwen/Qwen3-Embedding-0.6B,ar,affine,Q,0.6435382962226868,12.225726127624512,160
Qwen/Qwen3-Embedding-0.6B,ar,additive,M,0.9619234800338745,1.248718023300171,160
Qwen/Qwen3-Embedding-0.6B,ar,linear,M,0.7315185338253577,8.387944083186094,160
Qwen/Qwen3-Embedding-0.6B,ar,affine,M,0.6463408470153809,12.373733520507812,160
Qwen/Qwen3-Embedding-0.6B,ar,additive,T,0.9211870431900024,2.5584747791290283,160
Qwen/Qwen3-Embedding-0.6B,ar,linear,T,0.6552705822757552,11.775029918043685,160
Qwen/Qwen3-Embedding-0.6B,ar,affine,T,0.6571527123451233,10.688203811645508,160
