model,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
BAAI/bge-m3,en,linear,NQ_minus_QN,4,5.786920109005394,0.9986294557976515,0.9998800372654872,8.917181780943834e-05,0.004975124378109453,-0.03782943162934466,-0.00588831377290765,0.03108022065964143,0.005832494415454537
BAAI/bge-m3,en,linear,NM_minus_MN,4,4.696186506923401,0.9985537732641533,0.9998786572980853,8.969324786787512e-05,0.004975124378109453,0.0014422713537356276,-0.014119982013363543,0.04825607911770489,-0.006664292851626984
BAAI/bge-m3,en,linear,NT_minus_TN,4,5.497921799373061,0.9975902316273023,0.9998819442341826,8.033616192368443e-05,0.004975124378109453,-0.04528570722156221,0.003469027682059818,0.01181303869682419,0.05338220348011764
BAAI/bge-m3,en,linear,QM_minus_MQ,4,4.182366095632553,0.9987355376062618,0.9998848156590529,7.452542825150328e-05,0.004975124378109453,-0.02588164499065845,0.013380743570310074,0.02183372599516162,0.010573556824932785
BAAI/bge-m3,en,linear,QT_minus_TQ,4,4.409888454804771,0.9988053457463071,0.9998788497347063,8.450456053936727e-05,0.004975124378109453,-0.007981144072985117,0.014743666057928605,-0.0024216603973930785,0.023064058798256473
BAAI/bge-m3,en,linear,MT_minus_TM,4,3.899398125042728,0.9919207299007733,0.9998658925630062,9.547995811067597e-05,0.004975124378109453,0.03559718587715562,0.03358089435260248,0.007498051836232421,-0.09077266034921226
BAAI/bge-m3,en,affine,NQ_minus_QN,4,5.617702303672348,0.9976546715391358,0.9998840053876288,8.325466337727657e-05,0.004975124378109453,-0.05370160290454843,0.0034110398164486494,0.03790732244439639,0.01324014983755891
BAAI/bge-m3,en,affine,NM_minus_MN,4,4.6450948034245405,0.9984263083867142,0.9998676234031718,9.52182131531883e-05,0.004975124378109453,0.0073184141048856744,-0.024819519017417014,0.04435177302457288,-0.0002910863217224369
BAAI/bge-m3,en,affine,NT_minus_TN,4,5.254493867250331,0.9973027320979843,0.9998729717533531,8.89733653741412e-05,0.004975124378109453,-0.035590759572927254,-0.01347102233940052,0.003388685097628797,0.06749864205551209
BAAI/bge-m3,en,affine,QM_minus_MQ,4,4.119253757652481,0.9985391798984424,0.9998808145721828,8.080350603147827e-05,0.004975124378109453,-0.02665332483031632,0.016367429326679606,0.025339362563460748,0.006756388256661273
BAAI/bge-m3,en,affine,QT_minus_TQ,4,4.28350116305399,0.9987219634617436,0.9998739084475037,8.71062508970094e-05,0.004975124378109453,-0.006891614614352499,0.018029269064620383,-0.0084334307483334,0.02121307136239208
BAAI/bge-m3,en,affine,MT_minus_TM,4,3.844755709607688,0.9916485579213389,0.9998725034041887,8.311331044230923e-05,0.004975124378109453,0.03714100995276618,0.031311438059220834,0.009731766222051784,-0.09319715271460796
BAAI/bge-m3,es,linear,NQ_minus_QN,4,6.207133482448578,0.9968202282688965,0.9998834137614544,8.300110403673088e-05,0.004975124378109453,-0.07130473159106898,0.03158464359839767,0.020108708527828582,0.02221362485600279
BAAI/bge-m3,es,linear,NM_minus_MN,4,4.774531187211827,0.9992815458169266,0.99987783716989,8.252748456298546e-05,0.004975124378109453,0.006047796687056784,-0.016255962046424783,0.029339073188247192,0.0018085322500550557
BAAI/bge-m3,es,linear,NT_minus_TN,4,5.788388543441132,0.9965815113338465,0.9998796050981288,8.98407895189783e-05,0.004975124378109453,-0.026019246718455073,-0.04181874750196403,0.015248859078620768,0.07904145687787338
BAAI/bge-m3,es,linear,QM_minus_MQ,4,4.191457810819319,0.999550282275014,0.9998760026486586,9.159430645750184e-05,0.014925373134328358,-0.014440552397105708,0.004543454243353847,0.017090971208689333,-0.00394603676284945
BAAI/bge-m3,es,linear,QT_minus_TQ,4,4.85838010024747,0.9980698389567586,0.9998694661825358,9.082804791602975e-05,0.004975124378109453,0.011953098217418398,-0.0442812300289737,0.007512118722044457,0.03009518005215496
BAAI/bge-m3,es,linear,MT_minus_TM,4,3.661993382861314,0.9957294040182214,0.9998779482304159,8.503357822130154e-05,0.004975124378109453,0.01636733311011038,0.015983153958184997,0.026638608152084024,-0.0612336444695017
BAAI/bge-m3,es,affine,NQ_minus_QN,4,6.035182839307258,0.9961017304613567,0.9998861795340747,8.209223265068614e-05,0.004975124378109453,-0.0759306644289396,0.03791064623609526,0.025898857004761862,0.01732083367847747
BAAI/bge-m3,es,affine,NM_minus_MN,4,4.712798141260251,0.9992727261985891,0.9998801604497083,9.215889954740124e-05,0.004975124378109453,0.009259725478908172,-0.01713743793976963,0.02773645759828255,-0.0009800842620221783
BAAI/bge-m3,es,affine,NT_minus_TN,4,5.680840339522652,0.9960823290516938,0.9998795479830531,7.710881360333334e-05,0.004975124378109453,-0.02969680178730586,-0.042741569032028304,0.0092713013228521,0.08668595537887892
BAAI/bge-m3,es,affine,QM_minus_MQ,4,4.137923172524798,0.999328817126656,0.9998683386454763,8.29991685217074e-05,0.004975124378109453,-0.015963379568505846,0.001298892291502889,0.02415101251777927,-0.002574926792294183
BAAI/bge-m3,es,affine,QT_minus_TQ,4,4.685930054338499,0.9979757495285705,0.9998804165901276,8.019846482240816e-05,0.004975124378109453,0.013512561485135594,-0.04188432491709219,-0.002599579654104771,0.03559628662174531
BAAI/bge-m3,es,affine,MT_minus_TM,4,3.6113424132100804,0.9949870864834326,0.9998838728519853,8.23736523208647e-05,0.004975124378109453,0.019874743696525646,0.015884860816480557,0.023718453709181696,-0.0667502335605839
BAAI/bge-m3,fr,linear,NQ_minus_QN,4,6.098097909861186,0.9944728828531029,0.9998796763439384,9.129353689914515e-05,0.004975124378109453,-0.06826194657973973,0.08534967147787034,0.0061535147598044525,-0.004030902729082215
BAAI/bge-m3,fr,linear,NM_minus_MN,4,4.611165502574259,0.9993014912474151,0.9998721357476975,8.708184639820356e-05,0.004975124378109453,0.009898671938714855,-0.015419217117153758,0.025765346802472097,0.00048495551248643547
BAAI/bge-m3,fr,linear,NT_minus_TN,4,5.900266362837649,0.9962960902848585,0.9998713042141861,8.429242070964483e-05,0.004975124378109453,-0.0626777128732709,0.009876658816381292,0.0003067344627682833,0.06860752720013397
BAAI/bge-m3,fr,linear,QM_minus_MQ,4,3.9857258447013164,0.999812870456656,0.9998715297145756,9.03156021600965e-05,0.19402985074626866,-0.004271580935418142,-0.009161676135537093,0.0015341762308007136,0.004382510389217587
BAAI/bge-m3,fr,linear,QT_minus_TQ,4,4.9494848902506785,0.9973092634297237,0.9998651659657628,9.986691212475207e-05,0.004975124378109453,0.027550182238244368,-0.05500475693290179,0.007671138831869186,0.00891428297436734
BAAI/bge-m3,fr,linear,MT_minus_TM,4,3.7353518976396782,0.9906415855074846,0.9998699104928471,9.424771039663131e-05,0.004975124378109453,0.02570265143209135,0.02656356919994552,0.041041935116254556,-0.09104085072376454
BAAI/bge-m3,fr,affine,NQ_minus_QN,4,5.886924105693718,0.9935681292318848,0.9998791204802417,8.469567415471147e-05,0.004975124378109453,-0.07043234624012483,0.09187557466580312,0.003898154784877249,-0.008304247353798038
BAAI/bge-m3,fr,affine,NM_minus_MN,4,4.552710973908793,0.999229846503049,0.9998910071059902,8.111386833647124e-05,0.004975124378109453,0.013059984501462315,-0.021578349199472633,0.019992605218304847,0.003411395843657693
BAAI/bge-m3,fr,affine,NT_minus_TN,4,5.712653701214904,0.9952816841112162,0.9998736716371524,9.039156564379582e-05,0.004975124378109453,-0.0664449430414923,0.0038889374441432936,-0.006568148333325117,0.08139495454966462
BAAI/bge-m3,fr,affine,QM_minus_MQ,4,3.952030770917777,0.9999213148172321,0.9998803088332818,8.807275901316889e-05,0.6368159203980099,-0.0024568409430082037,-0.005473211398391789,0.004000518453638721,0.00019126203203576668
