model,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
sentence-transformers/LaBSE,en,linear,NQ_minus_QN,4,5.461564192852481,0.9926102485992312,0.9998848420827037,8.123401332829467e-05,0.004975124378109453,-0.08393737130127078,0.08891189687274367,0.024838928272702857,-0.02044489651148163
sentence-transformers/LaBSE,en,linear,NM_minus_MN,4,5.168279742932319,0.9991323766835727,0.999892406811313,8.422812404718207e-05,0.004975124378109453,-0.003404381988233419,-0.006223950145138105,-0.030032339607906317,0.0249079525265803
sentence-transformers/LaBSE,en,linear,NT_minus_TN,4,5.223442388568351,0.9957583644273937,0.9998846022323338,7.860451794707143e-05,0.004975124378109453,-0.06837997512862577,-0.015965278478778766,0.011827812600341008,0.05495022493110871
sentence-transformers/LaBSE,en,linear,QM_minus_MQ,4,5.040016523594905,0.9921873175306857,0.9998790594924271,8.3180797209231e-05,0.004975124378109453,0.02840406757536629,-0.09400383676379508,-0.01829750403363177,0.06432016814070271
sentence-transformers/LaBSE,en,linear,QT_minus_TQ,4,5.646573111293505,0.9937455461180144,0.9998851132006046,8.096869643263212e-05,0.004975124378109453,0.04554915556990827,-0.09952713065178025,-0.00554717930004767,0.033529466518122594
sentence-transformers/LaBSE,en,linear,MT_minus_TM,4,4.439016332733903,0.9953772180640988,0.9998759054823584,8.89529590840533e-05,0.004975124378109453,0.03649701182845395,0.004372403241755654,0.008560553981455164,-0.07026926250590149
sentence-transformers/LaBSE,en,affine,NQ_minus_QN,4,5.530984026066357,0.9879456364336072,0.9998797712114205,8.102364896796671e-05,0.004975124378109453,-0.09125323676348117,0.13072922708017942,0.01686093343877639,-0.029215592112570184
sentence-transformers/LaBSE,en,affine,NM_minus_MN,4,5.23317146129756,0.9991564453034447,0.9998742538583514,8.69387928228342e-05,0.004975124378109453,-0.01497731582208385,-0.010021003019939892,-0.019814172164288112,0.029763384987718747
sentence-transformers/LaBSE,en,affine,NT_minus_TN,4,5.248611518789228,0.995948975773799,0.9998835478650256,7.593053724682728e-05,0.004975124378109453,-0.07171910250927842,-0.009045996173034861,0.015660133107482432,0.04965870469697165
sentence-transformers/LaBSE,en,affine,QM_minus_MQ,4,5.0434553191067,0.9911984389608672,0.999889340763616,7.496689222435191e-05,0.004975124378109453,0.02874107666505619,-0.1027641801612324,-0.018083463778209775,0.06842269158220143
