model,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
BAAI/bge-m3,en,linear,NQ_minus_QN,4,5.786920109005394,0.9986294557976516,0.9998800372654872,8.917181780943834e-05,0.0049751243781094,-0.0378294316293446,-0.0058883137729076,0.0310802206596414,0.0058324944154545
BAAI/bge-m3,en,linear,NM_minus_MN,4,4.696186506923401,0.9985537732641532,0.9998786572980852,8.969324786787512e-05,0.0049751243781094,0.0014422713537356,-0.0141199820133635,0.0482560791177048,-0.0066642928516269
BAAI/bge-m3,en,linear,NT_minus_TN,4,5.497921799373061,0.9975902316273024,0.9998819442341826,8.033616192368443e-05,0.0049751243781094,-0.0452857072215622,0.0034690276820598,0.0118130386968241,0.0533822034801176
BAAI/bge-m3,en,linear,QM_minus_MQ,4,4.182366095632553,0.9987355376062618,0.9998848156590529,7.452542825150328e-05,0.0049751243781094,-0.0258816449906584,0.01338074357031,0.0218337259951616,0.0105735568249327
BAAI/bge-m3,en,linear,QT_minus_TQ,4,4.409888454804771,0.9988053457463072,0.9998788497347064,8.450456053936727e-05,0.0049751243781094,-0.0079811440729851,0.0147436660579286,-0.002421660397393,0.0230640587982564
BAAI/bge-m3,en,linear,MT_minus_TM,4,3.899398125042728,0.9919207299007732,0.9998658925630062,9.547995811067596e-05,0.0049751243781094,0.0355971858771556,0.0335808943526024,0.0074980518362324,-0.0907726603492122
BAAI/bge-m3,en,affine,NQ_minus_QN,4,5.617702303672348,0.9976546715391358,0.9998840053876288,8.325466337727657e-05,0.0049751243781094,-0.0537016029045484,0.0034110398164486,0.0379073224443963,0.0132401498375589
BAAI/bge-m3,en,affine,NM_minus_MN,4,4.6450948034245405,0.9984263083867142,0.9998676234031718,9.52182131531883e-05,0.0049751243781094,0.0073184141048856,-0.024819519017417,0.0443517730245728,-0.0002910863217224
BAAI/bge-m3,en,affine,NT_minus_TN,4,5.254493867250331,0.9973027320979844,0.9998729717533532,8.89733653741412e-05,0.0049751243781094,-0.0355907595729272,-0.0134710223394005,0.0033886850976287,0.067498642055512
BAAI/bge-m3,en,affine,QM_minus_MQ,4,4.119253757652481,0.9985391798984424,0.9998808145721828,8.080350603147827e-05,0.0049751243781094,-0.0266533248303163,0.0163674293266796,0.0253393625634607,0.0067563882566612
