model,heldout_language,method,operator,target_cosine,mse,n_test
distilbert-base-multilingual-cased,en,additive,N,0.8924026489257812,0.06361903250217438,160
distilbert-base-multilingual-cased,en,linear,N,0.6316146497382509,0.17067032649166164,160
distilbert-base-multilingual-cased,en,affine,N,0.6132838129997253,0.17845015227794647,160
distilbert-base-multilingual-cased,en,additive,Q,0.8012846112251282,0.10401014983654022,160
distilbert-base-multilingual-cased,en,linear,Q,0.5897746092426979,0.15820266102263694,160
distilbert-base-multilingual-cased,en,affine,Q,0.5833026766777039,0.16285482048988342,160
distilbert-base-multilingual-cased,en,additive,M,0.9501886367797852,0.030007299035787582,160
distilbert-base-multilingual-cased,en,linear,M,0.7356478679967567,0.1357300909041597,160
distilbert-base-multilingual-cased,en,affine,M,0.7124571800231934,0.14381851255893707,160
distilbert-base-multilingual-cased,en,additive,T,0.8698015213012695,0.07715549319982529,160
distilbert-base-multilingual-cased,en,linear,T,0.6363637142490793,0.16585519617056493,160
distilbert-base-multilingual-cased,en,affine,T,0.6244919896125793,0.17266727983951569,160
distilbert-base-multilingual-cased,es,additive,N,0.9219627380371094,0.03542119264602661,160
distilbert-base-multilingual-cased,es,linear,N,0.6398193940877509,0.13566667714222844,160
distilbert-base-multilingual-cased,es,affine,N,0.5726998448371887,0.15726053714752197,160
distilbert-base-multilingual-cased,es,additive,Q,0.9286419749259949,0.029730986803770065,160
distilbert-base-multilingual-cased,es,linear,Q,0.5362209237949549,0.14892666901415047,160
distilbert-base-multilingual-cased,es,affine,Q,0.5160130262374878,0.15418560802936554,160
distilbert-base-multilingual-cased,es,additive,M,0.9458853006362915,0.02465345337986946,160
distilbert-base-multilingual-cased,es,linear,M,0.6924943276337886,0.11698132272239388,160
distilbert-base-multilingual-cased,es,affine,M,0.636692464351654,0.1326419711112976,160
distilbert-base-multilingual-cased,es,additive,T,0.922238826751709,0.03598713129758835,160
distilbert-base-multilingual-cased,es,linear,T,0.6553346173407719,0.13304546545132742,160
distilbert-base-multilingual-cased,es,affine,T,0.5993406772613525,0.1516111195087433,160
distilbert-base-multilingual-cased,fr,additive,N,0.9101687669754028,0.03964199498295784,160
distilbert-base-multilingual-cased,fr,linear,N,0.6056650522549394,0.13663035158443768,160
distilbert-base-multilingual-cased,fr,affine,N,0.5462023019790649,0.15404704213142395,160
distilbert-base-multilingual-cased,fr,additive,Q,0.8894120454788208,0.047318894416093826,160
distilbert-base-multilingual-cased,fr,linear,Q,0.5291583273296319,0.14930743714414335,160
distilbert-base-multilingual-cased,fr,affine,Q,0.5070499181747437,0.1569032222032547,160
distilbert-base-multilingual-cased,fr,additive,M,0.9470925331115723,0.023601379245519638,160
distilbert-base-multilingual-cased,fr,linear,M,0.6991659969673363,0.11243826481524337,160
distilbert-base-multilingual-cased,fr,affine,M,0.6190311312675476,0.1343606561422348,160
distilbert-base-multilingual-cased,fr,additive,T,0.9256173968315125,0.03397247940301895,160
distilbert-base-multilingual-cased,fr,linear,T,0.6725784242197675,0.12138611463108853,160
distilbert-base-multilingual-cased,fr,affine,T,0.6197654604911804,0.13708265125751495,160
distilbert-base-multilingual-cased,de,additive,N,0.9204826354980469,0.03702836483716965,160
distilbert-base-multilingual-cased,de,linear,N,0.5872012421801661,0.1419728924012586,160
distilbert-base-multilingual-cased,de,affine,N,0.4994123876094818,0.17039814591407776,160
distilbert-base-multilingual-cased,de,additive,Q,0.8991618156433105,0.04441417008638382,160
distilbert-base-multilingual-cased,de,linear,Q,0.4293188647327561,0.17367130375640105,160
distilbert-base-multilingual-cased,de,affine,Q,0.4465775489807129,0.1681472212076187,160
distilbert-base-multilingual-cased,de,additive,M,0.9725151062011719,0.012955007143318653,160
distilbert-base-multilingual-cased,de,linear,M,0.6824054580178716,0.1206277465008874,160
distilbert-base-multilingual-cased,de,affine,M,0.5985546708106995,0.14335815608501434,160
distilbert-base-multilingual-cased,de,additive,T,0.9253458976745605,0.03559115529060364,160
distilbert-base-multilingual-cased,de,linear,T,0.5974604624397277,0.14644761070095677,160
distilbert-base-multilingual-cased,de,affine,T,0.5418784022331238,0.16540858149528503,160
distilbert-base-multilingual-cased,ru,additive,N,0.9225307703018188,0.033481378108263016,160
distilbert-base-multilingual-cased,ru,linear,N,0.6024417873356065,0.13881854757191966,160
distilbert-base-multilingual-cased,ru,affine,N,0.5684158802032471,0.14693062007427216,160
distilbert-base-multilingual-cased,ru,additive,Q,0.8836595416069031,0.04731205105781555,160
distilbert-base-multilingual-cased,ru,linear,Q,0.5816517188904543,0.12414645592053722,160
distilbert-base-multilingual-cased,ru,affine,Q,0.4919213652610779,0.14401933550834656,160
distilbert-base-multilingual-cased,ru,additive,M,0.9038702845573425,0.04082152619957924,160
distilbert-base-multilingual-cased,ru,linear,M,0.7089428575742625,0.10160463422870976,160
distilbert-base-multilingual-cased,ru,affine,M,0.6674314737319946,0.1099158301949501,160
distilbert-base-multilingual-cased,ru,additive,T,0.9319639205932617,0.029910188168287277,160
distilbert-base-multilingual-cased,ru,linear,T,0.6417728665330402,0.1232836345956964,160
distilbert-base-multilingual-cased,ru,affine,T,0.6152702569961548,0.13007579743862152,160
distilbert-base-multilingual-cased,zh,additive,N,0.939517617225647,0.03981960192322731,160
distilbert-base-multilingual-cased,zh,linear,N,0.6095208100296404,0.2076312089974886,160
distilbert-base-multilingual-cased,zh,affine,N,0.5646543502807617,0.22610172629356384,160
distilbert-base-multilingual-cased,zh,additive,Q,0.9038507342338562,0.06092282012104988,160
distilbert-base-multilingual-cased,zh,linear,Q,0.5093140140361861,0.23160873197349172,160
distilbert-base-multilingual-cased,zh,affine,Q,0.5318546295166016,0.22442945837974548,160
distilbert-base-multilingual-cased,zh,additive,M,0.9580432772636414,0.027927566319704056,160
distilbert-base-multilingual-cased,zh,linear,M,0.721542330338663,0.16767491015823938,160
distilbert-base-multilingual-cased,zh,affine,M,0.6422682404518127,0.19991421699523926,160
distilbert-base-multilingual-cased,zh,additive,T,0.9524981379508972,0.03154600411653519,160
distilbert-base-multilingual-cased,zh,linear,T,0.6211415084982106,0.2048173986300557,160
distilbert-base-multilingual-cased,zh,affine,T,0.588312029838562,0.2184760868549347,160
distilbert-base-multilingual-cased,ar,additive,N,0.9424902200698853,0.046578727662563324,160
distilbert-base-multilingual-cased,ar,linear,N,0.6798024405392816,0.20626613211021247,160
distilbert-base-multilingual-cased,ar,affine,N,0.3872770071029663,0.33743125200271606,160
distilbert-base-multilingual-cased,ar,additive,Q,0.9279689788818359,0.06877197325229645,160
distilbert-base-multilingual-cased,ar,linear,Q,0.4673452449821512,0.34125941042264535,160
distilbert-base-multilingual-cased,ar,affine,Q,0.3928735554218292,0.34738045930862427,160
distilbert-base-multilingual-cased,ar,additive,M,0.9740617871284485,0.021759487688541412,160
distilbert-base-multilingual-cased,ar,linear,M,0.7539460066489582,0.1864433786493233,160
distilbert-base-multilingual-cased,ar,affine,M,0.4630358815193176,0.3374561667442322,160
distilbert-base-multilingual-cased,ar,additive,T,0.9376628994941711,0.05143330618739128,160
distilbert-base-multilingual-cased,ar,linear,T,0.6522552393357854,0.21246207809553302,160
distilbert-base-multilingual-cased,ar,affine,T,0.4077107310295105,0.31713756918907166,160
