model,heldout_language,method,triple,basis_rank,relative_jacobi_operator_norm,jacobi_coeff_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T
BAAI/bge-m3,en,linear,NQM,4,0.05653144121620311,0.0028920404895351405,0.00029745240298341077,-0.0011658410307599021,0.0025672659771773638,-0.0005704212079632853
BAAI/bge-m3,en,linear,NQT,4,0.08558564642468289,0.005367017362051104,-0.00202728135437512,-0.0014767267708097487,-0.00072272573953058,0.004689557678987941
BAAI/bge-m3,en,linear,NMT,4,0.0797898236787216,0.00660820298989271,-0.0009693423928510759,-0.0031425759398282247,-0.0025896621509900256,0.005113373493809265
BAAI/bge-m3,en,linear,QMT,4,0.06541325976157972,0.004157527848669193,-0.0011795819784983076,-0.002333614896731038,-0.0007845684079725946,0.003135652738335074
BAAI/bge-m3,en,affine,NQM,4,0.07444013825239931,0.004237032838984216,0.000828806015704875,-0.002333919106166117,0.0033424850916058853,-0.0008038301345602869
BAAI/bge-m3,en,affine,NQT,4,0.11267462832861837,0.00808419829632784,-0.0026138236248183276,-0.0033806130754292143,-0.0006426448783705167,0.006832323978503412
BAAI/bge-m3,en,affine,NMT,4,0.06743952061323133,0.00551964021161907,-0.002259532268178337,-0.0011725457781005207,-0.00193973793379199,0.004497054051404107
BAAI/bge-m3,en,affine,QMT,4,0.07276410979959695,0.0048879586496998716,-0.0007183674255726792,-0.0032933066358591537,-0.0004488369933364888,0.0035112340791622824
BAAI/bge-m3,es,linear,NQM,4,0.055316690447959324,0.002868531717894739,0.0011037981962994407,-0.0007790942897954367,0.002283160463032131,-0.0010910060247630586
BAAI/bge-m3,es,linear,NQT,4,0.06818406956982867,0.0051499821204367205,0.0009885904468739165,-0.0020749727968177173,-0.0012743424509943841,0.004428943889826063
BAAI/bge-m3,es,linear,NMT,4,0.06860577538728035,0.004832657069479742,-0.0003610216267145512,0.0006662812460578239,-0.004166105904523378,0.0023289200565249106
BAAI/bge-m3,es,linear,QMT,4,0.05621109693251796,0.002686966251640347,-0.00044015646509999924,0.0007631975648336688,-0.0018108594698499573,0.0017788668812397227
BAAI/bge-m3,es,affine,NQM,4,0.054195843335740464,0.0028815132355042195,0.0016069132967068186,-0.0010559827458996088,0.0018483259568663774,-0.0010906602499353919
BAAI/bge-m3,es,affine,NQT,4,0.07437070215557927,0.0064801889337650145,4.878627493152231e-05,-0.0026407711289842843,-0.0014062658915600847,0.005747974652277675
BAAI/bge-m3,es,affine,NMT,4,0.06851893232335618,0.00492467249186113,-0.0003644987681088503,0.0013625530016161715,-0.0042498547021482935,0.002049810754327248
BAAI/bge-m3,es,affine,QMT,4,0.06038616068496162,0.003198659508921046,-0.0006568277715594357,0.00021018370545789204,-0.0016708798629986401,0.0026389360026163816
BAAI/bge-m3,fr,linear,NQM,4,0.043846876282252936,0.0016469746488384832,0.0007235657194865138,-3.2415154211767536e-05,0.0014645744619429118,0.0002072415178063185
BAAI/bge-m3,fr,linear,NQT,4,0.054931721236249634,0.005550653144487649,-0.0011264612869988644,-0.0010924706257883828,-0.0019368884366941382,0.004959415934854987
BAAI/bge-m3,fr,linear,NMT,4,0.06674377682256112,0.005368364910509461,0.0022561922200636554,-0.0018416439753642794,-0.004164765513530933,0.0017297439590359491
BAAI/bge-m3,fr,linear,QMT,4,0.04298934215436751,0.0020637276938633774,-0.0007052056514407188,0.0017777924285029554,-0.0005253643338449074,0.0005701783768926931
