model,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
xlm-roberta-base,en,linear,NQ_minus_QN,4,1.0759607976419485,0.9833465883631959,0.9998719068515487,9.833616034061801e-05,0.004975124378109453,-0.05741798661860855,0.08425986068577912,-0.011094503564784242,-0.014905607052848758
xlm-roberta-base,en,linear,NM_minus_MN,4,0.7360971014479789,0.9125023585318098,0.9998740031377804,8.676380164040373e-05,0.004975124378109453,-0.2133590261644835,0.002836796789393567,0.1509453885335748,0.061465393463900266
xlm-roberta-base,en,linear,NT_minus_TN,4,0.5821326034253826,0.8694897192326285,0.9998723846207102,8.656184999552576e-05,0.004975124378109453,-0.24374292973478678,0.018210109729797086,0.016864127918441385,0.21095863421288177
xlm-roberta-base,en,linear,QM_minus_MQ,4,1.0669179135047429,0.9447940055671757,0.9998753587410962,8.611511244499803e-05,0.004975124378109453,-0.014352434678376208,-0.1327521946207527,0.13309953622500748,0.013735696579618943
xlm-roberta-base,en,linear,QT_minus_TQ,4,0.9918858480335044,0.9406103230310058,0.9998826443028744,8.273693859080897e-05,0.004975124378109453,-0.02296254266060355,-0.15347929437780763,0.01965368034762596,0.1570296171818291
xlm-roberta-base,en,linear,MT_minus_TM,4,0.7012416614683603,0.9310229392275331,0.9998887721587955,7.527802990916531e-05,0.004975124378109453,-0.013105981167004132,0.008052937545966015,-0.15136463303290762,0.15656529430136865
xlm-roberta-base,en,affine,NQ_minus_QN,4,0.8748524528434883,0.8834788442854131,0.9998806794890558,9.213280363660448e-05,0.004975124378109453,-0.2826868661943602,0.2197688129231357,0.026903815648165144,0.03813661578690554
xlm-roberta-base,en,affine,NM_minus_MN,4,0.6891002716524062,0.927695091714826,0.9998717125525276,9.642146409908022e-05,0.004975124378109453,-0.20932777838088573,0.015324289340752431,0.13811551609979675,0.0576418235925611
xlm-roberta-base,en,affine,NT_minus_TN,4,0.5231185617854219,0.9093917698335797,0.9998764545059912,8.619991784922325e-05,0.004975124378109453,-0.2224845532957372,0.017161474806755117,0.017975301645528862,0.18931343258947925
xlm-roberta-base,en,affine,QM_minus_MQ,4,0.927820388884308,0.915655423643548,0.9998707057342452,9.249153246967665e-05,0.004975124378109453,0.055285891316778885,-0.2084065336190003,0.12483799719891837,0.027822638822891866
xlm-roberta-base,en,affine,QT_minus_TQ,4,0.8195936934302364,0.9162099118076225,0.9998867128600147,8.069480102131548e-05,0.004975124378109453,0.041812457699594296,-0.2010409766082241,-0.005660753777321489,0.1646940814502511
xlm-roberta-base,en,affine,MT_minus_TM,4,0.6539828407228481,0.9504598555421718,0.9998728996410634,9.5086058239229e-05,0.004975124378109453,-0.009679473997090987,0.0018139406375804442,-0.1280342033442102,0.13601196936563134
