model,heldout_language,method,triple,basis_rank,relative_jacobi_operator_norm,jacobi_coeff_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T
intfloat/multilingual-e5-large,en,linear,NQM,4,0.07405476536546692,0.010920945391633557,0.003919802478079664,-0.000891139670885146,-0.00808952078641831,0.006137403385224369
intfloat/multilingual-e5-large,en,linear,NQT,4,0.0654057914926901,0.014884293332821326,-0.00024607787542731477,-0.0032767740985449184,-0.0075947226294511404,0.012371926825903167
intfloat/multilingual-e5-large,en,linear,NMT,4,0.09136913088581994,0.012767513589367424,0.004711292373968199,-0.001445487946714427,-0.01014709876077855,0.005979973140122009
intfloat/multilingual-e5-large,en,linear,QMT,4,0.14038181316287765,0.01842847100656291,-0.0012533749568719027,-0.0003966879502062589,-0.011799392012571606,0.014094487633860219
intfloat/multilingual-e5-large,en,affine,NQM,4,0.06977620876470446,0.010000753757157501,0.004678206921871989,-0.001359944061452875,-0.007461864555072572,0.0045387867562730385
intfloat/multilingual-e5-large,en,affine,NQT,4,0.053879855136250064,0.012460066157700641,0.00017666314514153125,-0.005036346249357811,-0.005056596104872498,0.010212154085999355
intfloat/multilingual-e5-large,en,affine,NMT,4,0.09877948171144885,0.013179132886973241,0.005667942063202449,-0.0005087296032708554,-0.01078710837831454,0.0049943431445919045
intfloat/multilingual-e5-large,en,affine,QMT,4,0.14518935743125158,0.019122409486502824,-0.0010153363210157222,-0.0004553245067022201,-0.01237319218517752,0.014537277305842995
intfloat/multilingual-e5-large,es,linear,NQM,4,0.07345724134815605,0.008043178658485703,0.004162216817305638,0.0002702841179841901,-0.005650325675212596,0.0039203877815411105
intfloat/multilingual-e5-large,es,linear,NQT,4,0.07289226377158983,0.01237494808277645,0.002209295276949852,-0.00014876325724739407,-0.00933372222529564,0.007817790822538997
intfloat/multilingual-e5-large,es,linear,NMT,4,0.08842791997879877,0.009594179717773406,0.002051802582333272,-0.0008891535770346876,-0.007391771154673229,0.00569293559892015
intfloat/multilingual-e5-large,es,linear,QMT,4,0.118518901891164,0.015368162043748768,-0.0010056343026486384,0.0007456594747296819,-0.010267305822174135,0.01136642104419644
intfloat/multilingual-e5-large,es,affine,NQM,4,0.07207012216903491,0.00746348109657425,0.004531872627893384,-0.0003021719862774078,-0.005187056119460654,0.002858115020034503
intfloat/multilingual-e5-large,es,affine,NQT,4,0.06076707598721514,0.010355031027381929,0.0019572512401785785,-0.0010591702938589189,-0.007805763387810182,0.00642993401078042
intfloat/multilingual-e5-large,es,affine,NMT,4,0.09345525179996035,0.009110769296142034,0.0025892149127001336,-0.0002013707550455289,-0.00731193307002107,0.0047746379864781665
intfloat/multilingual-e5-large,es,affine,QMT,4,0.12197671569223904,0.015469599393790568,-0.0011051440773180298,0.0007250641514234364,-0.010162025975276679,0.011588557806166265
intfloat/multilingual-e5-large,fr,linear,NQM,4,0.11321485066921595,0.014391915328054212,0.005690148129811593,-0.00019460659952957784,-0.012381209873671327,0.0046278733135433365
intfloat/multilingual-e5-large,fr,linear,NQT,4,0.07818088044859997,0.01569471685168231,0.002376470938764457,-0.001045788506515915,-0.012519575533549099,0.009101817279592393
intfloat/multilingual-e5-large,fr,linear,NMT,4,0.06190307058733517,0.005735021570519445,0.003487813455305834,0.0005142477200531585,-0.004495413015242193,0.0005024348914258641
intfloat/multilingual-e5-large,fr,linear,QMT,4,0.13271972120187864,0.01781738219382807,-0.001583743295023163,0.0014112851783046852,-0.012643660991806704,0.012373236289919216
intfloat/multilingual-e5-large,fr,affine,NQM,4,0.12405555442088302,0.015211915335075975,0.007066372539503915,-0.0003931705078101238,-0.013033177819647355,0.003383849903247062
intfloat/multilingual-e5-large,fr,affine,NQT,4,0.06933268614837518,0.013778835677052209,0.003089372930140652,-0.0017814998964824497,-0.01115800013766291,0.007255162200838001
intfloat/multilingual-e5-large,fr,affine,NMT,4,0.0775097703798224,0.006747571159025736,0.004642259744713189,0.0011397992992597866,-0.004696585865132033,-0.0007887203418070611
intfloat/multilingual-e5-large,fr,affine,QMT,4,0.14142585500419458,0.01966850097608231,-0.0014753120438799915,0.0016977298979303102,-0.01417407323175771,0.013449414345382348
intfloat/multilingual-e5-large,de,linear,NQM,4,0.11704037142480547,0.014048978494625535,0.0058009332856867706,-0.0005752801994632177,-0.01201095152921136,0.00437367875049173
intfloat/multilingual-e5-large,de,linear,NQT,4,0.04509646773511463,0.007455015506371297,0.001711315882391297,-0.0003447685264183955,-0.006627171052947881,0.0029343470566844583
intfloat/multilingual-e5-large,de,linear,NMT,4,0.04027778253806024,0.002963129621960065,0.0018742347880459597,0.0007744005766030665,-0.0015282123942007993,-0.001527171156414177
intfloat/multilingual-e5-large,de,linear,QMT,4,0.1174489223099009,0.014761750310702553,9.753549445979423e-05,-0.00045663200879524773,-0.011065514799676043,0.009759386686136658
intfloat/multilingual-e5-large,de,affine,NQM,4,0.11792902581913275,0.014011744461691544,0.0058288022142773226,-0.0006358646085806441,-0.012044543599081862,0.004108368690362411
intfloat/multilingual-e5-large,de,affine,NQT,4,0.04209619012886952,0.0070549684252873305,0.0015429544372135926,-0.0010459536374541282,-0.006086324966851703,0.0030421210483243736
intfloat/multilingual-e5-large,de,affine,NMT,4,0.05551326698267234,0.004288294844448649,0.0028988684431986438,0.0010458706469425698,-0.002161195578185212,-0.00205461010526293
intfloat/multilingual-e5-large,de,affine,QMT,4,0.12720233764533156,0.01611328191029638,-0.0002683260923167529,-3.723365356550663e-05,-0.012116025239666746,0.010619152559204863
intfloat/multilingual-e5-large,ru,linear,NQM,4,0.11114459200680164,0.01392902536267514,-0.00019694801254454587,0.001487489118107749,-0.01138075579131,0.007889533115240533
intfloat/multilingual-e5-large,ru,linear,NQT,4,0.08748787428289408,0.015612937958732066,-0.0007280933819564794,-0.0001352854110095716,-0.011358436224344551,0.010686502520723666
intfloat/multilingual-e5-large,ru,linear,NMT,4,0.09205495189615616,0.009756441136264917,0.0047421411623884855,0.0017034264506169583,-0.00830366642620824,0.0009207079075274792
intfloat/multilingual-e5-large,ru,linear,QMT,4,0.15067577174607746,0.019284863459520667,-0.0023552432083726697,0.003305361910811322,-0.014085555369630876,0.012531181135447303
intfloat/multilingual-e5-large,ru,affine,NQM,4,0.12203638675197752,0.015373261102721606,0.0021251181142487555,0.0003853552435545563,-0.013152568699601196,0.0076604482813658415
intfloat/multilingual-e5-large,ru,affine,NQT,4,0.08752565059889697,0.015194106405775582,0.0021108237777750193,-0.0023569914949986715,-0.01147079868987325,0.009448315244429361
intfloat/multilingual-e5-large,ru,affine,NMT,4,0.10527959939642585,0.010340575484349112,0.005190051425335351,0.0029424951373580185,-0.00839814758223501,-0.0008964971296780847
intfloat/multilingual-e5-large,ru,affine,QMT,4,0.15753661492796045,0.021296684847028253,-0.001662881159826101,0.002956980429476881,-0.015791470655597977,0.013880537921673528
intfloat/multilingual-e5-large,zh,linear,NQM,4,0.09215496322399332,0.013616814877307544,0.005326947095322545,0.0003245465735737573,-0.011789982792811491,0.004234649609269847
intfloat/multilingual-e5-large,zh,linear,NQT,4,0.08030026173273135,0.01862428780833945,0.0032660310648513283,-0.0015750289062557831,-0.014807348346072467,0.010698544590448333
intfloat/multilingual-e5-large,zh,linear,NMT,4,0.09563046446511762,0.011141152644192609,0.0070166500183433044,0.00015322798894163618,-0.00855162542146268,0.0013183810510171232
intfloat/multilingual-e5-large,zh,linear,QMT,4,0.14581606821506404,0.0209005704748354,-0.0015436450119770623,0.002966736882294695,-0.015345665664808876,0.013789852204635767
intfloat/multilingual-e5-large,zh,affine,NQM,4,0.09831994785053123,0.014035451586063358,0.006102053905502171,-0.0005120317432245084,-0.012081666269208206,0.003678315241041925
intfloat/multilingual-e5-large,zh,affine,NQT,4,0.06860763347409744,0.015613996573102834,0.0037681721998739336,-0.003188909999825929,-0.011947396262748523,0.008757188065288829
intfloat/multilingual-e5-large,zh,affine,NMT,4,0.10895496339833949,0.011840375723078634,0.008530034766196357,0.0008267879988397126,-0.008142721441376788,-0.0006674678151556857
intfloat/multilingual-e5-large,zh,affine,QMT,4,0.15108269312171937,0.021760968023189182,-0.001237886384508292,0.0032106055794121156,-0.016107134432270315,0.014221800125143473
intfloat/multilingual-e5-large,ar,linear,NQM,4,0.08250708206093488,0.007808726728767846,0.0007457661945341773,0.0028549944997587236,-0.0063299559916282075,0.003492951396464168
intfloat/multilingual-e5-large,ar,linear,NQT,4,0.06471600680614151,0.010346198514412968,0.0018129412319237651,0.0004699243602937367,-0.007829250164401187,0.00649916000326645
intfloat/multilingual-e5-large,ar,linear,NMT,4,0.13148418162702832,0.01232241139421649,0.008654017721540178,0.001752062059965768,-0.0064196896823374115,-0.005715563206203221
